,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600111.SH,X600176.SH,X000709.SZ,X600516.SH,X002460.SZ,X600299.SH,X600352.SH,X600489.SH,X601158.SH,X000629.SZ,X600808.SH,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000539.SZ,X600612.SH,X000553.SZ,X002470.SZ,X600583.SH,X000408.SZ,X600021.SH,X300072.SZ,X000301.SZ,X000630.SZ,X000027.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0936129165564304,0,0,0,0,0,0,0,0.0262008403005342,0,0,0.0535351698862083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901556956496241,0,0,0.198932810351643,0,-0.0216059517676348,0.0310480697880351,0,0,0,0,0,0
X600028.SH,0.0760407692067937,0,0,0,0,0.0523753755325684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199177536881689,0,0,0,0,0,0.12265816868938,0,0,0,0,0.125393104237237,0,0,0.0653424960659172,0,0,0,0,0,0,0,0,0,0,0,0.0624580106710176,0,0,0.342473119593773,0,0.0122834967196553,0.1004914989432,0,0,0,0,0,0
X601088.SH,0.153382735938589,0,0,0.0900756977337483,0,0,0,0,0,0.32135505948604,0,0,0,0,0,0,0,0,0.101585663791765,0,0,2.16840434497101e-19,0,0.119760782954693,0,0,0,0,0,0,0,0.0105147572075625,0,0,0,0,0,0,0,-0.00138598376368063,0,0,0,0,0,0,0,0,0,0.0286649685454664,0,0,0.0170508272866182,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.234741648382744,0,0.0306656576689766,0,0,0,0,0,0,0,0,0,0,0,0,-0.028150329233754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333234820711868,0,0,0,-0.176026139809179,0,0,0,0,0.132013991663442,0.0966096872067237,0,0,0,0,0,0,-0.0243864847594351,0.024354546084542,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0630849313098258,0.118160723193126,0,0,0,0,0,0,0,0,0,0,0,0,0.172775452586861,0.098743288786616,0.021463395603395,0,0,0,0,0,0,0,-0.0494393565768682,0,0,0.0657358421914519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148178553987755,0,0,0,0,-4.33680868994202e-19,0,0
X600011.SH,0,0,0,0.137989477641851,0,0,0.11442100697241,0,0,0,0,0,0,0,0,0,0,0.595772466009358,0,0,0,0,0,0,0,0,0,0,0,-0.172864814395302,0,0.0720620641488759,0,0,0,0,0,0,0,0,0,0.0299156211924547,0,0,0,0,0,0,0,-0.0694558938825676,0,-0.0132702377692305,0,0,0,0,-0.0957691329352596,0,0
X600309.SH,0,0,0,0,0,0.245746531554074,0,0,0,0,0,0,0,0,0,0,0,0.164807955079664,0.473325078713365,0,0,0,0,0,0,0,0,0,0,-0.0614555990283575,0,0,0,0,0,0,0,0,0.0169309756160558,0,0,0.364695738683037,0,0,0,0,0,0,0,0,-0.159805537968861,-0.0175339951302839,0.0481557950877321,0,0,0,0,0,0
X600010.SH,0,0.147644787700919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213852825116886,0,0,0,0,0,0,0,0,0,0,0,0,0.0069808242849322,0,0,0,0,0,0,0.0105507987181751,0,0,0,0,0,0.00981913526111599,0,0,0.0871191287782783,0,-0.0168507331748435,0.00140912115094129,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.00320498190529649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988783290507789,0.00337646153903261,0,0,0,0,0,0,0.676954195804436,0,0.0235778911885315,0,0,0,0,0,0,0,0.0441977046144239,0,0,0,0,0,0.0270547292609753,0,0,0,0,0,0,-0.00527999974875318,0,0,0,0,0,0
X601898.SH,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.231070716056244,0,0,0,0,0,0,0,0.0836176687581457,0,0,0,0,0.132095407283615,0,0,0,0,0,0,0,0,0,0,0.0026586385830057,0,0,0,0,0,0.0113566283272811,0,0,0,0,0,0.183024956914592,0,0,0.132018284025145,0,-0.0177716990814053,0.0374724165510985,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.134994850786622,0,0,0,0,0,0,0,0,0,0,0,0.113710197515348,0,0,0,0,0,0,0,0,0,0,0,0,0.0622609087360447,0,0,0,0,0,0,0,0,0,0,0,0.000401282363448088,0,0,0,0,-0.0244718544381307,0.00621124360520232,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0.0566877810892072,0,0,0,0,0,0.166375787067968,0,0,0,0,0,0.0986579158921173,0,0,0.0102421145030832,0,0,0,0,0,0,0,0,0,0,0.277906411037899,0,0,0,0,0,0,0,0,0.0186745918863413,0,0,0,0,0,0,0,0.018199419199121,0,-0.00853439018995672,0.0122830332790845,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.021239318912339,-0.144869964360203,0,0,0,0,0,0,0,0.22880879812666,0,0,0,0,0,0,0,0,0,0.459363889890577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374076365367584,0,0,0,0,0,-0.0183933130710897,0.0896073270059379,0,0,0,0,0,0
