,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X000786.SZ,X600111.SH,X600176.SH,X601600.SH,X600011.SH,X601898.SH,X600886.SH,X600426.SH,X000301.SZ,X002466.SZ,X600188.SH,X600352.SH,X601991.SH,X600801.SH,X600219.SH,X000932.SZ,X600795.SH,X600803.SH,X002080.SZ,X600489.SH,X000027.SZ,X600688.SH,X600299.SH,X002353.SZ,X600486.SH,X000898.SZ,X600516.SH,X600027.SH,X601168.SH,X000807.SZ,X600157.SH,X000630.SZ,X000723.SZ,X601992.SH,X600315.SH,X300037.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0349611458006552,0,0.0542207987064235,0,0,0,0,0,0,0,0,0.0415737440377088,0,0,0,0,0,0,0.0431333768585214,0,0,0,0,0,0,0,0,0.0670127243116332,0,0,0,0,0,0.0309930367785063,0,0,0,0,0,0,-0.00156778559184855,0,-0.00450684829821216,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0442324017469224,0,0,0,0,0,0,0,0,0.0153995062585019,0,0,0,0,0,0,0.0344044385348309,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.076458460567935,0,0,0,0,0,0,0,-0.0226002312644304,0,0,0,0.0119273222620277,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0608977507227926,0,0,0,0,0,0.229520050128547,0,0,0,0,0.164137909427544,0,0,0,0.0400809915723815,0.188137901052787,0,0,0,0,0,0,0,0,-0.0648251073324461,0,0,0,0.119596703264259,0,0,0,0,0,0,0,0.0106742787279076,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0529882549982689,0,0.0802717535545306,0,0,0,0,0,0,0.0308376171061592,0,0,0,0,0,0.209078398006805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192285743703449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128886004559521,0,0,0,0.0605635562133617,0,0
X600585.SH,0,0,0,0.00359966562364014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114170376647158,0,0,0.14707232769291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105125981541232,-3.46944695195361e-18,0,0,0,0,0,-0.0164216653572925,-0.0437216499552003,0,-0.0119518314266846,-8.67361737988404e-19,0,0,0,0.0270735037377303,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.117320409354736,0,0.0107377346054741,0,0,0,0,0.0665345847923143,0,0,0,0,0,0,0.301796495325282,0,0,0.054594420589648,0,0,0,0,0,0,0.235503076359374,0,0,0,0,0,0,0,0,0.00757342358755109,0,0.148847824599355,-0.0197389574877114,-0.0164016381933725,0,0,0,0,0.0564366241919705,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109040998529255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254851599546156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872862356348918,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.512636630354508,0,0,0,0,0,0.079511677052212,0.207335516912716,0,0,0,0,0,0.195508604214413,0.0839098177156409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379008391957836,0,0,0,0,0,0,0,0,0,-0.0710532997463901,0.0707319954073312,0,0,0,-0.19071184685776,0,0
X600660.SH,0,0,0,0,0,0,0,0.13325259581736,0,0.176183579974018,0,0,0,0,0,0,0,0,0,0,0,0.054901266564686,0,0,0,0,0,0.0391587397542722,0,0,0,0,-0.0693200319640584,0,0,0,0,0.147743856683202,0,0,0,0,0,0,0,0,0,0,0.113446170856039,0,0,-0.0247394426529463,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.179458101624665,0,-0.228950235752427,0,0,0.290417499596623,0,0,0,0,0,0,0,0,0,0,0,0,0.00686837301890973,0,0,0,0,0,0.014514145231215,0,0,0,0,-0.0620740166430772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413371233545542,0,0,0,0,0,0
