,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X601991.SH,X600426.SH,X600027.SH,X600803.SH,X600176.SH,X000983.SZ,X600362.SH,X000408.SZ,X601699.SH,X000786.SZ,X000723.SZ,X600096.SH,X000629.SZ,X600348.SH,X600219.SH,X600995.SH,X600141.SH,X000933.SZ,X600160.SH,X600157.SH,X002353.SZ,X600801.SH,X600985.SH,X300073.SZ,X002080.SZ,X600378.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0222042230024019,0,0,0,0,0,0,0,0,0,0,0.0517618561792475,0,0,0,0,0,0,0,0.0606851913853339,0,0,0.243920758108399,0,0,0,-0.0123584631997764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000574952486513305,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.225087554449043,0.179437775056623,0,0,0,0.283604434197188,0.108794128481883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107210903987012,0,0,0,0,0,0,-0.140992611492179,0,0,-0.0311791059380274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0247592149672659,0,0,0.070733520284714,0,0,0,0.0148639455288945,0,0,0,0,0,0,0,0,0,0.0589663039977078,0,0,0,0,0.00723539748947427,0.0260252229718256,0,0.0687185374520819,0,0.00125338446369534,0,0,0,0,8.67361737988404e-19,-0.0106757742513787,0,0,0,0,0,0,0,0,0,0,0,0,0.00363550851951187,0,0.0169144263446843,0,0,0,0,0,0,0
X600309.SH,0,0.103201559581347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622303137290758,0,0,0,0,0.0493174777264056,0,0,-0.0175229706197032,-0.0293407167142738,0,0.0659670312215622,0,0,0.0831501804478076,0.0277549885150265,0,0,0.0584678195093445,0,0,0,0,0,-0.0215146693258592,0,0,0,0,0.000284384798466091,0,0
X600188.SH,0,0.0586306285597624,0,0,0,0,0,0,0,0.592250999932926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860634518789246,0,0.0634095840226354,0,0,0,0,0,0,0,0.0409141695984789,0,0,0,0.119910225019193,0,0,0,0,0,0,0,0,0,0,-0.0218012579550406,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.676462894702778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300042895796643,0,0,0,0,0.331051663177243,0,0,0,0,-0.189296182147687,0,0,0,0.140587365629983,0,0,0,0.03159581615256,0,0,0,0,0,0,0,4.33680868994202e-19,0.0263762962668847,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996118249038574,0.0165078196147395,0.0644168037406085,0,0,0,0,0,0.106939122052793,0,0,0.0178571422686331,0,0,0.0782982839699893,0.0526063209400411,0,0,0,0,0,0,0,0,0.164895976632831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.359026467994112,0,0,0,0,0,0,0.11685930433594,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227813132399822,0,0,0,0,0.0285509092316115,0,0,0,0.0479002616058259,0,0,0,0.228105773869627,0.056946980796416,0,0,0,0,0,0,0,0,0,0,0.0540888560182491,-0.0720274347913484,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.109904826329828,0,0.244559403347855,0,0,0.164542896599885,0,0,0,0,0,0,0,0,0,0.0742930498236247,0,0,0,0,0,0,0,0,0,0.133231513919153,0,0,0,0,0,0,0.0130618288586005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0244047006633665,0,0,0,0,0,0.042759807244097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322356047704933,0,0,0,0,0,0.114878303294419,0,0,0.0396257415004624,0,0,0,0,0,0.187383190605177,0,0,0,0,0,0,0,0,-0.0134094901964106,0,0,0,0,0,0
