,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X601991.SH,X002466.SZ,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X601600.SH,X600362.SH,X300072.SZ,X600027.SH,X600516.SH,X000898.SZ,X600547.SH,X002460.SZ,X600111.SH,X600352.SH,X600176.SH,X000553.SZ,X601992.SH,X000786.SZ,X600426.SH,X002110.SZ,X000709.SZ,X600299.SH,X000408.SZ,X600808.SH,X000883.SZ,X600315.SH,X600801.SH,X601158.SH,X000830.SZ,X000932.SZ,X600219.SH,X002271.SZ,X000792.SZ,X601699.SH,X000539.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118217499379049,0,0,0,0,0,0,0,0,0,0,0,0.126549247660926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178518804425793,0,0,0,0.0826534000156421,0.0152251327456437,0,0,0,0.00907601714593293,0,0,0,0,0,0,0
X600028.SH,0.323137250937312,0,0.191137377470244,0,0,0,0,0,0,0,0,-0.024540087970058,0,0.0564631199925481,0,0,0,0,0,0,0,0,-0.0563697678390014,0,0,0,-0.198471937495019,-0.0860873096667187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527209527866526,0,0,0,0,0,0.0125079483830469,-0.00730549519619748,0,0,0,0.0726253069685434,0,0
X601088.SH,0,0.167009088266728,0,0.188967316038801,0,0,0,0,0,0,0,0,0,0.538366880738074,0,0,0,0,0,0,0,0,0,-0.0160614587643354,0,0,0,-0.0196327916686743,0,0,0,-0.147029565903696,0,0,0,0,0,0,0,0,0,0,0,0.0222995955668994,0,0,0,0,0,-0.0034568448484919,0.00013938872300693,0,0,0,0,0,0
X600585.SH,0,0,0.284288893099959,0,0,0,0,0,0,0,0,0.0798659300536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375398812950899,0,0.102194882163769,0,0,0,0,0,0,0,0,0.305457845558678,0,0.00658633930432727,0,0,0,0.0746497107457353,0,0,0,0,0,0.00622011466884161,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.162127555037036,0,0,0,0,0,0,0,0.356797008239938,0,0,0,0,0,0,-0.00223015856310671,0,0,0,0,0,0,-0.0410714198199067,0,0,0,0.0249650791502687,0,0,0,0,0,0,0,0,0,0.178845022722715,0,0,0,0,0,0,0,0,0.0372704259823393,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559611261122897,0,0,0,0,0,0,0,0,0,0.0303258487954238,0,-0.0845346970845613,0,0.194939675038429,0,0,0,0.0687476477654693,0,0,0.0772040932261207,0,0,0,0.0147982224513837,0,0,0,0,0.0152202358967885,0.0552366049005024,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0279788885870834,0,0,0.0956788828584736,0,0,0,0,0,0,0,0,0.16063663912108,0.00977240201386627,0,0,0.04759362704727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063521767644314,0,0,0,0,0,0,0,0,0,0,0,0.0132987830944097,-0.0208489335798552,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.213182540590011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583798432542714,0,0,0,0,0,0.112462420799838,0.236909588751946,0,0,0,0,0.182297645895798,0,0,0,0,0,0,0.171409941523968,0,0.0218156751916027,-0.0324796609489264,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.00360691610724958,0,0,0,0,0,0,0.107730873801071,0,0,0,0,0,0,0,0,0,0,0,0,0.0531443821488949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731630661514372,0,0,0,0,0,0.00565070548061645,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647484149768962,0,0,0.0418827598181504,0,0,0,0.129265275277259,0,0,0,0,0,0.0639390291501672,0,0.138884553484736,0,0,0,0.115295295300794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497563150000758,0,0,0,0,0,0,0
