,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600176.SH,X601898.SH,X600010.SH,X600801.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600111.SH,X600795.SH,X600688.SH,X002080.SZ,X600299.SH,X600027.SH,X601992.SH,X000301.SZ,X002466.SZ,X000932.SZ,X600803.SH,X600529.SH,X002353.SZ,X600315.SH,X600219.SH,X300037.SZ,X000027.SZ,X600486.SH,X002075.SZ,X002409.SZ,X000723.SZ,X601158.SH,X600612.SH,X000883.SZ,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0119247908640014,0,0,0.0482388831834382,0,0,0,0,0.103164250055206,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00751747226764929,0.00847952908686704,0,0.0755345301570665,0,0,0,0,0,0,0,0,0,0,0,-0.0312108000646013,0.00437183281559181,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.029516139957577,0.00709328862739006,0.00214170618129293,0,0,0.0212721451500602,0,0,0,0,0,0,0.045260311904081,0,0,0,0,0,0,0,0,0,0,0,0.034620589738371,0,0,0,0.0320710560182094,0,0,0,0.00905567088104872,0,0,0,0,0,0,0,0,0,-0.0326127302889639,0.0198929605990226,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0195922644115955,0,0,0.000207132232307995,0,0,0,0,0,0,0,0,0,0.343102311891602,0.13183579574785,0,0,0,0,0,-0.0054658721252863,0,0,0,0,0,0,0,-0.0189048240520924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00633431873042165,0.00647341699017353,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0212441906090987,0,0,0.0349170434151371,0,0,0,0,0,0,0,0,0.0823769532992601,0,0.0373578949662573,0,0,0.083009498923634,0,0,0,0,0,0.0382783041174995,0,0,0,0.0311591859866079,0,0,0,0,0,0,0,0,0.095587321925406,0,0,0,-0.0409162306472911,-0.00614953797451154,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113905218449509,0,0,0,0.2326535211964,0,0,0,0.168036689934175,0,0,0,0,0,0,0,0,0.124319146455294,0,0,0,0,0.091979832593686,0,0.235878965988562,0,0,0,0,0,0,0,0,0,0,-0.000635478385501325,-0.000409395133992034,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0398043211968803,0,0,0,0.0634994692099135,0,0,0,0,0,0,0,0,0.456100447760225,0,0,0,0.0431148780248628,0,0,0,0.0525873983633813,0,0,0,0,0,0,0,0,0,0.0108183887860381,0,0,0,0,0,0,0,0,0.281605508199613,0,0,0,-1.73472347597681e-18,-0.0205023049538936,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.00397122107461344,0.0617976654601751,0,0,0,0,0,0,0.0899325258407063,0,0,0.0264502852710539,0,0,0,0,0,0,0,0,0,0,0,0,0.118338418431867,0,0,0,0,0,0,0,0,0,0.0101473288545332,0.0344058409530245,0,0,0,0,0,-0.0282975800190269,0.0097317524811057,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187138747105352,0,0,0,0,0,0,0,0,0,0,0.139930464897611,0.0990885367382907,0,0,0,0.313792739510348,0,0,0,0,0,0,0.129315233732563,0,0,0,0,-0.053937417903198,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0597879070982674,0.115466784585295,0,0,0,0.0958295461322622,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0885854460546693,0.245886281742468,0,0,0,0,0.000439719154701243,0.0293844807966742,0,0,0.106835286672839,0,0.0114907602569844,0,0.110122544659537,0,0,0,0,0,0,0.139599181653954,0,0,0,0,0,-0.0323829069104633,0.0406646624883691,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.147260850304479,0,0.22845432878869,0,0,0,0,0,0,-0.0253295143447649,0,0,0,0,0.107020950294681,0,0,0.0288575894586278,0,0.570401232228768,0,0,0,0.00875849691424658,0,0,-0.0503923758241089,0,0,0,-1.73472347597681e-18,0,0,0,0.0580113229492973,0,0,0,0,0,0.0158367296891008,0.033724396657938,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.138388923143226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643818598603606,0,0,-0.066172907101698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489120747953964,0,0,0.191722734045646,0,0,0.0706666868308185,0.0238201293292002,0,0,0,0,0,0,0,0.0296085668934951,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550075782118603,0,0,0,0,0,0,0,0,0,0,0.54914039457652,0,0,0,0,0.140890558427686,0,0.189194492661591,0,0,0,0.113439146351208,0,0,0,0,0,0,-0.0554931854443745,0.00882954053078466,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0461522031548099,0.0328563339102032,0,0,0,0,0,0,0,0,0,0.112336347309374,0,0.112443521589323,0,-2.71050543121376e-20,0,0,-0.010637876949918,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0226444792886382,0,0.0488934505732734,-0.0653812065781462,0,0,0,0.0848841685838653,0,0,0,0,0.00209765297285888,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.164781918188873,0,0,0,0,0.393181824488364,0,-0.296455509003232,0,0,0,0,0,0,0,0.284931819409049,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.130108831250061,0,0,0,-0.0135798794208217,0,0,0,0,0,0,0,0,0,0,0,-0.0213543196712462,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,-0.116713434866999,0,0,0,0,0,0,0,0.648779200183616,0,0,0,0,0,0,-0.0292055424016179,0,0,0.148764511983219,0,0,0,0,0,0,0,0,0.0585550703814023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403767870494352,-0.025215814637883,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0193724645969502,0,0,0.0375098776307646,0,0,0,0.109134854282879,0,0,0,0,0,0,0,0,0,0.286692505105893,0,0,0.0258237846962173,0,0,0,0,0.00332628730767462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250628887858362,0.0226820890571154,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0382394176581633,0,0,0,0,0,0,0,0.43440255115627,0,0,0,0.0398266284834224,0,0,0,0,0,0,0,0,0,0.0125435039125661,0,0,-0.0169071029735928,0,0,0,0,0,0,0.0192610011985657,0.00819466195170562,0.0337890386932908,0,0,0,0,0,0,0.0120393294916889,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585922789753607,0.161918799359351,0,0,0,0,0,0,0,0,0,0,0.0437776950093419,0,0,0,0,0,0,0,0,0,0,0.0408085940351002,0,0,0,0,0,0,0.0830537204100201,0.0865291823231197,0,0,0,0,0,0,-0.0297731849773621,0.0443849598079401,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0300894842981018,0,0,0,0,0,0,0.0267481925975304,0,0,0,0,0,0.0143169190920441,0,0,0.19571143210131,0,0.0482070156155247,0,0,0.00569487142455147,0,0,0.0921746225943593,0,0,0,0,0,0,0,0,0,0,0,0.154368498344973,0,0,0,0.0218861380193077,0.245325317432675,0,0,0,0,0,-0.00816954039505147,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0519391620168408,0,0,0,0,0.298720313963293,0,0.24665964689331,0,0,0,0,0,0.00215812144073601,0,0,0,0,0,0,0,0,0,0,0,0,0.0181676007220694,0,0.0374055073814346,0,0,0,0,0,0,0,0,0,0,0,-0.0619356256505208,0.00807720704446952,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.00786991712085954,0.967231547342603,0,0,0,0,0.0216628674266127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997464455051142,0.0430270530763444,0,0.0719785130396253,0,0,0,0,-0.0138071971862272,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.00516768899592523,0,0,0,0,0,0,0,0,0,0,0.177802478939166,0,0,0.155826039655158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620711747298307,0,0,0,0,0,0,0.00558236020902084,0,0,0,0,0,0,0,0.0534514093491633,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.166958462559912,0,0,0.186434403435998,0,0,0,0,0,0,0,0,0,0,0.0826213366083429,0,0,0,0,0,0,0,0,0,0,0.0217028067974747,0,0,0,0.0247174283071387,0,0,0,0.0107743217897773,0,0,0.1338391861192,0,0,0,-0.0218671854813079,0.00104845818516147,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.103724763902377,0,0,0,0,0.183964188860814,0,0,0,0,0,0,0,0,0,0,0,0,0.00354937189759175,0,0,0,0,0,0.0522870219386284,0,0,0,0,0,0,0,0.0418225015626443,0,0,0,0,0,0,0,0.0150955937965664,0.0187558483730444,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.206511081719899,0,0,0,-0.0711859323482861,0.0307853089874639,0,0,0,0.212758841193872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114310887167685,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.207665158036955,0,0.226012293589979,0,0,0,0,0,0,0.00998304026097767,-0.0106727731801802,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.303847035116176,0,0,0,0,0,0,0,0,0,0,0,0.0498776857656225,0,0,0,0,0.31711160058467,0,0,0,0,0,0,0,0,0,0,0.00134776556511532,0,0.0564227249115343,0,0,0,0,0,0,0,0.155810367421295,0.224865707984547,0,0,0,0,0,0,-0.102338853107425,0,0,0,0,0,0,0
