,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X600157.SH,X600352.SH,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000539.SZ,X000630.SZ,X000629.SZ,X600660.SH,X600008.SH,X000825.SZ,X600808.SH,X600219.SH,X000027.SZ,X002470.SZ,X600549.SH,X600578.SH,X600315.SH,X600307.SH,X600098.SH,X600021.SH,X000060.SZ,X601699.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.40032187406286,0,0,0,0,0,0,0.0122832610362878,0,0,0.209296004809418,0.105592190905177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395329651302721,0,0,0.0538199162334019,0,0,0,0,0,0,0,0.0381591941960813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456129836170812,0,0,0,0,0,0
X600028.SH,0.588445081342258,0,0.0455795308628481,0.0688365698873588,0,0,0,0,0,0,0.0358468707520624,0,0,0,0,0,0,0,0,0.0129500441243353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022991674682984,0,0,0,0,0,0,0.000547465149176343,0,0,0,0,0,0
X601088.SH,0.0961526319419772,0,0,0,0,0.0453228039831462,0,0.17551325382033,0,0,0,0,0.213794429916964,0,0,0,0,0.0260750510809306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100411535353952,0,0,0,0,0,0,0.252548499917944,0,0,0.00138479105871244,0,0,0,0,0,0
X600011.SH,0.0205691784966365,0.0396227902378888,0,0,0,0,0.0794365805199843,0.0847304310890389,0.028486271876509,0.0899137107695363,0.167114538968743,0.0384225558824901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265550537468591,0,0,0,0,0,0.079910963205587,0,0,0,0,0.164734816290111,0,0,0.0154816858478854,0,0,0,0.0591107911752676,0,0,0,0,0,0,0,0,0
X600585.SH,0,4.33680868994202e-19,0,0,0,0,0.00909927128604377,0,0,0,0,0,0,0,0,0.0669788702743727,0.0403081872279277,0,0,0.13602294399341,0,0,0,0,0,0.0723851448288657,0,0,0,0.0273503333767945,0,0,0,0.087443755496538,0,0,0,0,0.015407694534319,0.0120002505420861,0,0,0,0,0.205360206137267,0,0,0.0969922887202098,0,0,0,0.00845244310395899,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870005442225901,0,0,0,0,0.372215041456626,0,0.343805211634444,0,0,0,0,0,0,0,0,0,0,-0.041727868319383,0,0,0,0,0,0,0,0,0.0667171766303059,0,0.0129069901778339,0,0,0,0,-0.0209039435997594,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00428037003306398,0,0,0,0,0,0,0,0,0.398843716460805,0.0126081611154722,6.93889390390723e-18,0,0,0,0,0,0.129431642669556,0,0,0,0,0,0.0870638475296676,0,0,0,0,0,0,0.0805023788899907,6.93889390390723e-18,0.108677898474481,0,0,0,0,0,0,0.00438689424261072,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0188853858910348,0.149764713143024,0,0,0,0,0,0,0,0,0,0.0305659583303805,0,0,0,0,0,0,0,0,0,0,0,0,0.059011192357478,0,0,0.0952607535146344,-1.73472347597681e-18,0.00618172213238215,0,0,0,0.0924777475005509,0,0,0,0,0,0.0213318979826731,0.340330483318941,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.229543581466255,0,0.0182972394787549,0,0.10510441282591,0,0,0,0,0.0981961515505244,0,0,0,0,0,0,0.192432098043035,0,0,0,0,0,0,0,0,0.1255341325279,0,0,0,0.00551729325460583,0.0483577588488502,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.00353687761489825,0.266930820620707,0,0,0,0,0,0,0,0.283929435831638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547574628570732,0,0,0,0,0.0859772492205643,0,0,0,0,0,0,0,0.18733527277172,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0599508813106531,0,0,0,0,0.224965726041622,0.229564756053906,0,0,0,0,0,0,0.23615171616936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114247333810003,0,0,0,0,0,0,0,0,0,0,0.0322920013821817,0,0,0,0,0,0,0,0,0,0.00213879668524817,0,0,0,0,0,0
