,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X600011.SH,X000877.SZ,X600010.SH,X000708.SZ,X600660.SH,X002271.SZ,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X601991.SH,X600803.SH,X000786.SZ,X600795.SH,X002080.SZ,X000807.SZ,X600096.SH,X600141.SH,X600688.SH,X000983.SZ,X300073.SZ,X600801.SH,X002353.SZ,X600027.SH,X600489.SH,X002497.SZ,X000960.SZ,X601699.SH,X000825.SZ,X000630.SZ,X000959.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0242896910853094,0.00517031703252787,0,0,0,0,0,0,0,0,0.158249180540032,0,0,0,0,0,0,0,0,0,0,0,0,0.135884964570969,0,0,0,0,0,0.127882316852253,0,0,0,0,0,0,0,0,0,0,0,-0.0045317304925491,-0.0107151334493296,0,0,0,0.0251652034687228,0,0
X600028.SH,0.213942301443601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141185096205272,0,-0.00579893492986,0,0.0845840040117553,0,0.0323413036718716,0,0,0,0,0,0,0,0.0202643866265733,0,0,0,-0.00911218996263051,0,0,0,0,0,0,0
X601088.SH,0.0104413081693557,0,0,0,0,0,0,0,0,0.112533740840995,0,0,0,0,0,0,0,-0.0703844329936566,0,0,0,0,0,0,0,0,0,0,-0.0317978398114679,0,0,0,-0.0122956179575198,0,0,0,0,0.238213691592498,0,0,0,-0.0184709487792342,0,0,0,0.135388925323591,0,0,0,0,0,0,0,0,0,0,0.00657217003331695,0,0
X600309.SH,0.0238231017876626,0,0,0,0,0,0,0,0,0.0165151851605065,0,0,0,0,0,0,0.0558304824948006,0.00429982796937155,0,0,0,0,0,0,0,0.00380715091453666,0.0263377638533821,0,0,0.223688026451063,0,0.0341247166206577,0.0256107783794421,0,0,0,0,0.0201001672341489,0,0,0,0,0,0.00497002098839393,0,0,0,0,0,0,0,0,-0.00768315322179312,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0430717645945629,0,0,0.256009162417515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0643255344969747,0.113667062656604,0,0,0,0,0,0.0752420081054793,0,0.0523265682106439,0.0559716335414442,0,0,0,0,0,0,0,0.162617032110051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0829771858354044,0.0209255965609943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116539260832495,0,0,0,0,0,0,0,0,0.386903208360686,0,0,0,0,0,0,0.0493744021705379,0,0,0,0,-0.00819612497651607,0,0,0,0,0,0,0
X000792.SZ,0,0,-3.46944695195361e-18,0,0,0,0,0.0706783442063652,0,0,0.411680504352785,0,0,0,0,0,0,0,0,0,-0.224822899244408,0,0,0,0,0.126658178495519,0,0,0,0,-0.0148721394854476,0,0,0,0,0,0,0,0,0,0,0,0,0.226590427997271,0,0,0,0,0,-0.0744736592606705,0,0,-2.16840434497101e-19,0,0,0,-0.00439748785674436,0,0
X600111.SH,0,0,0,0,0,0,0.0315355448865317,0,0,0,0.183887536433435,0,0,0.20634420020644,0.158302256393912,0,0,0.0265319427504727,0,0,0,0,0,0,0,0.0294229597521828,0,0,0,0,0,0,0,0.137943172160674,0,0.0996549822448559,0,0,0,0,0,0,0,0.10805054924582,0,0,0,0,0,0,0,0.00541706568038217,0,0,0,0,-0.00920424908720723,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385976828367653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005952938311028,0,0,0,0.0294069384194224,0,0,0,0,0.0100191229517299,0,0.0695985701144765,0,0,0.0363110136803226,0,0.207590018381069,0,0.0885100064386018,0.261033521560595,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600188.SH,0,0,2.77555756156289e-17,0,0.0613158831997126,0,0,0,0,0,0,0.0519374634682766,0,-0.0258341027965672,0,0,0,0,0,0,0.301313968571525,0,0.15048184379657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382616782028626,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0613063809425229,0.114423577465908,0,0,0,0,0,0
