,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600660.SH,X600886.SH,X601898.SH,X600010.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X601991.SH,X600489.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X000401.SZ,X600426.SH,X000723.SZ,X002075.SZ,X002353.SZ,X002466.SZ,X000932.SZ,X601158.SH,X600486.SH,X600219.SH,X000898.SZ,X600126.SH,X600529.SH,X600315.SH,X000883.SZ,X600516.SH,X000553.SZ,X600612.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0487914668416851,0,0,0,0,0,0,0,0,0,0,0.00340513921449704,0.00667470255156235,0,0,0,0,0,0,0,0,0,0.0521172125910534,0,0,0,0,0,0.0429220076664432,0,0,0,0,0,-0.0290811763176615,0,0,0,0,0.0677816420683381,0,0.110899371195758,0,-4.33680868994202e-19,0.000558580015871702,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14639861479459,0,0.0311019375787669,0,0,0,0,0,0,0,-0.0160132644728653,0.096370395325258,0,0,0,0,0,0,-0.00921071725424281,-0.0174516185394604,0,0,0,0.0140806204749883,0,0,0,0.00212496162598292,-0.000240302062701991,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0268045658095609,0,0,0,0,0.00701566821359126,0,0.44084862853974,0,0,0,0,0,0,0,0,0.135369994910875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224643076490312,0,0,0.0602088563939599,0,0,0,0,0,0,0,0,0,0,-0.00781245491694903,0.0075683501985445,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0385471915133531,0,0,0,0.0499123092303123,0,0,0.0662467241075924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123663762997943,0,0,0,0,0.041769703814404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000770854061596197,0.0163789661353706,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00499648415970011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127450992817377,0,0,0.0438673346401063,0.0220110654252406,0,0.106736369101188,0.100337402393515,0,0,0,0,0,0,0,0,0,0,0,0,0.0539277869000704,0,0.0323035368985248,0.0182015171898548,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447659767253335,0,0,0,0,0,0,0,0,0,0,0,0.0424914022768083,0,0,0,0,0,0.0169364741294405,0,0,0,0,0.0752361824951056,0.126920981342689,0,0,0.0231116399890529,0.0266156212314126,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.129880585438751,0,0,0,0,0,0,0.046715066902627,0.118555981422249,0,0.0648847039797545,0,0,0,0,0,0,0,0,0,0.0802330468504583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367522294265639,0.00646517223954571,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0233495377837533,0.238364370989319,0,0,0,0,0,0.141849485798591,0,0,0,0,0,0,0.0302250315782846,0,0,0,-0.045446811313949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461342295280681,0,0,0,0,-0.0100585720707378,0,0.199792019597416,-0.188032715700354,0.000894929730048014,-0.0361959327347245,0,0,0,0,0,0
X600011.SH,0,0,0,0.187518245659971,0,0,0,0,0,0,0,0,0.111404968518291,0,0,0,0,0,0.0418756901814373,0,0,0,0,0,0,0,0.138940803824491,0,0,0.0863364636957664,0,0,0,0,-0.00473570527734582,0,0,0,0,0,0,0,0,0,0.0795498662084272,0,-1.73472347597681e-18,0,0,0,0,0.0101659509791811,0.00828653112866484,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.199950179865165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664570243219807,0,0.124897186820176,0.194381521814959,0.125594826973663,0,0,0,0,0,0,0.336264761455242,0,0,0,0,0,0,0,-0.00347520439366279,0,0,0,0,0,0,0
