,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X000723.SZ,X600352.SH,X600660.SH,X600547.SH,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X600027.SH,X601992.SH,X600111.SH,X000898.SZ,X600801.SH,X600176.SH,X002466.SZ,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X000786.SZ,X600219.SH,X002110.SZ,X000990.SZ,X600808.SH,X601158.SH,X000553.SZ,X600489.SH,X002271.SZ,X600157.SH,X000825.SZ,X000883.SZ,X600985.SH,X600583.SH,X000630.SZ,X600339.SH,X601699.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0437736917644136,0,0,0,0,0,0,0,0,0,0,0,0,0.0389394799300823,0,0,0,0,0.0275296793198252,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0171487421593708,0,0,0.0412036122177457,0,0,0,0.0264034187739677,0.0405691470003971,0,-0.00829738346410498,-0.00240187869748667,0,0,0,0,0,0
X600028.SH,0,0,0.100498998491172,0,0,0.0845731491695265,0,8.67361737988404e-19,0.0913023736219237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241007939129405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993475952286697,0,0,0,0,0,0,0.0654549012024289,0,0.0385383441608566,0,0.00743793147467316,-0.0235466750459763,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0256051865811184,0,0,0,0,0,0,0,0,0.0288357991200528,0,0,0,0,0,0.0652269316583038,0,0.158301105176482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318593112001451,0,0,0,0,0,0,0,0,0,0,-0.0621594182829595,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.082389777425954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480475973739973,0,0,0,0,-0.00722348183478104,0,0,0,0.0660801041992974,-0.00765734532327998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121476102289155,0,0,0,0,-0.00549939874929539,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0458016141553572,0,0,0,0,0,0,0,0.162489950384608,0,-1.73472347597681e-18,0,0,0,0,0.137605940171106,0,0,0,0,0.0157193575659721,0,0.0582650530541361,0,0,0,0,0,0,0,0,0.0593982168748834,0,0,0.0205318236039393,0,0,0,0,0.0594334329251451,0,-1.0842021724855e-19,-0.0141996613723784,0,0,0,0,0,0
X600309.SH,0,0,0,0.174263155649569,0,0,0,0,0,0,0,0.0930282995854576,0,0,0,0,0,0,0,0,0,0,0,0.038058696316113,0,0,0,0.0988742662018415,0,0,0,0,0.0710652056302601,-0.110657494534584,0.320764915607782,0.0519391436550838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.00634475941046947,0,0,0,0,0,0,0,0,0.195225568579366,0,0.341807883164099,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155560811986176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260971015264729,0,0,0,0,0.0499657448312269,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.133793909535555,0,0,0.0143068903670095,0,0,0,0,0,0,0,0,0,0,0,0.155899482078865,0,0,0,0,0,0,0,0,0.0124333693351172,0.169564226981303,0,0,0,0,0,0,0,0.184369349109653,0,0,0,0,0,0,0,0.020226964330511,0,0,-0.0202206509464273,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0604063023251944,0,0,0,0,0,0,0,0,0,0,0,0,0.00801550124638301,0,0,0.177144823339532,0,0.0704519941254734,0,0,0,0,0,0,0,0.269059996891014,0,0,0,0,0.0543285826331964,0,0.047942188583502,0,0,0,0,0,0,0,0,0.048535988822342,0,-0.00739292242727789,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.147637172757669,0,0,0,0,0,0,0,0,0,0.288035157141754,0,0,0,0,0.0457650573095809,0,0,0,0,0,0,0,0,0.0411849169524948,0,0,0,0,0,0,0,0,0.00607555744738292,0,0,0.0401248873591468,0,0,0,0,0.0187452054253612,0,-2.54120499441303e-05,0,0,0,0,-0.0195732970539894,0,0
