,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600795.SH,X601898.SH,X601600.SH,X601991.SH,X000709.SZ,X600688.SH,X600027.SH,X000539.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X002075.SZ,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X600309.SH,X002353.SZ,X601992.SH,X600021.SH,X000883.SZ,X000027.SZ,X600660.SH,X000878.SZ,X000629.SZ,X600808.SH,X000959.SZ,X002470.SZ,X600863.SH,X000792.SZ,X000825.SZ,X600578.SH,X000060.SZ,X600489.SH,X600307.SH,X300072.SZ,X600098.SH,X600315.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.657812342580351,0,0,0.0105844598074108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100545949597526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586533993007104,0,0,0,0,0,0,0,0.00452921614159861,-0.00781973101435137,0,0,0,0,0,0
X600028.SH,0.0162226735347374,0,0,0,0,0.11888967943022,0,0,0,0.0670727849020303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0427965516461517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00241769560845606,0,0,0,0,0,0,0
X601088.SH,0.0159951980630524,0,0,0.154476142896227,0,0.112887472284086,0,0,0,0.145298891978607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297445746315426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195813183612509,0,0,0,0,0,0,0,-0.0195916995693552,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0364105449508471,0,0,0,0,0,0,0,0,0,0,0.00861894113355494,0,0,0,0,0.0651864069027026,0,0,0,0,0,0,0,0,0.136016608408672,0.295491494525978,0,0,0,0,0,0,0.127723418212557,0,0,0,0,0,0.0807795241786073,0,0,0.0210887214330254,0,0,0,0,0,0
X600011.SH,0,0,0.0223606858758658,0,0,0.0451534832268819,0,0,0,0.134650936977724,0,0.115657458462939,0,0,0.0691728747059192,0,0,0,0,0.0143207912859188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444194903720874,0,0,0,0,0,0,0,0,-0.00503113073183138,0.00645228608944066,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.13259359054671,0,0,0,0,0.0482208835935968,0,0,0,0,0.12514858828864,0,0.0406334684001168,0,0,0,0,0.0203126711260533,0,0,0.316751480217688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.108134390494542,0,0.0383767288630883,0.115479076217907,0,0,0.0510531593853296,-1.73472347597681e-18,0.0383584890767827,0.054600425648952,0,0,0,0,0,0,0,0,0,0.037360890422202,0,0,0.131136586152017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192487194386682,-0.0186033925317543,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.145217937845728,0,0,0,0,0,0,0.104951135957964,0,0,0.299672916931649,0,0,0,0,0,0,0,0,0,0,0,0,0.0630747567697037,-0.0666910213327288,0,0,0,0,0,0,0,0,0,0,0.051733159082421,0,0,0,0.0350175756730798,0,0,0,0,0.00696739122341636,-0.00691627531801345,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.00599202364655285,0.0678800881226356,0,0,0.00198419365085269,0.0858839177710603,0,0,0,0,0,0,0.0246211250841626,0,0,0,0,0,0,0.173243055989372,0,0,0,0,0,0,0,0,0.297151102207651,0,0,0.0937263228491806,0,0,0,0,0,0,0.0128661102088412,0,0,0.00278379713602443,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.189698615753942,0.313899410315664,0,0,0,0,0,0,0,0.267650366979743,0,0.000624987888761634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334719074372673,0,0,0,0,0,0,0,0,-0.00897953084252444,0,0,0,0,0,0
