,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600011.SH,X600111.SH,X600886.SH,X600176.SH,X601600.SH,X600188.SH,X000301.SZ,X600426.SH,X002466.SZ,X601991.SH,X000027.SZ,X600801.SH,X600803.SH,X600352.SH,X600795.SH,X600219.SH,X000932.SZ,X600489.SH,X002080.SZ,X600688.SH,X600486.SH,X600299.SH,X600027.SH,X002353.SZ,X000898.SZ,X000883.SZ,X600157.SH,X600315.SH,X600516.SH,X601992.SH,X300037.SZ,X000723.SZ,X601168.SH,X000807.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.298776951435135,0,0,0,0.0181810983563356,0,0,-0.0107537710242495,0,0,0,0.029930578178479,0,0.01573603177873,0,0,0,0,0,0,0.0257087857656343,0.00312317801817305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389958309838419,0,0,0,0,0,0,0,0,0.0351401330359422,0,0,0,-0.00169421718602127,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0445380515499353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678129330257496,0.0392694359195027,0,-0.0301517266942413,0,0,0,0,0.0527122405898104,0,0,0,0,0,0,0,0.00702889771494321,0,0,0,0,0,0,0,0,0,0.0866070756031829,0,0,-0.0237671157559001,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0275355764861739,0,0,0,0,0.05454533306664,0,-0.0784189872059172,0.0992731186644202,0,0,0,0,0.181473576121301,0,0,0.0314956319907914,0,0.014504208762717,0,0,0,0,0.0948053884081022,0.0260500395345534,0,0,0,0,0,0,0.0280241249293012,0,0,0,0,0,0,0,0,0,0.0694593753167944,0,0.0354924711268894,0.0293506114470197,-0.00354159654047999,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.238743719727882,0,0,0,0,0,0,0,0,0,0.083345756728451,0,0,0,0,0.0766099850898173,0,0.0503617853354936,-0.0355801193729642,-0.0601048525537829,0,0,0,0,0,0,0,0,0,0.0199681436567343,0,0,0,0,0,0,0.104767491309568,0,0,0,0,0,0,0,0,0,-0.000225219339974916,0,0,0,0.0722632985950714,0,0
X600585.SH,0,0,0,0,0,0,0.0309745416262133,0.0145673610985925,0,0,0,0,0,0,0,0,0,0,0,0,0.00547658944257747,0,0,0,0,0,0.0938884210203896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415746148009393,0,0,0,0,0.070779260869562,0,0,0,-0.0137080559263122,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0884307674871051,0,0,0,0,0.124611214886048,0,0,0.127012932172599,0,0.136212469740316,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.252354264531591,0,-0.00205966267619428,0,0,0,0,0,0.167095478177976,0,0,0,0,0,0,0,0,0,0,-0.0444174406613241,-0.00988146627990897,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0945781335446135,0,0,0,0.0687293421685386,0,0.253061241117365,0,0,0.134045163270504,0,0.0819593966101286,0,0,0,0,0,0,0,0,0,0,0,0.316821226783492,0,0,0,0,0,0,0,0,0,0,0.12881877725975,0.311041527022106,0,0,0,0,0,0,0,0,-0.036431615027325,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0413146533758073,0,0,0,0,-0.144401759789567,0,0,0,0,0,0,-0.0303608341749792,0,-0.156852194361569,0,0,0,0,0.0725357395512403,0.000347030434029813,0,0.524896694941805,0.534866483611918,0,0,0,0,0,0,0,0.218419671123545,-0.0727678909039682,0,0,0,-0.0664211943558335,0,0,0,0,0,0
X002271.SZ,0,0,0,0.128588950452267,0,-0.303685655859563,0.0104426521767498,0,0,0.233342609332217,0,0,0,0,0,0,0,0,0.0748784421404901,0,0,0,0.109598222618464,0,0,0,0,0,0,0,0,0,-0.0835831227980407,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340632306454418,0,0,0,-0.052454824921237,0,0
X600660.SH,0,0,0,0,0,0,0.15809578245788,0,0.100614443892519,0,0,0,0,0,0,0,0,0,0,0,0,0.0734719869319683,0,0.0101931991756107,0,0,0,0,0,0,0,0,-0.110325966122057,0.0968126132196371,0,0.248586007240146,0,0,0,0,0,0,0,0,0,0.0842091783600867,-0.0350943878061769,0,0,0,0,-0.019583947368446,-0.0163157550209901,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0253164754310005,0,0,0,0,0.0263560256988265,0,0,0,0.0984706397486878,0,0,0.0132326319923106,0.0299788808608052,0,0,0.051099770106607,0,0,0,0,0,0,0,0,0.30976655034879,0,0,0,0,0,0,0,0,0,0.020478657885043,0,0,0,0,0,0,0.00973067911738397,0,0,0.00364449727453277,0,0,0,-0.0325714461518806,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.0393857213014728,0,0,0.0649503831916034,0,0,0,0,0,0,0,0.165292875415104,0,0,0.0220957593444549,0,0,0,0,0,0,0,0,0,0.0185187989389961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413810572117125,0.258852628091523,0,5.42101086242752e-20,0,0,0,0,-0.0475784116352808,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.121075803452826,0,0.253868015619741,0,0,0,0,0,0,0.119116141162192,0.0159483889763681,0,0,0,0,0,0,0,0,0,0,0.250564996242417,0,0,0,0,0,0,0,0.0547592614463335,0,0,0,0,0,0,0,0,0.143271541126025,0,0.33461896443083,0,0,0.00396693736193511,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,-0.126545171646258,0,0.0816389268795133,0,0,0,0,0.0604424277103214,0,0,0,0.127828340797238,0,0,0.1036446884905,0,0,-0.0653780751916759,0,0,0,0,0,-0.039630258419905,0,0,0,0,0,0,0,0.137571587003117,0,0,0,0,-0.0144485049616096,0,0,0,0.0318341399390588,0,0,0,0,-0.0581290510948068,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.00791291921572277,0.0712306547281293,-0.173147870647901,0,0,0,0,0.0753329967186823,0,0,0.0413043831878873,0,0,0,0,0.0846547828792977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196435977097463,0.214612574672526,0,0,0,-0.00233836634462621,0,0,0,0,0.0486324300509391,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482614227565796,0,0,0,0,0,0,0,0,0.0925830780275108,0,0,0,0,0,0.0679616078281823,0,0,0,-0.0467286299427594,0,0.0642621620112926,0,0,0,0,0,0.0523155221475236,0,-0.0348696654706207,0,0,0.045656827029897,0,0,0,0.00452806587166788,0,0,0,0,0,0
X600111.SH,0,0,0,0.171832070374422,0,0,0,0.0244795976285231,0,0,0,0,0,0,0.599658619785984,0,0,0,0,0,0,0.128840991486529,0,0,0,0.0901499102496863,0,0,0,0,0,0.0829730769376517,0,0.0997200876586227,0,0,0,0,0,0,0,0,0,0.0730215277210383,0,0,0,0,0,0,0,-0.0106534159309786,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311606910946184,0,0,0,0,0,0,0.042492903480587,0,0.0393147927089594,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.132220404063065,0,0,0,0,0,0,0,0.0227153607434356,0,0,0,0.00188021413938067,0,0,0,0,0,0
X600176.SH,0,0,0,0.257238087636647,0,0,0,0,0,0,0,0,0.0675220539141732,0,0,0,0.0827666647549961,0,0,0,0,0,0,0.0623203827920354,0,0,0,0,0,0,0,0,0,0.166325883158402,0,0,0,0,0.212984916091046,0,0,0,0,0,0,0,0,0,0.143107096186584,0,0,-0.0401183620281614,0,0,0,0,0.0216389319692176,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0562879721182901,0.159752457095512,0,0,0,0.0210233045010061,0,0,0,0,0,0,0.0386620451462272,0,0,0,0,0,0,0,0.0421334562486518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386415012947379,0.107669101878026,0,-0.00134849103656819,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.169096309380294,0,0,0,0,0.121220294051234,0,0,0.23027762298352,0,0,0,0,0,-0.0917460324958314,0,0,0,0,0,0,0,0,0,0,-0.0250304556900557,0,0,0,0,0,0,0,0,0,0.0112869243325465,0,0.162301686605903,0,0,-2.16840434497101e-19,0,0,0,0,-0.0515214815665381,0,0
X000301.SZ,0,0,0,0,0,0,0.020235737200298,0,0,0.0287912423039685,0,0,0,0.110993417089237,0,0,0.0718946034494615,0,0.0812887356041197,0,0,0,0,0,0,0,0,0.738552134050288,0,0,1.73472347597681e-18,0,0,0,0,0.230489855803932,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0616968981192516,0,0,0,0,-0.0852681173586435,0,0
X600426.SH,0,0,0,0,0,0,0,0.0863431335144645,0,0,0,0,0.189210021833449,0,0,0,0,0,0,0,0,0.288332953997496,0,0.0967347120064663,0,0,0,0,0,0,0,0,0,0,0,0.21790267797775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244212288170645,0,0,0,0,3.46944695195361e-18,0,0
X002466.SZ,0,0,0,0,0,0,0.419759798331011,0,0,0,0,0,0,0,0,0,0.346187770555166,0,0,0,-0.0527361654910787,0,0,0,0,0,0,0,0,0,0.0843747588637549,0,0,0.116219992006638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449072507605568,1.73472347597681e-18,0,0,0,-0.08867823039629,0,0
X601991.SH,0,0,0,0,0,0,-0.0149020654379601,0,0,0,0,0,0.00670268680663936,0,0,0.0476741089680817,0,0,0,0,0,0,0,0,0,0.350667285750156,0,0,0,0,0,0,0,0.0043534507489567,0,0,0,0,0,0,0,0,0,0.014369081651371,0,0,-0.152277211847789,0,0.0784949499600668,0,0,-0.0216751534934114,0.0330560261937551,0,0,0,0.0797218987492145,0,0
X000027.SZ,0,0,0,0,0,0,0.0256019151305317,0,-0.044676408948224,0,0,0,0,0,0,0,0.0777692941964597,0.160243021354144,0,6.93889390390723e-18,0,0,0,0,0.571441568698361,0,0,0,0,0,0,0.0502938169769223,0,0,0,0,0,0,0,0,0,0,-0.0206310515377156,0,0,0,0,0.0276134475692698,0,0,0,0,0.0402905512441562,0,0,0,0.175463741211648,0,0
X600801.SH,0,0,0,0,0.346130900282498,0,0,0,0,0,0,0,0,0,0.073745393524368,0,0,0,0,0,0,-0.00519766492469035,0,0,0,0.0655707192534215,0,0,0,0,0,0.121545833530618,0,-0.0634056059371458,0,0,0.0187298138895084,0,0,0,0,0,0,0,0,0,0,0,0.0936715446001912,0,0,0.0273048855851562,0,0,0,0,0.0135818834937824,0,0
X600803.SH,0,0,0,0,0,0,0.202631654372407,0.0429598444497964,0,0.0846013610839638,0,0,0,0,0,0,0.0364218603832857,0,0,0,0,0.152621459833571,0,0,0,0,-0.0115931496211308,0,0,0,0,0.0904412341923958,0,0,0,0,0,0,0,0,0.199431373621277,0,-0.0564030583039571,0,0,0,0,0,-0.104946809241322,0,0,0,-0.032997696922203,0,0,0,-0.0167384348951043,0,0
X600352.SH,0,0,0,0,0,0,0.0288284186714544,0,0.136028032812962,0,0,0,0.0937566564775948,0,0.0114998606918341,0,0,0,0,0,0,0.0761677234282567,0,0,-0.0089301273912599,0,0,0,0,0,0,0,0,0,0.211825429805119,0,0,0,0.0408448240364334,0,0,0,0,0,0,0,0,0.0907461954193211,0.0259622074836478,0,0,0,0.00927291380873295,0,0,0,0.016790580073007,0,0
X600795.SH,0,0,0,0,0,0,-0.0340784142648637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601561580848468,0.0506511977543515,0,0,0,0,0,0.00788553061193346,0,0,0,0,0,0,0,0,0,0,0,0.00208421910462003,0,-0.00781568795502236,0,0,0.0822560979981128,0,0,0.00129395857002706,0,0,0,0,0,0,0
