,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600362.SH,X600309.SH,X600660.SH,X600188.SH,X600886.SH,X600027.SH,X601992.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X000898.SZ,X000709.SZ,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000408.SZ,X000792.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X002092.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X000723.SZ,X000825.SZ,X002460.SZ,X600098.SH,X601699.SH,X600021.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.21400348833229,0,0,0,0.0736962645008023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217477962328543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495599745739665,0.0442260593106651,0,0.010159727299959,-0.00242132038924272,0,-0.000778820534181895,-0.00215497112944927,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.106484408078686,0,0,0.0522603837178248,0,0.0714302308348962,0,0,0,0,0.0715459786411182,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412839880586887,0,-0.0142931769507775,0,0,0.147243265886693,0,0,-0.0175114689463616,0.0132241079963739,0,0,0,0,0,0
X601088.SH,0,0.087246175716815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840846941877076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159727494494657,0,0,0.255633355872785,0.0294785559665404,0,0,-0.0228617602857801,0.00654393970035132,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.00477362475475615,-0.0115457554216153,0,0,0,0,0,0,0,0,0,0,-0.0540387031028109,0,0,0,0,0.582865043275956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802091875501003,1.0842021724855e-19,0.0260677887302715,0,0,-0.153770807516047,0.0284605118285758,-0.035551850119686,0.00814449829871809,0,0,0,0,0,0
X600011.SH,0,-1.73472347597681e-18,0.124832257529155,0,0,0,0,0,-0.012952538768555,0,0,-0.0913907793185904,0,0,0,0,0,-0.00249493970163874,0,0.270550218135068,0,0,0,0,0,0,0,0,0,0,0,-0.120484641633907,0,0,0,0,0,0,0,0,0,0,0,0,-0.039263752138479,0,0,0,0,0,0.0221715685156607,-0.00677489596666891,0,0,0,0.0248079427566073,0,0
X600585.SH,0,0.153538079789589,0,0,0,0,0,0,0,0.356466533418404,0,0,0,0,0,0,0,0.0685728920510473,0,0,0.0802008117465014,0,0,0,0,0.0991998241995367,0,0,0,0,0,-0.059853224336233,0,0,0,0,0,0,0,0,0,0,-0.0146002578478662,0.0563851921386092,0,0,0,0,0,-0.026890516685572,-0.0378538641164126,0.0123709691745145,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0732303284172072,0,0,0,0,0,0,0,0.0258138893327689,0.0693326173290878,0,0.010973847308559,0,0,0,0,0,0,0,0,0.118658162544039,0,0,0,0,0,0,0,0,0,0,0,0.0140133474226235,0.134655917515424,0,0.0705571683346193,0,0,0,0,0.0245243022976046,0,0,0,0,0.00672734589117209,-0.00632155783345516,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0179965429754435,0,0,0,0,0.108010094012465,0,0,0,0,0,0,0,0,0.0872570418742848,0,0,0,0,0,0,0,0,0,0.295038423534079,0,0,0,0,0,0,0.153299862399622,0,0,0,0,0.000560577999634364,0,0,0,0,-0.00332312645055201,0.000299543940639207,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12305545957426,0,0,0.00301036226932778,0,0,0,0,0,0,0,0,0.101569471163886,-0.131483068341092,0.0618897776228676,0,0,0,0,0,0,0,0.0357867771211399,-0.0452768344756471,0,0,0,0.0884924813889122,0.0166383192341681,0.233166904667302,0.0287022714563611,-0.00135092524026,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0068609567020484,0,0,0,0,0,0,0,0,0.481418250957684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00404273099344909,0,0,0,0,0,0.144190607405381,0,0,0,0,0,0,0,0,0,0,0,-0.0540989239985653,-0.0340975363809435,0.0127311114910169,0,0,0,0,0,0
