,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601991.SH,X601898.SH,X002466.SZ,X600188.SH,X600688.SH,X600660.SH,X600362.SH,X600795.SH,X002460.SZ,X300072.SZ,X600547.SH,X601992.SH,X600886.SH,X600516.SH,X600111.SH,X600176.SH,X000786.SZ,X000898.SZ,X600027.SH,X000709.SZ,X002271.SZ,X600352.SH,X600299.SH,X000792.SZ,X000553.SZ,X000825.SZ,X000408.SZ,X600489.SH,X601158.SH,X601699.SH,X600219.SH,X600549.SH,X000883.SZ,X600808.SH,X000630.SZ,X600583.SH,X600315.SH,X002470.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.312537766385963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483785770391025,0.0782204973810259,0,0,0,0,0,0,0.109373453627436,0,0,0,0,0,0,0,0,0.0309201252602355,0,0,0,0,0,0,0,0.0173068352263448,0,0.0855185307617686,0,0,0,0,-0.00132833365414099,0,0,0,0,0,0,0
X600028.SH,0.0733703708751306,0,0.125903507488636,0,0,0,0,0,0,0,-0.00862628902778226,0.0537644748058842,0.0728817917693686,0,0,0,0,0,0.19012294779655,0,0,0,0,0,0.037895298881804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017255359302305,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.243800392909346,0,0,0,0,0,0,-0.00932120273287725,0,0,0,0,0,-0.0233451039717912,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478804163363671,0,0,0,0,0,0,0.425542887388061,0,0,0,0,0,0,0,0,0,0,0.00664172337778962,0,0,0,0,0,0,0
X600019.SH,0,0.0277246779579307,0.138245491923812,0,0.197863421675575,0,0,0,0,0,0,0.0159625311038293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879824438403701,0,0,0,0,0,0,0,0,0,0,0,0.183460240435849,0,0,0,0,0,0,0,0,0,0,0.0242283596855318,-0.0516373671160214,0,0,0,0,0,0
X600585.SH,0,0,0.0309225325264337,0.311264281696658,0,0,0,0,0,0,0,0.0552682621503304,0,0,0,0,0,0,0,0,0,0,0,0.0833616596514334,0.154116426031678,0,0,0,0,0,0,-0.0378803747783215,0,0,0,0,0,0.197033172971276,0,0,0,0,0,0,0,0,0,0,0,0.0128757877977536,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.168033367329937,0,0,0,0,0,0,0,0,0,0,0,0.0395800180148574,0,0,0,0,0,0,0,0.0100053335423904,0,0.0585433963444873,0.103000639929175,0,0,0,0,0,0,0.0170409878668242,0,0,0,0.01675423083633,0,0,0,0,0.0288512700788352,-0.0353000045949404,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0326818393157379,0,0,0,0,0,0,0,0.0553977870542955,0,0.00647903455106216,0.0630543717054145,0,0,0,0,0,0,0.161761795468555,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.144470366829562,0,0,0,0,0,0,0.0318699535056281,-8.67361737988404e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.119411395438733,0,0,0,0,0,0,0,0,0,-0.100660703007259,0,0,0,0,0,0,0,-0.0420910721444161,0,-0.0243099489321929,0,0,-0.230553907584037,0,0,0,-0.0222156906873347,0,0,0,0,0,0,-0.390804963080998,0,0,0.147238261311877,-0.282567883010443,-0.133360712407137,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225236017008395,0,0.0775832080245586,0,0,0,0,0,0,0,0,0,0.000464173427915514,0,0,0,0,0,0.0454686391379823,0,0.0244309671041841,0,0.0817982782231795,0,0,0,0,0,0,0,-9.43580449186879e-05,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.112226846246003,0,0,0.301165947027369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112870077688565,0,0,0,0,0,0.0466657574159598,0,0,0,0.0865400004934933,0,0.0516083145153279,0,0,0,0,0.00098669466884331,-2.16840434497101e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0590559223220385,0,0,0,0,0,0,0,0,0,0,0.40499473316258,0,-0.0517242190689977,0,0,0.203657765610549,0,0,0,0,0,0,0,0,0.0215253005970874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101736713475931,-0.001721305000724,0,0,0,0,0,0
X600188.SH,0,0,0,0.0772642702901528,0,0,0,0,0,0,0,0,0,0,0,0,0.140079329766113,0,0,0,0,0,0,0,0.321202942268723,0.362868212297362,0,0,0,0.0181349369572015,0,0,0,0.0495818655303121,0,0,0,0.282141993058462,0,0,0,0,0,0,0,0,0,0,0.00338462179580585,0,0,0,0,0,0,0
X600688.SH,0,0.438453416645043,0,0,0,0,0,0,0,0,-0.0366663980119456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671609110538279,0,0,0,0,0,0,0,-0.0559409927952507,0,0,0,0,0,0,0,0,0.0978461430260803,0,0.0476776820153706,0,0,-0.0479380052441593,0.0574125917172742,0,0.0234160554622542,0,0,0,0
