,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X002466.SZ,X600188.SH,X601992.SH,X601991.SH,X600362.SH,X600547.SH,X002460.SZ,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X000786.SZ,X600157.SH,X600027.SH,X600176.SH,X000553.SZ,X000792.SZ,X000408.SZ,X600339.SH,X600219.SH,X600489.SH,X600352.SH,X600808.SH,X002271.SZ,X000723.SZ,X000959.SZ,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X002092.SZ,X000630.SZ,X000983.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.133625517124205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557129546056015,0,0,0,0,0,0,0,0,0,0,0.0316084080089153,-0.0059212747217279,0,0,0,0,0,0,0.0694566762641812,0,0,0,0,0,0,0,0,0,0,0,0.0122561566599917,0,0,0,0,0,0
X600028.SH,0.249695675145364,0,0,0,0.0965774016752,0.0134039913116435,0,0,0,0,0,0,0,0,0.00682983874095245,0,0,0,0,0,0,0.00680922167978248,0,0.0112048609586163,0.0218108437116728,0,0,0,0,0,0,0.0341716625651628,0,0,0,0,0,0,0.0137849401342138,0,0,0,0,0,0,0,0,0,0,0,0,0.00836718399789887,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0703205524659206,0,0,0,0,0,0,0.550133759088665,0,0,0,0,0,0,0,0,0.154091875176784,0,0,0,0,0,0,0,0,0,0,-0.014678788812836,0,0,0,0,0,0,0,0,0,0,0,0,0.0708453040740703,0,0.0646537742000824,0,0,0,-0.00606162785443397,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229529434158658,0,0,0,0,0,0,0.0282631833976853,0,0,0.236941495287589,0,0,0,0,0,0,0,-0.114221756347512,0,0,0,0,0.183241608621023,0,0,0,0,0,0,0.117356745402677,0,0,0,0,-0.0801781214215616,0,-0.0171336581239281,0,0,0,0,0,0
X600585.SH,0,0,0.0406212782513927,0,0,0.104228217233789,0,0,0,0,0,0,0,0,0,0,0.0758782259671979,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.132018199955736,0,0,0,0,-0.0868442391593721,0,-0.140535618477423,0,0,-0.124099464497599,0.158308243858211,0,-0.162324267372683,0,0,0,0,-0.192163113420746,0,0,0.185951177917234,0,0,-0.0290534208495071,0.0393050692287898,-0.0292672074339326,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928380437743081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553290790476661,0,0,0,0,0,0,0,0,0,0.10617879695906,0,0,0.0170041858039829,0,0,-0.0716789572396804,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0765701492881133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281849362235896,0,0,0,0,0.0164332547824258,0,0,0,0,0,0,0,0,0,0,0.281789435870892,0,0,0,0,0,0,0,0,0,0.0814105982137519,0,0,-0.00206498242471579,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150131760298517,0,0,0,0,0.0815140233830611,0,0,0,0.186652368773248,0,0,-0.222717757465022,0,0,0.0562812855073528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263527674460869,0,0,0,0,0.0279450416049867,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0532530418912653,0,4.33680868994202e-19,0,0,0.0656167257579633,0,0,0.0491265148101539,0.151866393728593,0.173386970469342,0,0,-0.0102039070301646,-0.0179657168761681,0,0.0064856998970298,0,0,0,0,0,0,0,0,0.0185513776486215,0,0,0,-0.0141364399062911,0,0,0,0.0462743639840194,0,0,0.0497211374787834,0.0164020763095219,0,0,0,0,0,0,0.00700973533198428,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287501718750878,0.0251265920525526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621563280366952,0.00377843634398007,0,0,0,0,0.0877279051547385,0.0438218990693592,0,0,0,0,0,0,0,0.00983516793368765,0,0.157119852423235,0,0,0.0032255267589687,-2.16840434497101e-19,0,0,0,0,0,0
