,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600010.SH,X600176.SH,X601898.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X000932.SZ,X600803.SH,X002466.SZ,X600529.SH,X000301.SZ,X002353.SZ,X600486.SH,X600219.SH,X002409.SZ,X000723.SZ,X002075.SZ,X000027.SZ,X600612.SH,X601158.SH,X600315.SH,X000898.SZ,X000883.SZ,X002250.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0529293713277085,0,0,0,0,0.0663777126339442,0,0,0.148808808229518,0.00215594245930123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313757764557934,0,0,0,0.0211951859123392,0,0,0,0,0,0,0,0,0,0,0,-0.00724113721877403,0.00642339220653416,0,0,0,0,0,0
X600028.SH,0,0,0.0489127363227435,0,0,0,0,0,0.0254491314922963,0,0,0.057310787442773,0,0,0,0,0.0385770475565704,0,0.0282103993746702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019408039003199,0,0,0,0,0,0.0139987865382879,0,0,0,0,0,0,0,0,0,-0.0226244491398557,0.0162928413703404,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.026019768614469,0.000692758901360294,0.0216552744253124,0,0,0,0,0,0,0,0,0,0.330010212893161,0.107250459605374,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273766614803866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00521541342002239,0.00914625302846693,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0421425263966568,0,0,0.0234426407985314,0,0,0.0134267257676211,0,0,0,0,0,0.0971131873196727,0,0,0.140558541206553,0,0.0131276459894393,0,0.00948393521931336,0.0353985224550593,0,0.0287913105571368,0,0,0,0,0,0.114253211033695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0919015651635817,0.00321870143760633,0,0.0658030113939931,0,0,0,0,0,0,0.16775432662549,0,0,0,0.173705549635079,0,0,0,0,0,0,0,0,0,0.0698578223177221,0,0,0.102379489032123,0,0,0,0,0,0,0,0,0,0,0,0.0934406580505941,0,0.00266294869994563,-0.0318706336915946,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0452088217848447,0,0.00136327706307554,0.0135138444651426,0,0,0,0,0,0,0,0.0680812842480544,0,0.0672568493165534,0,0,0,0,0,0,0,0,0,0,0.19861676506685,-2.16840434497101e-19,0,0,0,0,0,0.0431904972766258,0.0341576970765827,0.0956609004515594,0,0,0,0,0,0,0,0,0,0,0.00365110833886137,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0679780552048318,0,0,0,0,0,0,0,0,0,0,0,0,0.457402216979808,0,0,0,0,0,0.0429750462427265,0,0,0,0,0.00081748128652678,0,0,0,0,0,0,0,0.0299694867209757,0,0,0,0,0.236461392285782,0,0,0,0,0,0,0.00642389207420377,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247852347476872,0,0,0,0,0,0,0,0.276031016443623,0,0.10246479178303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504014245457462,0,0,0,0,0,0.113334738156376,0,0,0.201806916934092,0,0.0160800711879018,-0.0212268309746771,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.140811838256851,0,0.179845393553856,0,0,0,0,0,0,0,0.0320335564564646,0,0,0,0,0.0773254991166716,0,0.444601719908671,0,0,0,0,0,0.0232219232112578,-0.0171713832436245,-0.0253333371481263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498553898144586,0.0228971397888273,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0744022918002725,0,0,0,0.156313690164929,0,0,0,0,0,0,0,0,0,0,0.011026122838608,0.16219347421073,0,0.0307862495887563,0,0,0,0.11668113833516,0,0,0,0,0,0.106374292553844,0,0,0.0208667449812096,0,0.065775410350247,0,0,0,0.134050531203406,0,0,0,0,0.104713896576253,0,0,0,0,0,0.0216579050300722,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.165212208065795,0,0,0,0,0,0,0,0,0.0666943164493631,0,0,0,0,0,0,0.0120787296269623,0,0,-0.0814191099499328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108362879185398,0,0.150540817125407,0,0,0,0,0,0,0.150544945062565,0,0,0.0161798973352201,0,0,0,0,0,0
