,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600362.SH,X600660.SH,X600795.SH,X002466.SZ,X300072.SZ,X601992.SH,X000898.SZ,X601991.SH,X600547.SH,X600516.SH,X600886.SH,X600111.SH,X600176.SH,X600157.SH,X000709.SZ,X000786.SZ,X002460.SZ,X600352.SH,X601699.SH,X000825.SZ,X600027.SH,X000553.SZ,X002271.SZ,X600808.SH,X000983.SZ,X600299.SH,X000792.SZ,X600489.SH,X000959.SZ,X601158.SH,X000830.SZ,X600219.SH,X000408.SZ,X002110.SZ,X000883.SZ,X600583.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347880092522428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14881357898192,0,0.0215525372291078,0,-0.01243787278547,0,0,0,0,0,0,0,0.0218784340850955,0,0,0,0,0,0,0,0,0,0.0243338914069756,0,0,0,0,0,0,0,0,0.0461722156616388,0,0,-0.00333920047934319,0,0,0,0,0,0,0
X600028.SH,0.486502621261314,0,0.00490262776653383,0,0,0,0,0,0,0,0.00168108817911578,0.118241663843696,0,0,0,0,0,0,0,0.106080202596255,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329575796517482,0,0,0,0,0,0,0,-0.0171471201625921,0,0,0,0,0,0,0,0,-0.0179570788500501,0,0,0,0,0,0
X601088.SH,0,0,0,0.204603265929752,0.230486916575227,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0234560118151496,0,0,0.0656378438756811,0,0,0,0,0,0,0,0,0,0.122954686667282,0,0,0,0,0,0,-0.0179467646968899,-0.00820989855964037,0,0,0,0.0749660754959678,0,0,0,0,0,0,0,-0.0270827492900235,0.0331391380027885,0,0,0,0,0,0
X600019.SH,0,0,0.202037918693981,0,0.085957091535009,0,0,0,0.139024100383493,0,0,0.0145634780917429,0,0,0,0,0,0.429991932025516,0,0,0.0148744919511609,0,0,0,0,0,0,-0.207585004499199,0,0,0,0,0,0.0250859542324144,0,0,0,0,0,0,0,0.0041415897606122,0,0,0.0511406919187855,0,0,0,0,4.33680868994202e-19,0.00836518739069872,0.0660232335627296,0,0,0,0,0
X600585.SH,0,0,0,0.0188653596317905,0,0,0,0,0.190620825349961,0,0,0.207170210642466,0,0,0.00866413169108764,0,0,0,0,0,0,0,0,0.0920160398220401,0,0,0.352771907719339,0,0,0.133578777194478,0,0,0,0,0,0,0,-0.208310579351259,0,0,0,-0.0447877560853556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.111114434681703,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.211422544267092,0,0,0,0,0,0,0,0,0,0.0496211632707197,0,0.0982440470198295,0,0,0,0,0,0,0.0368715371375308,0,0,0,0,0,0,0,0,0.00696519432088096,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0390179375079224,0,0,0.0178607088200109,0,0,-0.0255728828451192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971022233040935,0,0,0,0.0375015891657498,0,0,0,0,0,0,0.000491185981045562,0,0,0,0.00571566602823599,0,0,-0.0764475040920877,0,0,0,0,-0.0482149404481055,0.0707869104380552,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0887512581726291,-0.0116901173339188,0,0,0,0,0,0,0,0,0,0,0,0.0471051704301123,0,0.294179174786457,0,0,0,0,-0.0304898817973826,0,0,0,0,0,0,0,0,0.0830157552586076,0,-0.0684099664859116,0,0,0,0,0,0,0,0,0,0,0,0.0352923941088949,0,0,0.00501418566678363,-0.0189024450515147,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.126274994922694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0734615009560952,0,0,0.0670038527972328,0.130217875110426,0,0.450759239877028,0,0,0,0,0,0,0,0,0,0,0,0.0621512407345488,0,0,0,0,0,0,0,0.0167562960871056,-0.0290908984910822,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.16347153431825,0,0,0.0996303959536269,0,0,0,0.0293453262485544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104002164263036,0,0,-5.42101086242752e-20,0,0,0,0,0.0450102961485274,0,0,0,0,0,0,0,0,0.145230573522066,0,0,0,-0.00311991829291377,0,0,0,0,0,0
X600688.SH,0,0.378029371740659,0,0,0,0,0,0,0,0,0,-0.0189016452364581,0,0,0,0,0,0,0,-0.0850414964274712,0.0150334876815581,0,0,0,0,0,0,0,0,0.0809147889287316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170071551747413,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.290726687938593,0,0,0,0,0.0868031785460771,0,0,0,0,0,0,0,0,0.161234830393134,0,0,0.161152504330119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337081661164226,0.0621791315025202,0,0,0,0,0,0,0,0,0.000399842298173331,0.412757809448983,0,0,-0.0497477760186159,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0495713810088318,0,0,0,0,0,0,0,0,0.0321223063581406,0,0,0.168190191929665,0,0,0,0,0,0,0,0,0.122463531770452,0.223441089352778,0,0,0,0,0,0,0,0,0,0,0.00849506006114438,0,0,0,0,0,-0.0206040247296922,0,0,0,0,0,0
X600795.SH,0,0,0,0.11208542133922,0.0313100822470422,0.212519077429326,0,0,0.0143605574547662,0,0,0,0,0,0,0,0,0,0,0.0228507094025895,0,0,0.00967370432314081,0,0,0,0,0.0563746726680124,0,0,-0.0470206858780407,0,0,0.0690409318076747,0,0,0,0.113194373876668,0,0,0,0,0,0,0,0,0,0,0,0,0.0120169620229757,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933478900442159,0,0,0,0,0,0,0.714158435683111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039812828875235,0,0,0,0,-0.0310580321173676,0.0525060644843305,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742048586696921,0,0,0,0.0198151160670317,0,0,0.141294791916773,0,0,0,0,0,0.00701623569128951,0.106544789779887,0,0,0,0,0,0,0,0,0,0,0.0910876195069493,0,0,0.0555160118898717,0,0,0,0,-0.00181553091721392,-0.0142480951783133,0,0,0,0,0,0
