,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X000708.SZ,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X600027.SH,X000723.SZ,X002271.SZ,X000786.SZ,X600489.SH,X600516.SH,X002466.SZ,X002353.SZ,X000898.SZ,X002460.SZ,X600176.SH,X601158.SH,X600299.SH,X600612.SH,X000709.SZ,X000883.SZ,X600426.SH,X600219.SH,X600583.SH,X000629.SZ,X000027.SZ,X000792.SZ,X000630.SZ,X600315.SH,X000553.SZ,X601699.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0584830768040105,0,0,0,0,0,0,0,0,0,0.0889021220207705,0,-0.0137645701832539,0,0,0.0348965740940764,0,0,0,0.00260044402099362,-0.0364163986506058,0.101715204747385,0,0,0,0,0.0044172553450076,0,0,0,0.0330551852023221,0,0,0,0,0,0,0,0,0,0,0,-0.0172303106226594,0,0,0,0,0.00337381726505558,0,0
X600028.SH,0,0,0.0451241415000879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116652140046562,0,0,0,0,0,0.102798909401099,0.025079640964679,0,-0.0144698245910586,0,0,0,0,0,0,0,0,-0.02896301617359,0,0,0.00884259006835427,0,0.0291595417207026,0,0,-0.0120037744062767,0,0,0,0,0,0,0,0.00257392810227091,0,0,0,-0.0063426335319615,0,0
X601088.SH,0,0,0,0.258004934715293,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000280017702011528,0,0,0,0,0.0435209805441686,-0.0936484876869251,0,0,-0.00652247247416823,0,0,0,0,0.121148756666871,0,0,0,0,0,0,0,0,-0.0442300194201778,0,0,0,0,0,0,-0.00767790595263509,0,0,0,0,1.0842021724855e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0164262071642488,0,0,0,0,0,0,0,0,0.571415422465832,0,0,0,-0.0144419945657813,0,0,0,0,0,-0.013948274546208,0,-0.0951687533452677,0,0,0,0,0,0,-0.00537665748742994,0,0,0,0,0,0,0,0,0,0,0,-0.00518442783617161,0,0,0,0,-0.0190258174751196,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895413910461244,0,0,0,0,0,0,0,0,0,0.0217407100382906,0.101799366906624,0,-0.0852108292873605,0.000609339008037392,0.0443015744622263,0,0,0.130673267927324,0,0,0,0,0,0,0.0125958578711679,0,0,0,0,0,0,0,0,0,0,0,-0.0213241481254546,0,0,0,0,0,0,0
X600019.SH,0,0,0.117056768136541,0,0,0,0,0,0,0,0,0.0730174406266102,0,0,0,0,0,0,0.0852290345457555,0,0,0,0,0,0.0846599903806805,0,0.0158554674087502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136649561566438,0.0473777784323912,0,0.0105568080305925,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,-0.0227424323034857,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755952170074924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917942096736602,0,-0.0778597470662053,0.0227591371747426,0,0,0.0851123191561485,0,0,0,0,0,0,0,0,0,0,0.151780504427557,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0579641261795411,0,0
X600011.SH,0,0,0,0,0.122843600534044,0,0,0,0,-0.0199897968447714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347830347247636,-0.0346884339831979,0.0677114263674759,0,0,0,0.0307845958977264,0,0,0,0.0345921375777227,0,0,-0.0331207455013169,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0853538824881444,0,0,0,0,0.00828139306882749,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288590872014513,0.0326800949608373,0,0,0,0,0,0,0,0,0,0.125028142008253,0,0,0,0.0410659630905662,0,0,0,0,0,0,0.077168788990715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150968317903152,0,0,0,0,-0.0136585925859427,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0023884409820587,0,0,0.217228824270371,0,0,0,0,0,-0.0529742589614692,0,0,0,0.0290335986098888,0,0.0767076706620864,0,0,0,0,0,0,0,0,0.17296385181201,0,0,0,0,0,0,0,0,0,0,0.0261401688283635,0,0,0,0,-0.0250476722094418,0,0,0,0,0.0207291418586302,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133764748222972,0,0,0,0,0,0,0,0.0415815818711678,0,0.14042733192477,0.0576178342222485,0,0,0.0533836303746215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209408470513526,0,0,0,0,0,0,0,0,0.0289106714227531,0,0,0,0.000661162043569841,0,0
X000708.SZ,0,0,0.437923629327169,0,0.0984624202409445,0,0.228472219866739,0,0,0,0,0,0.109293349140826,0,0.335402844951816,0,0,0,0.0242523326261276,0,0,0,0,0,0,0.0138276060179309,-0.0502854324442299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296060190046724,0,0,0,0,0.0220561350330646,0,0
X600886.SH,0,0,0,0,0,0,-0.115664265008356,0,0,0,0,0.157489088923755,0,0,0,0,0,0,0,0,0,0.1460618107882,0,0,0.0285485935163886,0,0,0,-0.209143975110867,0.0860259724955859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906784641308114,0,0,0.113740133527828,0,0,0,0,0.0126338566144256,0,0,0,0,0.101460814805853,0,0
X600660.SH,0,0,0,0,0,0,-0.000605853702458751,0,0,0,0.167145646871474,0,0.0448219806094765,0,0,0,0,0,0,0,0,0,0,0,0.00818869592125655,0.150297832822944,0.0853110503833171,0,0.116968185116615,0,0,0,0,0,0,0,-0.0375554340027991,0,0.05023569886892,0,0,0,0,0,0,0,0,0,0,0,0,-0.000909630897575161,0,0,0,0,-0.0063213660451843,0,0
X600188.SH,0,0,0,0,0,0,-0.157545037523338,0,0,0.130232643285932,0,0,0,0,0,0,0,0,0,0,0,0,0.269151792604804,0,0,0,0,0,0,0,0,0,0.0771110410590508,0,0,0.0600107003271859,0,0,0,0,0,0,0,0.0806443523617602,0,0,0,0,0,0,0,-0.0198523022371684,-0.00919565344981066,0,0,0,0,0,0
X600362.SH,0,0,0,0.0839394753698761,0,0,0,0,0,0,0.0701784812900701,0,0,0,0,0,0,0,0,0,0,0,0.0839112005070131,0,0.0580104089891044,0.0292882457681488,0,0.119345062607474,0.0972606856255648,0.011621521401002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00460226855109407,-1.0842021724855e-19,0,0,0,-0.0115253322775588,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070185981789615,0,0,0,0.0530362334015461,0,0.0334588174576416,0,0,0,0,0.131827426228686,0,0,0,0,0,0,0,0,0.0126993545235555,0,0,0.0887910290828534,0,0.104530071971329,0,0.00525740289565041,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.0224348470083557,0,0,0,0,0,0,0,0,0,0,0,0,0.0399545743276107,0,0,0,0.0229746417788968,0.0415764393237893,0.0700056256477787,0,0,0,0,0,0.0274572909313565,0,0,0,0,0,0,0,0,0,0,0.106078182975881,0,0,0,-0.00296872428275385,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.152393250330702,0,0,0,0,0.26397664873718,0,0,-0.0531262860258957,0,0,0,0,0,0,0,0,0,0,0,0.247433845499124,0,0,0,0,0,0.147658730737845,0,0.00110651634045658,0,0,0.10370438906538,0,0,0,0.02675772684644,0,0,0,-0.0729507984188855,0,0,0,0,0,0,0,0.0130408162731203,0,0,0,0,-0.0343275913089722,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142658221969086,0.0378424821764634,0,0,0.0374143512406891,8.67361737988404e-19,0.0416649273579633,0.0406817985246188,0.040315017754899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756029961588489,0,0,0,0,0.058105733543319,0,0,0,0,0,0
X600801.SH,0,0,0,0.354261070715538,0,0,-0.0884213491863786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071335659572614,0.0194024785740171,0,0,0.0788470190528966,0,-0.0275522793635197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871985286484465,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600111.SH,0,0,0,0,0,0,0.237707900259549,0,0,0,0,0,0.0358317520385925,0,0,0,0,0,0,0,0,0,0,0,0,0.0569898709409849,0,0,0.169107484375119,0,0,0,0,0,0,0,-0.122636325286077,0,0,-0.0836422442242335,0,0,0,0,0,0,0,0,0,0,0,0.0107473761918201,-8.67361737988404e-19,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.0131167212840072,0,0,0,0,0.137093986178624,0,0,0,0,0,0,0,0,0,0.0993329847766847,0.0532684346038021,0,0,0.14126783719168,0,0,0,0,0,0,0.0419230941733038,0,0,0,0.0498544237835633,0,0,0,0,0.0211250245221746,0.203343260866582,0,0,0,0,0,-0.00867055751132064,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0245395206834917,0,0,0.623496540488716,0,-0.0178434146594204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111821251941486,0,0,0,0,-0.0231746038507823,0,0,0,-0.104312793516957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10866806013696,0,0,0.0196360971661213,0,0,0,0,0.0240410635459603,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0.211271634787157,0,0.47393978680552,0,0,0,0,0,0.521272427848141,0,0,0,0,0,0,0,0,0,0.483587902787361,0.0605068123924581,0,0.113357206494177,0,0,0,0.204945944300244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343903384534244,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.140947039555384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657522318830107,0.113656595655774,0,0,0,0,0,0,0,-0.13224034601332,0,0,0,0,0,0,-0.112375740619563,0,0,0,0,0,0,0,0,0,0,0,0.151296004774105,0,0,0.027987324143758,0.00586083646186581,0,0,0,-0.00422525068446997,0,0
X000786.SZ,0,0,0,0,0,0,-0.00234617491336274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656810886908521,0,0,0,2.16840434497101e-19,0,0,0,0,0.126447909415266,0,0,0,0,0,0,-0.10044457854536,0,0,0,0,0,0,0,0.0987521231387775,0,0,0,0,0,0,0,0,0,0,0,0.00579585788544691,0,0
X600489.SH,0,0,0,0,0,0,0.304888896801548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130351033011142,0,0,0.0104213454698629,0,0,0,0,0,0,0,0,0,0,0,0.245475314759572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462672191171115,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583076401531257,0,0.0583715305191013,0.0970852922246651,0.0488064439704656,0,0,0,0,0,0.21213815328991,0.0472459605503817,0,0.0579782306915076,0,0,0,0,0,0,0,0,0,0,0,0.0556436363124232,0,0,0,0,-0.0687760933073424,0,0,0,-0.00558751870001428,0,0
X002466.SZ,0,0,0,0,0.049677952252295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108731512183181,0,0,0,0,0,0,0,0.482578089072966,0.0757426904777257,0,0,0,0,0,0,0,0,0,0,-0.113604421842187,0,0,0,0,0,0,-0.042295298374259,-0.0477855271313966,0,0,0,-0.0353860720342408,0,0
