,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600019.SH,X600585.SH,X600795.SH,X601898.SH,X601991.SH,X601600.SH,X600027.SH,X600688.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X000539.SZ,X000709.SZ,X600583.SH,X600309.SH,X601158.SH,X000898.SZ,X601992.SH,X000027.SZ,X000883.SZ,X600352.SH,X600021.SH,X000878.SZ,X600660.SH,X000792.SZ,X600022.SH,X000959.SZ,X600863.SH,X600307.SH,X000629.SZ,X600098.SH,X601918.SH,X002470.SZ,X600578.SH,X600489.SH,X600623.SH,X000825.SZ,X600808.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.753443641384811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479072362559751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039290067479275,0,0,0,0,0,0,0,0,0.0186833538581182,-0.0237203064931964,0,0.0555600140612134,0,0,0,0
X600028.SH,0.322779978138529,0,0.0599472839021702,0.083544862183578,0,0,0.0577791435721178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343068548339357,0,0,0,0,0,0.00690942432865185,0,0,0,0,0,0.143464720503908,0,0,0,0,0,0,0,0,0,0,0,0,0.0177830699996472,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.229757349187729,0,0,0,0,0,0.208638622270695,0,0,0,0,0,0,0,0,0,0,0,0.0335804525421637,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0429030210995898,0,0,0,0,0,0,0,0.139752629921255,0,0,0,0,0,0,0,-0.00112561248078618,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.611407678791587,0,0.109180674286992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015198245668862,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.245009472787165,0,0,0,0,0,0,0,0,0,0.106035781184164,0.2119878573958,0.106537529435205,0,0,0,0,0,0.0697380303838776,0,0.0181733791242448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157880449358973,0,0,0,-0.00767522408057601,0.00104198826712738,0,0,0,0,0,0,0,0,0.000317234295709904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239658239528244,0.0248729996995712,0,0,0,0,0,0
X600019.SH,0,0,0.0771039376173206,0.138203777773226,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0751884751799867,0,0,0,0,0,0,0,0,0.0554727851105123,0,0.0193701179231782,0.303728001493747,0.115813217304766,0,0,0,0,0,0,0,0,0,0,0,0,0.0174633365111557,0.0345520110486931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.126307808114058,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0.0639629970174853,0,0,0,-8.67361737988404e-19,0.15496493629306,0,0,0.0406507335640483,0.00484732055660033,0,0,0.0124564287372217,0,0.191137426835312,0,0,0,0,0,0,0,0,0,0.0506008773588683,0,0,0,0,0,0,-0.0193068271484098,-3.46944695195361e-18,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.138530595331161,0,0,0.00562525582825885,0.0126499342268058,0,0,0,0,0,0,0,0.0569331509101187,0,0,0,0.0477714186171538,0,0.0994412031658451,0.010347175851938,0,0,0,0,0,0,0.0964666137954729,0,0,0,0,0,0.184737838432229,0,0.00409640649928322,0.188669421158397,0.0194013847664289,0,0,-0.00434819152899286,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.162370089928676,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0184104686668612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170505986487088,0,0.0839316219311867,0,0.285757145719879,-3.46944695195361e-18,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X601991.SH,0,0,0.0872017070462267,0.130688719171524,0,0,0,0,0,0.0631973225837325,0,0,0.128597383903055,0,0,0,0.0687911738358674,0,0.225702437813661,0,0,0,0,0,0,0.0564557731026606,0,0.022122695362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952247604393271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0450479144558133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634286807995642,0,0,0,0,0,0,0,0,0,0,0,0.0293478994070302,0,0,0,0.0145217944589659,0,0.257317293949931,0,0,0.185884731939499,0,0,0,-0.00173018308627597,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.143492105470894,0,0,0,0,0,0,0.185102314742255,0,0,0.101855948768511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474623814100234,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359226679758089,0,0,0,0,0,0
X600688.SH,0,0,0,0.00649003441517533,0,0,0,0,0,0,0,0,0,0,-0.135218813525683,0,0,0,0,0,0,0.410438684169239,0,0,0,0,0.184789441432855,0,0,0,0,0,0,0,0,0,0,0,0,0.149142272784276,0,0,0,0,0,0,0,0,0,0.00569463689037357,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517475938549257,0,0,0,0,0,0,0,0,0,0.0733950799491914,0,0,0.252556562459538,0,0,0.052955095501094,0,0,0.0738823563515444,0,0.16322559061098,0,0,0,0.0171703084681736,-0.01929838024078,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
