,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600011.SH,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X601991.SH,X000983.SZ,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X600160.SH,X000408.SZ,X300037.SZ,X600219.SH,X000539.SZ,X000932.SZ,X600995.SH,X002080.SZ,X000629.SZ,X600688.SH,X600612.SH,X002409.SZ,X600096.SH,X600157.SH,X600348.SH,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.583243485230785,0,0,0.0277752765911269,0,0,0,0,0,0.0247498279616497,0,0,0.054521747479177,0,0,0,0,0,0.0821006917633369,0,0,0,-0.0629909085069154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504221783264029,0,0,0,0,0,0.0312524715962475,0,0,0,0,0.106675725257499,0,0,0.0140365040175435,0,0,0,0,0,0
X600028.SH,0.684256542258147,0,0,0,-0.048286123651818,0,0,0,0,-0.0432323205465896,0.0285271924854448,0,0,0,0,0,0,0,0,0,-0.0337194421973691,0,0,0,0,0.035901305634953,0.0931724784039572,0,0,0,0,0,0,0,-0.0455527281122776,0,-0.0134619729282252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196038427096042,0,0,0,0,0,0,0
X601088.SH,0.101190337672153,0,0,0,0,0,0,0,0.0563411878331388,0,0.339821411622856,0,0,0.0336152138864343,0,0,0,0,0,0,0,0,0,0,0,0,0.0901682213133454,0,0.000699251708169724,0,0,0,0,0.0404132800636744,0,0,0,0,0,0.0206507235117422,0,0,0,0,0,0,0,0,0,0.149775510069126,0.0504737394171127,-0.024071203893428,-0.0168317865727573,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0399603843571597,-0.172229100404573,0,0,0,0,0,-0.0306710274885829,0,0,0,0,0,0,0,0,0,0,0.164190092805087,0,-0.00248432658493923,0,0,0,0,0,0,0.0132621233024103,0,0.0401754629340334,0,0,0,0,0,0,0.0578163123701522,0,0,0,0,0,0,0,0.0350487836846065,0,0,-0.0217504330044881,0,0,0,0,0,0
X600188.SH,0.0406545388367205,0,0,0,0,0,0,0,0,0.0612565641501055,0.20384561794506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267809063149766,0,0,-0.00454796111522383,0.118845898133463,0,0,0,0,0,0,-0.0844357964577256,0,0,0,0,0,0,0,0,0,0.0529932893414791,0.0601081524896209,0,-0.0723436196302213,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0665106287951147,-0.0844606399935394,0,0,0,0.0934837113461607,0,0,0,0,0,0,0,0,0,0,0,0.0339944676102192,0,0,0,0,0,0,0,0,0,0,0,0,0.211031123563113,0,0,0.0346169675190389,0,0,0,0,0,0.0627438673433819,0,0,0,0,0,0,0.0496872668478407,0,-0.0292072605401109,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.232508562053881,0,0,0,0,0,0,0,0,0,0,0,0.100585235190892,0,0,0.373945599936396,0.0529645193289796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367252198843277,0,0,0,0.00315981412068379,0,0,0,0,0,-0.0271784964782042,0,0,0,0,0,0,0
X002460.SZ,-0.00836803444025275,0,0,0,0,0,0,0,0,0.447542066330407,0,0,0,0,0,0,0,0,0,0,0,0.153722222356167,0,0,0,0,0,0,0,0,-0.0765296110941643,0,0,0,0.0329459424110396,0,0,0,0.0132677010795748,0,0,0,0.0880379638457212,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600019.SH,0,0.0572337061950648,0,0,0.0862083104229848,0,0,0,0,-0.0242805565820281,0,0,0.0689328247128829,0.141983834833375,0,0,0,0,0,0,0,0,0,0.0534105688113815,0,0,0.0171060653928592,0,0,0,0.0227501597114759,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366814511516768,0,0,0,0,0,0.0341639075168443,0.0528505862774668,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,4.33680868994202e-19,0,0,0.489228762780272,0,0,0,0.291312375121107,0,0,0,0,0,0,0,0,0,-0.0376326796851696,0,0,0,-0.0169301332455935,0,0,0,0,0,0.0229230943768191,0,0,0,0,0,0,0,0,0,0.105529692034848,0.0430911299897423,0,0,0.0144758539039854,0,0,0,0.174985955861955,0,0,0,0,0,0,0,0,0
X601898.SH,0.0648242329021109,0.0796041888506827,0.316450407700355,0,0.162304470862801,0,0,0.0806916762738045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159452153408861,0,-0.097065036921588,0,0.0812063501136599,0,-0.12064791428525,0,-0.111390856367337,-0.067820351154081,0,0,0,0,0,0,0,0,0,0,0,0,0.0437073038943667,0,0,0,0,0,0
X000792.SZ,0.00116111965433718,0,0,0,0.0424969326956216,0,0,0.130897028666963,0,0.217678170457738,0,0,-0.0117835029470477,0,0,0,0,0,0,0.0275670598875507,0,0,0,0,0,0,0,0,0,0,0,0.0254474058436983,0,0.135980138549707,0.161682360295793,0,0,0,0,0,0,0,0.0173325492599782,0,0,0,0,0,0,0,0,0,-0.0246952603225808,0,0,0,0,0,0
X600547.SH,0.0103957496696447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606775637091979,0,0,0,0,0,-0.0495208020306596,0,0,0,-0.0447311765131895,0.0158322847749239,0,0,0,0,0,-0.0295317966721642,0,0.0676116670386314,0,-0.0273487997456515,0,0,0,0,0,0,0
X601600.SH,0.226197340228866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785358311499659,0,0,0,0.00641895392154604,0,0,0,0,0,0.105152413835513,0,0.465093745346686,0.118101385176562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.131203933573924,0,0,0,0,0,0
X600886.SH,0.0179212392786503,0.0744203399005826,0,0,0,0,0.143758336130721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289559718952158,0,0,0,0,-0.042229017018751,0,0,0,0.0832840635244544,0,0,0,0,0,0,0,0,0,0,0,0,-0.00896842782524353,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.122773340606613,0,0,0,0,0,0,0,0,0,0,0,0.0202003626000167,0.00519213783421448,0,0,0,0,0,0,0,0,0,-0.0269410088773778,0,0,0,0,0,0.0386783780300324,0,0,0,0.0147335257027963,0,0,0,0,-0.00891269381553304,0.151029242631246,0,0,0,0,0,-0.0184766195320324,0,0,0,0,0,0
