,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600547.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600489.SH,X600886.SH,X600111.SH,X601992.SH,X600309.SH,X600660.SH,X300072.SZ,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X600583.SH,X000723.SZ,X000709.SZ,X600352.SH,X000883.SZ,X000898.SZ,X000983.SZ,X000408.SZ,X600549.SH,X002470.SZ,X000539.SZ,X600176.SH,X000027.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X000060.SZ,X600612.SH,X601699.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.049337865002321,0,0.0327980437862444,0,0,0,0,0,0.00660350891134299,0,0.0379949785538143,0,0,0,0.0387782413804122,0,0,0,0,0,0,0.0171411440899273,0,0,0,0,0,0.0202085258757051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0410628567270328,-0.0194294168122155,0,0,0,0,0,0,0,0,-0.0159576614667934,0,0,0,0,0,0.0261873605077649,0.0248016008686886,0,0,0,0,0,0,0,0,0,0,0,0.112818889855702,0.0109612137007355,0.0354796521925089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.142259605541282,0,0,0,0,0,0,0,0,0,0,0,0,0.027673693642761,0.0572651450557401,0,0.0520985100017645,4.33680868994202e-19,0,0,0,0,0.0905605074546258,0,0,0,0,0.00198166006223396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157447303011347,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.117455170574467,0.295750515847294,0,0,0,0,0,0.0123842907522374,0,0,0,0,0,-0.0302784702076788,0,0,0,0,0,0,0.041685637266296,0,0,0,0,0,0,0,0,0,0,0,0,0.0807200239463486,0.0368183906180711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0963592041233257,0,0,0,0,0,0,0,0,0,0,0,0.41548798329986,0,0,0,0,0,0,0,0.00629675322989506,0,0,0,0,0,0,0,0,0.0478403172159906,0,8.67361737988404e-19,0,0,0,0,0,0,0.0648462632473701,0,0,0.00869125544573823,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.167201486574769,0,0,0,0,0,0,0.106267061660787,0,0,0,0,0.016107290074166,4.48357244520383e-05,0,0,0,0,0.156822819719812,0,0.106624697203315,0,0,0,-0.0892452042138624,0,0,0,0,0.0743552994102173,0,0,0,0,0.0442044279402359,0,0,0,0,0.00796593420540665,0,0,0,0,0,0,0,0,0.0520510570102245,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778184947251712,0,0,0.0508160789911577,0,0,0,0.103290886587969,0,0,0.0861734252572948,0,0,0,0,0,0,0.0366515595685666,0,0,0.028083683644403,0,7.44161685037149e-05,0,0,0,0,0,0,0,0,0,0.00780758102199676,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092067134690158,0,0,0.0563051156034281,0.102446089110973,0,0,0,0,0,0,0,0,0.0608141389955738,0.00874202098173009,0,0,0,0,0,0,0,0,0,0.311287771820833,0,0,-0.0177586476516449,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465955384000603,0,0,0,0,0,0,0.248359558894325,0.0566948361560991,0,0,0,0,0,0,0,0,0,0,0,0.118112476337035,0.00384777015627553,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.0101627053476973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518836722684846,0.0833172188620629,0,0,0,0.0152261537683632,0,0,0,0,0,0,0,0.0794524549073943,0,0,0,0,0,0,0.0613418990154873,0,0,0,0,0.234865331849754,0,0,0,0,0,0,0,0,0,0
