,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600027.SH,X600583.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X600315.SH,X600490.SH,X600489.SH,X000629.SZ,X000709.SZ,X600547.SH,X000831.SZ,X600352.SH,X000825.SZ,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X000983.SZ,X600549.SH,X600307.SH,X000937.SZ,X002470.SZ,X000027.SZ,X600578.SH,X000960.SZ,X600863.SH,X000959.SZ,X000761.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,-3.46944695195361e-18,0.0700061237319505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740649518639813,0.0274474677922865,0,0,0,0,0,0,0,0.0230230609952929,0,0,0,0,0,0,0,0,0,0,0.0126337702532194,0.0189576034065933,0.00497256211129861,0,0,0,0,0,0,0,0,0,-0.0009939376354738,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.190489472087981,0,0,0,0,0,0,0.0621691980438351,0,0,0,0,0,0,0,0,0.0882116783593255,0,0.0470237417933831,0,0,0.00162782938134643,0,0,0,0,0,0,0,0,0,0,0,0,0.105131859113856,0,0,0,0,0,0,0.0621426907190285,0,0,-0.0124925834051069,0,0.0307240947661674,0,-0.0136320301132147,0.0167449236441823,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0559930898822522,0,0,0,0,0,0,0,0,0,0,0.0365144835552691,0,0,0,0,0,0,0.0501757351126876,0,0,0,0,0,0,0,0,0,0,0.28641209616643,0,0.0218165396719103,0.107141995320928,0,0,0,-0.0424355815847314,0,0,0,0,0,-0.000341604506773808,0.0120792134997496,0,0,0,0,0,0
X600585.SH,0,0.105761616281595,0.0979997720750269,0,0,0,0.118477092884714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381587603380606,0,0,0,0,0.0483977890340134,0.134571894635293,0,0,0,0,0,0,0,0,0,0,0,0.0015962542066179,0,0,0,0,0.047283637876114,0,0,0,0,-8.67361737988404e-19,0,-0.00131373132548897,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0983588936495377,0,0,0,0,0,0,0,0.0125887825030675,0,0,0,0.0666445475457638,0,-0.0601768700436144,0.0677180704079132,0,0,0,0,0,-0.00377649731353863,0,0,0,0,0,0,0,0,0.056496598510758,0,0,0,0,0,0,0,0,0,0,0,0.0687914832560564,0,0,0,0.00937977065558304,0.0262531635407224,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636852079829899,0,0,0,0,0,0,0,0.087011201464661,0,0,0,0.0274480561041271,0.144606141197023,0,0,0,0,0.0938780294184035,0.034652783202312,0,0,0,0.00775847122360887,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0143626741063919,0,0.0353389194533692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817468410585558,0,0,0,0,0,0,0,0.0964113289371586,0,0,0.0417907821348935,0,0,0,0,0.0715879238706784,0.0185405752550935,0,0,0,0.158249226733787,0,0,0,0,0,0,0,0,0,0.00412312685663258,-0.00246730844329945,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244535473538148,0,0,0,0,0.00643944297484425,0,0,0,0.141254534069592,0,0,0,0,0.0321281924508904,0,0,0,0,0,0,0,0,0,0,0.225171821493621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0674386440635151,0,0,0,0,0,0.0256531829594854,0,0,0,0,0,0,0,0.0324655430470845,0,0,0.0876590994051726,0,0.0475649353800754,0,0,0.0955218259890317,0,0,0.19077952371741,0.0539474944037147,0,0,0,0,0.0556888122447933,0.00226981961782753,0.00455149447364369,0,0,0,-0.00532620092277905,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148145770868125,0,0,0,0,0,0.198590311129995,0,0,0,0,0,0.264023032196176,0,0,0,0,0,0,0,0,0.0985563484755804,0,0,0,0,0,0.0014416980771183,0,0,0,0.0505712436318542,0,0,0,-0.00704015704254201,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.00177746945952113,0.0907128083141745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034835617709403,0.0438309546262375,0,0,0,0,0.0185166955526116,0,0,0,0,0,0,0,0.35677252065456,0.0613777226321325,0,0.0546193011435667,0,0,0,0,0.0256869227949465,0,1.73472347597681e-18,0,0,0,-0.00244282996027856,-0.0038496741331095,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019350704337758,0.0920787569022884,0.0668431155913612,0,0,0,0,0,0,0,0,0.0540014987862186,0,0,0,0,0,0,0,0,0,0,0.133077649875727,0,0,0,0,0,0,0,0,0,0.0480971882600986,0,0,0,0,0,-0.00825577959723276,0.0194963481258706,0,0,0,0,0,0
