,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X000792.SZ,X600188.SH,X601158.SH,X600160.SH,X600623.SH,X600309.SH,X000883.SZ,X600583.SH,X600660.SH,X000539.SZ,X000027.SZ,X600352.SH,X000898.SZ,X002466.SZ,X000709.SZ,X600098.SH,X000630.SZ,X002470.SZ,X600021.SH,X000629.SZ,X600578.SH,X600547.SH,X000060.SZ,X600489.SH,X002004.SZ,X000012.SZ,X600022.SH,X600315.SH,X300072.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0724631928845866,0,0,0.076709471317242,0,0,0,0,0,0.139428635573498,0,0,0,0,0,0,0,0,0.0517910882987139,0,0,0,0.0500462250320359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.102690643907887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672016225646071,0,0,0,0,0,0.14933106850037,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0577454078322619,0,0,0,0,0,0,0,0,0,0,0,0,0.0109630307020251,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.28938645203866,0,0,0,0,0,0,0,0,0,0,0,0.0102877396033282,0.117856006252104,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0238799698414981,0,0,0,0,0.0319478497911742,0,0,0.0376050445967368,0,0,0,0,0,0,0,0,0,-0.00739092241888004,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368245098646636,0.160942292723113,0,0.0428016365692959,0,0,0,0,0,0,0,0,0,0,0,0.0961684427117328,0,0,0.10720989548276,0,0,0,0.0114469447921875,0,0,0.0290908090966825,0,0,0,0,0,0,0.0101549170089036,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131926858046104,0.331554865230322,0,0,0,0.0823168082439094,0,0,0,0,0,0,0,0,0,0,0,0.00514760360933063,0,0,0,0,0,0.127022626416843,0,0,0.1058588158482,0,0.0340573377912611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0702609083056579,0,0,0,0,0,0.211197794116583,0,0.00350535685124432,0.0522591076708176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295156687352266,0,0.013965606128139,0,0,0,0,0,0,2.75453375778573e-05,0.0238847318016473,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0698806543724218,0,0,0,0,0,0.0648059142114522,0,0,0,0,0,0,0,0,0.220708348063843,0,0,0,0,0,0.0406902844272638,0,0.030862049247141,0,0,0,0,0,0,0.0592089709995806,0,0,0,0,0,0,0,0,0.0159342178232827,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0793168918858782,0,0,0.246949971111876,0.094737711339712,0,0,0,0.0584414889235307,0.019706718343277,0,0.0177553021811938,0,0,0,0,0,0,0.0189385201184903,0,0,0,0,0,0,0.0109674642254086,0,0,0,0,0.0690787230194037,0,0,0.107921951532417,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.0610498790197501,0,0,0.0379064421838145,0,0,0.00392296269684031,0,0,0,0,0,0,0,0,0,0,0,0,0.0857449162973765,0,0.0114623179266732,0,0.0995445343956779,0,0,0.16945662348917,0,0,0,0,0,0.0734735210634157,0,0,0,0,0,0,0,-0.0034191316644716,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.186133288067576,0,0,0.14713781130751,0,0,0,0,0,0.170738947344107,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161457803513845,0,0,0,0,0,0,0,0,0.00747888547156106,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449534388610174,0.0424392109994654,0.150043413631235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182260428868238,0,0,0,0.0580075252144235,0,0.0205896839278956,0.0180386272142987,0,0,0,0,0,0,0.00944905093960982,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202876109008066,0,0,0,0,0,0.0615103066225902,0,0,0,0,0,0,0,0.130619576389469,0,0,0,0,0.157039577671547,0,0,0,0,0,0,0.183130220909698,0,0,0,0,0,0,0,0,0,0.0110651417737495,0,0,0,0,0,0
