,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600489.SH,X600111.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600299.SH,X000792.SZ,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X600583.SH,X002075.SZ,X601158.SH,X000723.SZ,X000709.SZ,X000883.SZ,X600352.SH,X000983.SZ,X000898.SZ,X600176.SH,X000027.SZ,X000630.SZ,X000060.SZ,X000539.SZ,X002470.SZ,X002460.SZ,X002407.SZ,X600612.SH,X000012.SZ,X000937.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0216507135799532,0,0,0,0,0.028333543025031,0,0.0128873536858489,0,0,0,0,0.0695038972364652,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0994006812305329,0,0,0,0,0,0,0,0,0,0,0,0.0161100912319177,0,0.0372182410798084,0,0,0,0,0,0,0,-0.0051994912720825,0.0348463231262184,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.15652389991451,-0.000494674299780678,0,0,0,0,0,0,0,0,0,0,0,0,0.0108909681624587,0,0,0.0773628370136212,0,0,0.00767402930789095,0,0,0,0,0,0,0.0639408678949534,0.0296583189851166,0,0,0,0,0,0,0,0,-0.0309588170588967,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0152031637008134,0,-0.00367948073650892,0.0138050650082746,0,0,0,0,0,0,0.0369044307040516,0,0,0,0,0.0109602132152995,0,0.01268826601379,0,0,0,0.022048139598177,0,0.0167446857547122,0,0,0,0,0.122772378680494,0,0,0,0,0,0,0,0,0,0,0,0,0.0625728711173268,0.0599494187703231,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.00834901816291126,0.208492235453082,0,0,0.0965982238627618,0,0.018404068131377,0,0,0,-0.023912239055639,0,0,0,0,0,3.3881317890172e-21,0,0,0,0.0669385176436251,0,0,0,0,0,0,0,-0.00107460378642079,0,0,0,0,0,0,0.0761583800402431,0,0,0,0.0807646133960984,0,0,0.0745372764820531,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0122979616785268,0,0.0412000277596949,0,0,0,0.325615093798034,0,0,0,0,0,0,0,0,0.0314200885991846,0,0,0,0.0885378276455412,0,0,0,0.0874155750317927,0,0,0,0.0048889276961569,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00591172174659942,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0890549192448447,0,0,0,0,0.0757620060384241,0,0.0656615438318915,0,0,0,0,0,0,0.0200697920504843,0,0.186972367804781,0,0.0712817153278487,0,0,0,0.013072556687297,0.0765323950143148,0,0.0102135387514759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511486141823486,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0100824720543113,-1.73472347597681e-18,0,0,0,0,0.0291648158981483,0,-0.00514324598088102,0,0,0,0,0.0177102099318288,0.0403996380383273,0,0,0,0,0.0765039960842022,0,0.0266375488051244,0.0385386940850223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791659528766678,0,0,0.118471955230713,0,0,0,0.08094288220831,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0742146770103783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997016594572518,0,0,0,0.023752392176292,0,0.0411062025975675,0,0,0,0,0,0.0834133919897633,0,0,0,0,0.113976161311354,0,0,0,0,0,0.0957824608548917,0.0845311397805027,-1.73472347597681e-18,0,-0.00956209196077841,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261794088327224,0,0.0435115524328844,0.257134628118636,0.061138086822918,0,0,0.158607061484186,0.0280044541185283,0.0537662326820962,0.189207490338948,0,0,0,0,0,0,0,0.0127353122425603,0,0,0,0,0.0683723759344006,0,0,0,0,0,0.0671162697959798,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.00433848261682655,0,0,0,0.475577721004604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174130736217852,0,0.0316716764313549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
