,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X002466.SZ,X601991.SH,X600660.SH,X600547.SH,X600886.SH,X300072.SZ,X600111.SH,X600516.SH,X000709.SZ,X600157.SH,X600027.SH,X002460.SZ,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X002092.SZ,X600808.SH,X600352.SH,X601158.SH,X000630.SZ,X600219.SH,X000883.SZ,X002271.SZ,X000983.SZ,X600176.SH,X000792.SZ,X000723.SZ,X600299.SH,X600578.SH,X600549.SH,X000408.SZ,X000060.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0972185715881847,0,0,0,-0.0181056546649371,0,0,0.0734793929445309,0.0378294438469198,-0.0184455698342932,0,0,0,0,0,0,0,0,0,-0.0176740621202563,0,0,-0.0629620716220011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208209083406592,0,0,-0.0302191326084827,0,-0.0102717019786192,-0.0114188232129246,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.227967077441406,0,0,0,0,0,0,0,0,0.069715229266321,-0.0300660878186066,0,0,0,-0.102396654216868,0,0,0,-0.0247267864402789,0,0,-0.0318081033494767,0,0,-0.0365701526035896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070324968815939,-0.0307912031727165,0,0,0,-0.0218417766345008,0,0,0,0,-0.0589473062433652,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244704545733125,0,0,0,0.0127175247737742,0,0,0,0.00339978245544173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00795857852386213,0,0,0,0,0.0841282702536214,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.305198381759774,0,0,0.0144797985800235,0,0.00676897202934657,0,0,0,0,0,0,0,0,-0.00782616752125921,0,0,0,0,0,0,0,0,0,0.306468725090926,0,0,0,0,0,0.00807593506324983,0,0,0,0,0,0,0,0,0,0,0,-0.0135112178456571,0.0274569820533652,0,0,0,0,0,0
X600585.SH,0,0,0,0.307194498194035,0,0,0,0.0388811422309568,0,0,0,0.0581683872239375,0,0,0,0,-0.0582272249416859,0.214240046188266,0,0,0,0,-0.00635905529652245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294773033244188,0.0228868635344662,0,0,0,0,-0.0392230362980249,0.0554917053109027,0,-0.0820346597138349,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.142855786875519,0,0,0,0,0,0,0,-0.0461081242442496,0,0,0.028246065405929,0.0595694928954441,0,0.115449408246278,0,0,0,0,0,0,0,0,0.0478533161575613,0,0,0,0,0,0,0.0118482987834577,0,0,0,0,0,0,0,0,0.0416769211416298,0,-0.00774130277890903,0.00149966979027442,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.104373109618815,0,0,0,0,0.528863754129787,0,0.0314497315067995,0,-0.0743871406806547,0,0,0,0,0.059486417960666,0.0233278171692829,0,0.0837030971342347,0,0,0,-0.0678772101088004,0,0,0,0,0,0,0,0.199705218661342,0,0,0,0.1233556682656,0,-0.0867121088570897,0,-0.0583527393772057,0,0.0246824282249348,-0.0255962411699931,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323412825255618,0,0.040308665567039,0,0.133395456805872,0,0,0.186591838952108,-0.0687488866236842,0.0247863403717874,0,0,0,0,0,-0.00329388739724232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819977082623182,-0.058359257895343,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021375690951669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211833587974329,0.0409523963718853,0,0,0,0.142179747426094,0,0,0,0,0,0,0.261887986423869,0.0128141022756242,0,0,0,0,0,0,0,0,0,-0.0139938422567216,0.0232984028754073,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120042017859393,0.130385544448859,0,0.220030428200641,-0.0226024689110188,0,0.0492217025665874,0.0062018290379508,0,0,0,0,0,0,0,0,0,0.244831406190546,0,0,0,0,0,0,0,0,0,0,-0.00827541479067857,-0.0161472725332075,0,0,0,0,0,0
