,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600660.SH,X000877.SZ,X600010.SH,X000301.SZ,X600188.SH,X002271.SZ,X000708.SZ,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X600803.SH,X002326.SZ,X000408.SZ,X300037.SZ,X600219.SH,X600399.SH,X000723.SZ,X600688.SH,X000786.SZ,X601991.SH,X600141.SH,X600795.SH,X000825.SZ,X600352.SH,X300073.SZ,X600096.SH,X600489.SH,X002407.SZ,X002353.SZ,X002409.SZ,X600157.SH,X600516.SH,X000831.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.337386085677323,0,0,0,0,0,0,0,0,0,0,0.00948927786777972,0.0293697969851975,0.0747938996918712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404263502429492,0,0,0,0,0,0,0,0.0573165533351818,0,0.105410564294514,0.0671772742194857,0,0,0,0,0,0,-1.73472347597681e-18,-0.0128713646856106,0,0,0,-0.0656942567012092,0,0
X600028.SH,0.0849749722351209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662429976460321,0,0,0,0,0,0.00651523405449245,0,0,0,0.0224844867639069,0,0,0,0,0,0,0,0.0416661444112945,0.106699041199133,0,0,0,0,0,0,0,0.044412467945395,0,0,0,0,0.140140161507617,0,0,0,0,0,-0.0336538202383058,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230737338826472,0,0.0995758346537562,0.0635006147203605,0,0,0.431408349547768,0,0,0.0460824507794633,0,0,0,0,0,0,0.0462330697614935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.116312277959249,0,0,0,0.0273500865911593,0.0263266238754101,0,0,0.108737984630121,0,0,0,0,0.21943082527643,0.0483960412003636,0,-0.0905243728120688,0,0,0,0,0,0,0.0530242043909009,0,-0.069602823746704,0,0,0,0,0.0393347821318942,0,0,0,0.0710769164763425,0,0,0,0,0,0,0.0257969506449761,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,6.93889390390723e-18,0.408224033284426,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103418635763949,0,0,0,0,0,0,0,0,0,0,0,0.32604175670036,-0.0173296918390833,0,0,0,0,0,0,-0.00469065108260848,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0380437759128206,0,0,0,0,0,0,0.374355294822717,0,0,0.0214796994512956,0,0,0,0,0,0,0,0.0445821902011182,0.0560466193112261,0,-0.0880374501288895,0,0,0.0547458247551933,-0.0159709341108091,0,0,-0.00106381908657123,0,0.0837141744278894,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513598939529461,0,0,0.0263300272441545,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,-1.73472347597681e-18,0,0,0.102418033637037,0,0,0,0,0.287788189813004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150770330429458,0.22768056723252,0,0,0.198542908039425,0,0,0,0,-0.0355488563443376,0,0,0,0,0,0,0,0,0,0,0,0.184168571929769,0,0,-0.0093998747518995,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.548048449581411,0,0.00220024895786804,0,0,0,0,0,0.0990220715191444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000976104301520332,0.145880959266233,0,0,0.00338018151590479,0.00837841453114019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641541145500015,0,0,-0.00755738440658841,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.131414430409819,0.0998095576321636,0,0.0385009302917994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122715445073851,0,0,0,0.106967329712902,0,0,0,0,0,0.261656204342558,0,0,0,0,0,0,0,0,0.0315383102143444,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0848955407423874,0,0,0,0.0457118288503923,0.304713146200371,0,0,0,0,0,0,-0.0653511819161779,0,0,0,0,0,0,0,0,0.264228977822517,0,0,0,0,0.18909714101457,0,0,0,0,-0.101052112866648,0,0,0,0,0,0,0,0,0,0.087629437704491,0,0,0,0.025097545160913,0,0,0,0.0851017883984584,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.21226531674703,0,0,0,0.0252292811616602,0.0235469272213088,0,0,0,0,0,0,0,0.0154745751196939,0.106831957435193,0,0,0,0,0,0,0,0.0101065021694712,0,0,0,0,0,0,0,0.0599275301038329,0,0.0159482310944334,0.0691730979517096,0.183692048246842,0,0,0.0655697740541533,0,0,0.0259279520724354,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.424699792419778,0,0,0,0,0,0,0.110447329309381,0,-0.0122756845312271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538543679868392,0,0,0,0,0,0,0.0395053976684872,0,0.217181042277093,0,0,0,0,0,0,0.00245657609771904,0,0,0,0,0,0.025180123582215,0,0,0,0.0670482886526951,0,0
X600010.SH,0,0,0,0,0,0,0.360994000718114,0,0,0,0,0,0,0,0,0,0,0,0,0.0243321029320461,0,0,0,0,0,0,0,0,0,0,0,0,0.183421691127031,0,0,0,0,0.157795041173602,0,0,0,0,0,0,0,0,0,0.0912147429291765,0.00991200464713399,0,0,0.033391104832248,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437441790439739,0,0,0.0275790069776088,0,0.105112292263157,0,0.126044584258404,0,0.0882114455609246,0,0,0.140372337353929,0,0,0,0,0.192748576162593,0,0,0,-0.0773866687222682,0,0,0,0,0,0,-0.0126239396238532,0,0,0,0,0,0
X600188.SH,0,0,0.230156786342735,0,0,0,0.0245758535913911,0,0,0.123118153083014,0,0,0,0,0,0,0,-0.0490777304430474,0,0.0539844427458965,0.507327532664957,0,0,0,0,0,0,0.0755539463478368,0,0,0,0,0,0.0110216134154077,0,0,0,0,0.247750970561882,0,0,0,0,0,0,0,0,0,0.0746249248915593,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.168486161244495,0,0,-0.0501292924649574,0,0,0,0,0,0,0,0,-0.0262007738731489,-0.0218091796693611,0,0,0,0,0,0,0,0,0,0,0.672300453390457,0,0,0,0,0,-0.0476402059485551,-0.0193487897970159,0,0,0,0,0,0,0,0,0,-0.00440396809669665,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0280392730502346,0.00854770643849243,0,0,0,0,0,0.0243724259053258,0,0,0,0,0,0.0198676148729941,0,0,0,0,0,0,0,0,0,0,0,0.0741433949552611,0,0,0,0,0,0.0529501715228379,0,0,0.0203224069933956,0,0,0,0,0,0.0691876423350744,0,0,0,0,0.0371763802791527,0,0,0,0.0275436265633676,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674247964113108,0.0339363601503582,0,0,0,0,0,0,0,0,0,0,0.0183621333381015,0,0,0,0,-0.0980746274125466,0.179377487539958,0,0,0,0.61094433035818,0.11605615815827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806314759319655,0,0,0,0,-0.0602361027686206,0,0
X600547.SH,0,0,0,0,-0.0366024466396522,0,0,0,0,0,0,0,0,-0.00442284213687686,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0360946319822942,0,4.33680868994202e-19,0,0,-0.0164533391026276,0,0,0,0.00631229191684897,0,0,0,0,0.0380754487113698,0,0,0,0.00991695848538592,0.376675115502684,0,0,0,0,0,0,0,0,0,-0.0172958412309316,0,0,0,-0.0101996037324828,0,0
X601600.SH,0,0,0,0,0,0,0,0.0423108412661808,0,0,0,0.0811910316046786,0.0741867846631001,0,0.189162641202402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266151722512814,0,0,0,0,0,0.205622543947338,0,0,0.0413105579805028,0,0,0,0,0,0,0,0,0,0.00645108859377139,0,0,0,0,0,0,0
X601898.SH,0,0,0.683559406838705,0,0,0,0,0,0,0,0,0,0,0,0.0939851462081663,0,0,0,0,0.0998328530698714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563125382166843,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583323316568509,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0214656937801012,0,0,0,0,0,0,0,0,0.159373236608296,0.0423785887653914,0,0,-0.0525573270060516,0,0.0149865685030128,0,0,0,0,0,0,0,0,0,0,0.26940840161404,0,0,0,0.0596641768591854,0,0,0,0,0,0,0,0.391605503694194,0,0,0,0.125260205442206,0,0.0473297760067105,0,0,-0.0170537435002569,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.0324646251647867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155908887747637,0,0.154954460800823,0,0,0.0045528537598628,0,0,0,0,0,0,0,0,0,0,0,0,0.0276254794824349,0,0,0,0,0,0.0070287105799028,0,0,0,0.0169789123805377,0,0,0,0,0,0,0
X600886.SH,0,0,0.122728692223801,0,0,0,0,0,0,0,0,0.0193253344393219,0,0,0,0,0,0,0,0,0,0,0.16188545431306,0,0,0,0,0,0,0,0.101822321430914,0.181318951110496,0,0,0,0.163537820710878,0,0.186764634814478,0,0,0,0,0,-0.016666974175607,0,0,0,0.052842655392296,-0.154698737513421,0,0,0,-0.0513330035311161,0,0,0,0,0,0
X600426.SH,0,0,0.0672996542926601,0,0,0,0.0353781981937352,0,0.0350748407605656,0,0,0,0,0.0725694015296577,0.0889275160998498,0,0,-0.0208285102261951,0,0.0872305868190046,0,0,0,0,0,0,0,0,0,0,0,0,0.0901413489982863,0,0,0,0,0,0,0,0,0,0,0,0.0994183525180192,0,0,0.0658922730548581,0,0,0,0,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277282117334868,0,0,0,0.0528793734922643,0,0,0,0,0.0403546491972314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771103647475066,0.237369847406184,0,0,0,0.112342857728497,0,0,0,0,0,0,0,0,0,0.0468717370638223,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0.127405167659692,0,0,0,-0.000983662663286923,0.0600044953140559,0.12941183796445,0,0,0,0,0,0,0,0,0,0,0.382839899305909,0,0,0,0,0,0,0,0,0,0,0,-0.118256762250956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002326.SZ,0,0,0,0,0,0,0,0.141195311091912,0,0,0,0,0.213872782476656,0.559940483764646,0,0,0,0,0,0,-0.103580655646811,0,0,0,0,0,0,0,-0.0508292508948131,0,0,0,-0.166901413889763,0,0,0,0,0,0.252299604496126,0,0,0,0,0,0,0.0737058865540795,0,0,0.0882266679027216,0,0,0.123531292839999,0,0,0,0,0.0828667966911715,0,0
X000408.SZ,0,0,0,0,0.141116383182172,0,0,0.203337994723899,0,0.0285057596051225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615066142015102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198565732308235,0,0,0.123672414472064,0,0,0,0,0,0,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0.157945661068227,0,0,0,0,0,0,-0.0180564317272909,0,0,0,0,0,0.0728958921389087,0,-0.0336265120607132,0,0,0,0.0137993728293166,0,0,0,0,0,0,0,0,-0.074008719095445,0,0,0.159983549511363,0.0448353580890012,0,0,0,0,0.056259937288348,0,0,-0.0298090760368423,0,0,0,0,0,0,2.16840434497101e-19,-0.072803809247006,0,0,0,0,0,0
X600219.SH,0,0,0,0,0.00661695215176712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119383608025914,0,0.484667326640556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066058757663743,0,0.0285139632027129,0.120395073101314,0,0,0,0,0,0,0,0,0,0,0,0.0179664848787087,0,0,0,0,0.0955077407387958,0,0
X600399.SH,0,0,0,-0.101750568493004,0.206276977545139,0,0.137575681529213,0,0,0,0,0,0,0,0.0184971921103641,0,0,0.040915141449105,-0.158982473428019,0,0,0,0,0,0,0,0,0,0,0.107094341746067,-0.123367084135314,0,0,0,0,0,0,0,0,-0.0285776571668015,0,0,0,0,0,0,0,0,0.0586677186107599,0,0,0,-0.0507880648099337,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.0315661117410815,0,0,0,0,0,0.117032250138362,0.0539892611469215,0,0,0,-0.117002758009892,0,0,0.0408445205275683,0,0.107943582005482,0,0.0114211811302181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765221817208377,0,0,0,0,0,0,0,0,0.0947751927270583,0,0
X600688.SH,0,0,0,0,0,0,0.00828276074735703,0,0,0.133142926783849,0,0,0.0835723798135247,0,0,0,0,0,0,0,0.122666005064499,0,0,0,0,0,0,0,0,0,0,0,0.0820983002279167,0,0,0,0.0763950309567437,0,0,0,0,6.93889390390723e-18,0,0,0.00464326429013016,0,0,0,0,0,0,-0.0325881659726086,0,0,0,0,-0.148974535897904,0,0
