,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X000792.SZ,X601600.SH,X600362.SH,X600489.SH,X600688.SH,X600188.SH,X000786.SZ,X600352.SH,X601991.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X600486.SH,X000723.SZ,X000401.SZ,X002466.SZ,X600529.SH,X600126.SH,X600315.SH,X601158.SH,X002353.SZ,X600219.SH,X000898.SZ,X000932.SZ,X600612.SH,X000883.SZ,X600516.SH,X002409.SZ,X000553.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.111328620135001,0,0,0,0,0,0,0.121229200089095,0,0,0,0,0,0,0,0,0,0,0.0105713743126332,0.0369483364172281,0,0.102234000106212,0,0,0,0,0,0,0.0101332248506323,0,0.0363624469587266,0,0,0,0,0.0132856365848893,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0160598578524474,0,0,0.0253310867920232,0,0,0,-0.0204184225403472,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158829771365777,0,0,0,0,0,0,0,0,0,0,0,-0.016841647306821,0,0,0,0,0.00239778945179477,0,-0.00837324588799458,0,0,0.0906547958135108,0,0,0,0,0,0,0,0.00726136329767079,0,0.00193734284106299,-0.00688140356874331,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.125684461860558,0,0,0,0,0,0,0,0,-0.0280603481638831,0,0,0,0,0,0,0,0,0.108311233166959,0,0,0,0,0.00756672795095971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439535941150293,3.58377223753082e-05,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.173428176091868,0,0,0,0,0,0,0.494160680593417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283034042786614,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634610595798539,0.000171323045536331,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163165658436676,0.0526817134091252,0,0.104813552766776,0,0.0501958963885199,0.105304129414792,0,0,0,0.141060991900276,0,0,0,0,0,0,0,0,0,0.0169226286170593,0.00120030029115207,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657991454864273,0.0394619252216261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188293419510133,0,0,0,0,0,0.010807263442827,0.00678304967364289,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.00884484664926129,0,0,0,0,0,0,0,0,0,0,0.0591404825251189,0,0.126156473108516,0,0,0,0,0,0,0.050392642397446,0,0,0.0866200168863816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084645486213171,0.0145918183274022,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.169584240377933,0,0,0,0,0.206285535066368,0,0,0,0,0,0,0,0,0,0.0134947658289035,0,0,0,0,0,-0.067389727494725,0,-0.0872005370563481,0.0919814686130761,0,0,0,0,0,0,0.0157251326501006,0,0.0532791604959506,0,0,0.142576122465124,0,0,0,0,0,0,0,-0.00995519272239156,0,-0.000463280977595944,0.0462329895702173,0,0,0,0,0,0
X600011.SH,0,0,0.286119418428834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668328855672122,0,0,0,0.053385462503171,0,0,0,0.0518376878064793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155589259913239,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939588848872518,0,0,0,0,0.162118976972153,0.022834052939737,0,0,0,0.258069567286601,0,0,0,0,0,0.24525732424218,0.145511658576355,0,0,0.003996651346406,0,0,0,0,0,0,0
