,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601600.SH,X601898.SH,X600795.SH,X601991.SH,X600362.SH,X600027.SH,X600188.SH,X600111.SH,X601992.SH,X600157.SH,X600886.SH,X600623.SH,X600299.SH,X600547.SH,X600660.SH,X600489.SH,X000709.SZ,X000792.SZ,X601158.SH,X600352.SH,X600583.SH,X002466.SZ,X600309.SH,X000898.SZ,X000629.SZ,X000539.SZ,X000883.SZ,X000630.SZ,X000027.SZ,X000060.SZ,X002075.SZ,X000959.SZ,X000983.SZ,X600021.SH,X601699.SH,X600022.SH,X002470.SZ,X300072.SZ,X000012.SZ,X600176.SH,X600578.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.111196773834533,0,0.0778924269572167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652654201226055,0,0,0.0283715018323237,0,0,0,0.120708123213968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.153538939820955,0,0.0301572397348239,0,0,0,0,0.0295956558614121,0,0,0,0,0,0,0,0,0,0,0,0,0.036044057393449,0.111159213836332,0,0,0,0.0635594578529878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274622902222574,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.276133157205884,0,0,0,0,0,0,0,0.145637557461498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340985284819989,0,0,0,0,0,0,0,0,0,0.0199699759993959,0.103012465860915,0.0274725811602902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.174861168199187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530901322715192,0.00527838580229049,0,0,0.0413478618598228,0,0,0.0256748594641973,-4.33680868994202e-19,0,0,0,0.157711751767498,0,0,0.0231050445404186,0,0,0,0,0,0,0.0415720748123099,0,0,0,0,-0.0010631177234636,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0756461151790863,0,0,0,0,0,0.216161768502998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128430770863468,0,0,0.0911306284396672,0,0.0684985943868693,0,0.104834895902852,0,0.0593658228146954,0,0,0,0,0.0847246868733476,0,0,0,0,0,-0.00864220994782794,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0834090985907069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417913106505575,0,0,0,0,0,0.106809513224843,0,0.107190774195046,0,0,0,0.158969816580826,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00928404655681231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225481620402486,0,0,0,0,0.216851545468072,0,0,0,0,0,0,0.00587245897608785,0,0,0,0.134249805165949,0,0,0.0821614296500524,0,0,0,0,-0.00692423466401666,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061642357454388,0,0,0,0,0.0342505319674309,0.17388977728586,0,0,0,0,0.21276589903317,0,0,0,0.0228732915871672,0,0,0,0,0,0,0,0.219269760275372,0,0,0.0212457344178841,0.0858671120122132,0,0,0,0,0,0,0,0,0,0,0.040808412323432,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132463498548308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818653783640021,0,0,0,0.0360996094429219,0.155198545694472,0,0,0,0.0389479520700345,0,0.168232822038934,0,0,0,0,0,0,0,0,-0.0176576284162425,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.153970966654987,0,0,0,0,0,0,0,0,0,0,0,0,0.158674812607806,0,0,0.0653605951871789,0,0,0,0,0.0397375091150977,0,0,0.0767739959877379,0,0,0.170484670380049,0.0653981360519349,0,0,0,0,0,0,0,0,0,0,0.0441802701920376,0,0,0.112650577526617,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0760310100807272,0,0,0.0107389793069412,0,0.0967893283921549,0,0,0,0,0.0668107444416349,0,0,0.0767561552263618,0,0,0,0,0,0,3.46944695195361e-18,-1.73472347597681e-18,0,0.0173719792377258,0.220918792149091,0.0248391661912269,0,0,0.0585524896372662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128315268706841,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103625442704603,0,0,0,0,0,0,0,0,0,0,0.0719551352947718,0.0549249185280931,0,0,0.0428777270446439,0,0,0,0,0.0414719541097723,0,0,0,0.105567973727885,0,0.280344557718148,0,0,0.0142913343771645,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019425415196747,0,0.0789814706361482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275888485336527,0,0,0,0,0.141861068923935,0,0,0,0.142638703750507,0,0,0,0,0.0999909233964807,0.229653360271262,0,0,0,0,0,0,0,0,0,0,0
