,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600362.SH,X600111.SH,X600157.SH,X600027.SH,X600886.SH,X600188.SH,X000883.SZ,X600021.SH,X600583.SH,X600309.SH,X601158.SH,X600352.SH,X601992.SH,X000709.SZ,X000027.SZ,X000539.SZ,X000898.SZ,X000792.SZ,X600808.SH,X000060.SZ,X002470.SZ,X000825.SZ,X600489.SH,X600660.SH,X002353.SZ,X000629.SZ,X600547.SH,X600307.SH,X002075.SZ,X600863.SH,X600098.SH,X600578.SH,X600008.SH,X000831.SZ,X600549.SH,X600219.SH,X000012.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.385201510432934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137103547509133,0,0,0,0.0277031353989331,0,0.0738825105479302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00365297094525699,0,0,0,0,0,0,0
X600028.SH,0.567793720670918,0,0,0,0,0.0451348842252064,0,0,-4.33680868994202e-19,0.112850068285878,0.00188869202296753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972214162246525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099830457109368,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0248356523878918,0.289780031373535,0,0,0,0,0,0,0,0.0239552279628547,0,0,0.141638556691858,0,0,0,0.0467916483741505,0,0.00269564392387917,0,0.138642199492423,0,0,0.00274709262997081,0,0.0151173335925688,0,0,0,0,0,0,0.0266563611872872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530322926125784,0,0,0,0,0,0,0,0,0,0,0,0,0.0797392248101413,0,0,0,0.187311677051923,0,0,0,0,0,0,0.0300495557804837,0,0,0,0,0,0.291083926666993,0,0,0,0,0,0,0,-0.00968272279557734,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0757879046981693,0,0,0,0.0370988226714277,0.114146118035332,0,0,0,0,0,0,0,0,0.068964285600789,0,0,0,0,0,0,0,0.0341175576352522,0,0,0,0,0,0.193055321458789,0,0,0,0,0,0,0,0,0,0.20871288759234,0,0,0,0,0,0,0,-0.00603257376598653,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0114069207614934,0.333656008681507,0,0,0,0,0,0,0,0,0,0.0404299625838473,0,0,0,0,0,0.218872435256663,0,0,0.175927338671619,0,0.0122423386143148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0749623400064187,0,0,0,0,0.105885814697786,0,0.11250062585886,0,0,0,0.0305823768834142,0.0405153975739865,0.15880687598355,0,0,0.0898335384698008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344655340271365,0,0,0,0,0,0,0,0,0,-0.000721589870846758,0.0153950188074943,0,0,0,0,0,0
X600585.SH,0,0,0.203157880665924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204378526325093,0,0,0,0.0243784016183798,0.0878386890684366,0,0,0.0915996529409581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590656603110581,0,0.00576650037820156,0,0,0,0,0,0,0,0,0.000827075795220963,-0.00151798525231304,0,0,0,0,0,0
X601600.SH,0,0,0.519215622478869,0,0,0,0,0,0,0.0268867815757409,0.0457395216121135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132351344015429,0.0706292345997517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227391115638095,0,0,0,0,0,0
X601898.SH,0,0,0.115719345285836,0,0,0.143430000890492,0,0,0.0793076045852343,0,0.118514316767699,0.0358080013147539,0,0,0,0,0,0.0449676474776376,0,0,0,0,0,0,0,0,0,0,0.0956189365279884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286981965078661,0,0,0,0,0,0
