,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000630.SZ,X000792.SZ,X000709.SZ,X600352.SH,X000898.SZ,X600021.SH,X600660.SH,X000883.SZ,X002466.SZ,X002470.SZ,X600623.SH,X600098.SH,X601918.SH,X600489.SH,X000060.SZ,X600307.SH,X600547.SH,X600863.SH,X300072.SZ,X000629.SZ,X600022.SH,X600578.SH,X600808.SH,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.56627612512756,0,0,0,0,0,0.137803672049375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755752604128788,0,0,0,0,0,0,0,0,-0.017082539046018,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0662067692265176,0,0,0,0,0,0,0.0525009761671875,0,0,0,0,0.0220739207709291,0,0,0.0429363785323806,0,0,0,0,0,0,0,0.0745076347757583,0,0,0,0,-8.67361737988404e-19,0,0.0123161066312772,0,0,0.0142381553683275,0,0,0,0,0,0,0,0,0,-0.0155098410615999,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.12256426949959,0,0,0,0,0,0,0,0.349092164742219,0,0,0,0,0,0,0,0,0.0418698841624897,0.111290134602726,0,0,0,0,0,0,0,0,0,0,0,0.115917008104247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268545450703862,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.398285662479751,0.204952808652015,0,0,0,0,0.0477206145156527,0,0,0,0.0900236390684599,0,0,0,0,0,0,0,0,0,0,0,0,0.00261384882035984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112516722441066,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103884295242945,0,0.15212775492923,0.227977092294865,0,0,0,0,0.165620145580279,0,0,0,0,0,0,0,0,0,0.0426385941818908,0,0,0,0,0,0,0.127355735316772,1.73472347597681e-18,0.00333061112226981,0,0,0,0,0,0,0,0,-0.0202562686873915,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.188087162689908,0,0,0.00937823679944427,0,0,0,0.0174307495867519,0,0,0,0,0,0,0,0,0,0.000129826742081066,0,0,0,0,0,0,0,0,0,0,0.0946094215250649,0.0165399696545149,0,0,0,0,0,0.077187173803073,0.0169847375003269,0,0,0,0,0,0,0,0,0,-0.0286084180999594,0,0,0,0,0,0,0
X600585.SH,0,0,0.102806332144214,0,0,0,0,0,0.0534486688367818,0,0,0,0,0,0,0,0,0.0893614210000604,0,0,0,-8.67361737988404e-19,0,0.305516834120111,0,0,0,0,0,0,0,0,0,0,0,0.0302815959058479,0,0,0,0,0,0,0.0338602496334768,0,0,0,0,0,0,0,-0.00819806351480382,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478614438918967,0,0,0,0,0,0,0,0.0598251472848033,0,0,0,0,0,0,0,0.365377020047035,0,0,0,0,0,0,0.163616594921329,0,0,0,0,0,0,0,0,0,0,0,0,-0.036377231977125,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115119866922536,0.00814555363425742,0,0.293806383107325,0,0,0,0,0,0.0267644826230568,0,0,0.0254838145322666,0,0,0,0.0173462131480728,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0207434681355632,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.11323572470235,0,0,0,0,0,0,0.236584400083189,0,0,0,0.0574636547323722,0.0339623916322073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414884677677403,0,0.0540917403397028,0,-3.46944695195361e-18,0.0756146047316914,0.0293247448678405,0.0844429342070684,0,0,0,0.083888975468755,0.0371106005833386,0,0,0,0,-0.00811379949261427,0,0,0,0,0,0,0
