,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600176.SH,X600886.SH,X600011.SH,X600219.SH,X000786.SZ,X000723.SZ,X000408.SZ,X000825.SZ,X000932.SZ,X600399.SH,X601991.SH,X000831.SZ,X000959.SZ,X002080.SZ,X600795.SH,X600803.SH,X300037.SZ,X000807.SZ,X000898.SZ,X002409.SZ,X601699.SH,X600352.SH,X002407.SZ,X000027.SZ,X002145.SZ,X600549.SH,X600486.SH,X600489.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0417185521891443,0,0,0,0,0.0350011874051477,0,0,0,0,0,0.0271840086380714,0,0.0361365759630701,0,0,0.0184511630613028,0.0331399345222411,0,0,0,0,0.0844491195074853,0,0,0,0,0,0,0.034124898339764,0,0,0,0,0,0.00511471859891261,0,0.0550783642513354,0,0,0.0256447919454614,0,0,0,0,0,0,0,-0.00876433435722926,0,0,0,0,0,0
X600028.SH,0.179940486344442,0,0,0,-0.0526520864052806,0.00340928034753901,0,0,0,0,0,0,0.0367644383468633,0,0.0654349683422008,0,0,0.00172313894685047,0,0,0.0234724234985899,0.0340993856913537,0,0,0,0,0,0,0,0.00651100724920165,-0.0468705428908668,0,0,0,0,0,0,0,0.0505480450405343,0,-0.0151053516227485,0.00698084954399205,0,0,0,0,0,0,0,0,0,-0.0173224171258509,0.0345374150788455,0,0,0,0,0,0
X601088.SH,0.00440386728683356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139558605779127,0.0391283885342044,0.191810300406672,0,0,0.00644684264639937,0.110029941732059,0,0,0,0.0065167641329944,0,0,0,0,0,0,0,0,0,0,0,-0.0705910799818137,0,0,0,0,0,0,0,0,0.036257558928786,0,0,0.172814085096333,0,0.0118724452369443,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0597130140159311,0,0,0,0.0445022788415391,0,0,0,0,0,0.113062969067298,0.11866030213605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574174078472659,0.038493605532522,0,0,0,0,0,0.0876980989073644,0,0,0,0,0,0,0.00515841890172199,0.0229161327359467,0,0,0,-0.0272092120300858,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.298479807468756,0,0,0,0,0.166895712621246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302110784610017,0,0.0140112314607497,0.0402748526772904,0,0.333785196511288,0,0.0972425106891957,0,0,0,0,0,0.0397537878169874,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351421355842663,0.026911455687439,0,0,0,0,0,0,0.0306811445455298,0,0,0,0.0538857851319668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00217662761053001,0.0129742610451609,0,0,0,0,0,0,0,0.509881677738663,0,0.0176818272408216,0.0377335443362984,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671736828850534,0,0,0,0,-0.0170107783514768,0,0,0,0,0,0,0,0,0,0,0.1381497473434,0,0,0,0,0,0,0,-0.0726764167196103,0,0.352744672019308,0,0,0,0.0685841229050865,0,0,0.00403113637114999,0,0,0,0,0.0011408976539505,0,0,0,0,-0.0603342041141586,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.125384708443296,0,0,0,0,0,0,0,0,0.0769527853749079,-0.0205161682822325,0,0,0,0.0469980078519773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158263148227386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672816977903652,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0579001187024454,0,0,0,0.396477424638781,0,0.31295929044395,0,-0.0502948336579549,0.110908875734537,0,0.357314435178963,0,-0.114898815972207,0,0,0,0,0,0,0,0,0.0680736488702509,0.145582664417673,0.159272662054927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547542477990904,0,0,0,0,0,0,0
