,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X600176.SH,X601600.SH,X600426.SH,X000786.SZ,X600886.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X601991.SH,X000301.SZ,X600795.SH,X600352.SH,X600489.SH,X600801.SH,X300037.SZ,X600486.SH,X002080.SZ,X600219.SH,X600688.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X601168.SH,X000027.SZ,X600529.SH,X600299.SH,X000932.SZ,X000898.SZ,X600399.SH,X000723.SZ,X000630.SZ,X300073.SZ,X600516.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.121105653744423,0,0,0,0,0,0,0.00750326307660141,0,0.0603800643325024,0,0,0,0,0,0,0,0,0,0.000682486129127454,0,0,0,0,0,0,0.0042364509153861,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00209208548944804,0,0,0,0,-0.00114982760147913,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0381929979773355,0.034845394711662,0.00104453536915061,0,0,0,0,0,0.00200053554643323,-0.0142205942310977,0,0,0.0308464200085627,0,0.0209344080651006,0,0,0,0,0,0,0.0559354362129879,0,0,0,0,0,0,0,0,0,0,0,0.121902153788524,0,0,0,0,0,0,0,0,0,0,0,0,-0.0089936773013148,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0553906129907917,0,0,0,0,0,0.355816322018867,0,0,0.163045435043373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127282758858178,0,0
X600309.SH,0,0,0,0,0,0.0849459670728546,0,0,0.0881221890571096,0,0,-0.150401341308621,0,0,0,0,0,0,0.0176924841694577,-0.0118931360628688,0,0,0,0,0,0,0,0,0,0,0.260146706197265,0.0601969309267232,0,0,-0.0362722333210133,0,0,0,0,0,-0.0671514594573687,0,0.00771734247400607,3.46944695195361e-18,0,0,0,0,0,0,0,0.029794810904213,0,0,0,0,-0.00201022352467425,0,0
X600585.SH,0,0,0,0,0,0.0211291873326092,0.0402498389317401,0,0,0.0795907741615702,0,0,0,0,0,0,0,0,0.0263336833692496,-0.0193623375622495,0,-3.46944695195361e-18,0,0,0.00321706700894768,0,0,0,0,0,0,0,0,0,0,0,-0.0312153016252165,0,0.0623731838072527,0,0,0,0,0.156226215395452,0,0,0,0,0,0,0,0.0139847546048703,0.0171494872545714,0,0,0,0.00035433797371926,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364996787407718,0,0,0,0,0,0,0,0,0,0.29750078255283,0,0,0,0,0,0,0,0,0.080950687320242,0,0,0,0,0,0,0,0,0.0725316716744715,0,0,0,0.006635589876009,0,0,0,0,-0.00552150287266962,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0699698497851909,0,0,0,0,0.111352156587979,0,0,0,0,0,0.0935463553953058,-0.0429455659092355,0,0,0.0400795762568842,0,0,0,0,0,0,0.0243608733484626,0,0,0.0348548287320434,0,0,0,0,0,0.113289786262229,0,0,0,0,0,0.0512231643314171,0,0,0,0,0,0,0.0514656876660276,0,0,0,0,-0.000248632758072291,0,0
X600660.SH,0,0,0,0,0,0.0998540069515732,-0.0604196050560355,0,0,0,0,0,0,0,0,-0.0914268722236065,0,0,0,-0.0274421572889812,0,0,0,0,0.0196911104421774,0,0.0633457712757836,0,0.147301079615938,0.147010804598341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.00795216066541623,0,0,0,0,0.0164444401206142,0,0
X000708.SZ,0,0,0.0827421762202191,0,0,0,0.00959611278077373,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0774076169744561,0,0,0,0,0,0,0,0,-0.0306365500814324,0.09429941869585,0,0,0,0,0,0,0,0,0.0783540689358312,0,0,0,0,0.193072449355243,0,0,0,0,-0.0206182050866487,0.0433044717056641,0,0,0,-0.00359874770127292,0,0
X600547.SH,0,0,0,0,0,0.0270953088626538,0,0,0.0434691789361077,0,0,0,0,-0.0675112323062389,0,0,0,0,0,-0.0400651583883657,0,0,0,0,0,0,0,0.645615865346256,0,0,-0.00877495184350852,0,0,0,0,0,0,0,0.0332700599554831,0,0,0,0,0,0,0,0,0.0504944577522157,0,0,0,0.0103032750110134,0.00330247022348684,0,0,0,0.00530353975790015,0,0
