,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X000792.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600299.SH,X600027.SH,X600111.SH,X600489.SH,X600176.SH,X000723.SZ,X002466.SZ,X002075.SZ,X000401.SZ,X600126.SH,X600426.SH,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X002353.SZ,X000932.SZ,X000883.SZ,X600583.SH,X600486.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0765002654917432,0,0.0201040077099505,0,0,0.247519320441887,0,0,0,0,0.00249794660754906,0.0259686537936122,0,0,0,0,0,0,0,0,0,0,0,0,0.0113812371747179,0.0298231001245331,0,0,0,0,0,0,0,0,0,0,0,0.0699428466685951,0,0,0,0,0,0,0.0048166835462856,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0223766981766554,0,0,0,0,0,0,0,0,0,0,0.0242635189346879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423974040982821,0,0,0.0391171644594072,0,0,0.027771107470767,0,0,0,0,0,0.0217658050971989,0.00751256619945936,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00151519443458768,0,0,0.114727261794739,0,0,0,0,0,0,0,0.0118172143202601,0,0,0,0,0,0,0,0.0788509103134741,0,0,0,0,0,0,0,0,0,0,0,0.221673331567798,0,0,0,0,0,0,0,0,0,0,0,0,0.0127765857416046,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.381699971094509,0,0,0,0,0,0,0.113465817878798,0,0.0831195666965158,0,0,0,0,0,0,0,0,0,0,0,0.0101895559921554,0,0.176122562921891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184371585852242,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0363662308572413,0,0,0,0,0,0,0,0,0,0.0692082351275463,0,0,0,0,0,0,0,0,0,0,0,0.0715516543263047,0,0,0,0,0,0,0,0,0,0.0868474892789356,0,0,0.199967507617835,0,0,0,0,0,0.0348955396198214,0.0164392926749512,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.117932870135211,0.0137566137256694,0.00489123991437827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88773584313863,0,0,0,0.0492017528095374,0,0.0728572638251635,0,0.0407605479847452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331072367037876,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0414995163528867,0,0,0,0,0,0.18695063869047,0.218886682346221,0,0.0151882026382275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620565722560313,0.0442401217127119,0,0,0,0,0.00200521293472447,0.0023194447815243,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0675193484028135,0,0.141636566807176,0,0,0,0,0,0,0,0.0372039478996307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588669719108197,0.0629825455989503,0.0801615615464769,0,0,0,0,0,0,0,0,0,0.274955789314042,0,0,0,0,0,0.0271454724371567,-0.0136860689052368,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0802640992687442,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0703251355574485,0,0,0,0,0,0.0423640863343743,0,0.185710859313935,0.340975616813424,0,0,0,0,0,0,0,0,0,0.0134383890798643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532081873065488,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.126539207942561,0.346542589085979,0,0,0,0,0,0,0,-0.0356587909242841,0,0,0,0,0,0,0,0,0,0.180778148813036,0,0,0,0,0,0.0519519746930608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194115020538617,0.0112129582079332,0,0,0,0,0,0
