,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600795.SH,X601600.SH,X600547.SH,X601991.SH,X002271.SZ,X600027.SH,X600426.SH,X600803.SH,X600362.SH,X600176.SH,X000983.SZ,X000723.SZ,X601699.SH,X000408.SZ,X000629.SZ,X600348.SH,X600096.SH,X600995.SH,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X000933.SZ,X600157.SH,X300073.SZ,X002080.SZ,X002353.SZ,X600549.SH,X000807.SZ,X600985.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.127250629526683,-0.0594891362636375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467166456958256,0,0.199014436695147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150189246720256,0,0
X601088.SH,0,0,0,0,0.347064717592456,0.194061584764927,0,0,0,0.145185753556777,0.169745641456032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720110141978644,0,0,0,-0.0818399517428593,0,0.0153590536839826,-0.0716316201080977,0,0,0,0,0,0,0,0,0,-0.0459983153364078,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0180332842954447,0,0,0,0.0109732807706565,0,0.0178988373431871,0,0,0,0,0,0.0411456832084845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738065661976588,0,0,0,0.00192689361208998,-0.0127079132421195,0,0,0,0,0,0.0152385511710223,0,0.0162659003138132,0,0,0,0,0,0,0,0,0.0139825606960017,-0.00342089261251451,0,0,0,-0.0113329645134525,0,0
X600309.SH,0,0.0260751796375211,0,0,0.00245194665350704,0.0170406232062756,0,0,0,0.0666769512256749,0,0,0,0.0308117379021893,0,0,0,0,0,0,0,0,0,0,0,0.0683050415920224,0,0,0.0837753426155856,0,0,0,0,0,0,0.00868103475347252,0,0,0.0213418878482106,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00327743870732473,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.597686878192361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213484953352094,0,0,0,0,0,0.0319103790203997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000952707773028697,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.476783751415364,0,0.230525004639888,0,0,0.0186164453368365,0,0,0,0,0,0,0,0,0,0,-0.114288715989246,0,0,0,0,0,0,0,0,0,0.270713426196869,-0.116221646774347,0,0.0327569236566824,0,0.102465779586197,0,0,0,-0.0970931362555913,0,0,0.0454861752136057,0.11378704985786,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.259207429114575,0,-0.203795442805836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454518227236475,0,0,0,0.110072565508145,0,0,0,0,0,0,0.167274216876725,0,0,0,-1.73472347597681e-18,0,0,0,0,0.033710311302092,0,0,0,0,0.0940691271389366,-0.0418143917908767,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.101778508262568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277134727582582,0,0,0,0.0152276395490628,0,0,0,0,0,0,0.0509345482295601,0,0,0.0450678187255969,0,0.0402292513291188,0,0,0,0.19155236370413,0,0,0,0,0,0.0081612848031868,0,0,0,0.0734238247134334,0,0.0187060017661608,0.0196917782348917,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.272846703755663,0.140793937678652,0,0,0,0.0960160268961889,0,0,0,0,0,0.0297280899892601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657615362246708,0,0,0,0,0,0.160737945734653,0,0,-0.0586900567840311,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00776008357111829,0,0
X601898.SH,0,0.0443197432310465,0,0,0.067390967856018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334927738676399,0,0,0,0,0,0.118208864483243,0,0,0,0,0,0,0,0,0,0.0926174557866761,0,0.0993984755878228,0.1605203085697,0,0,0,-0.0336461068323536,0,0,0,0,0,0
