,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X601991.SH,X002466.SZ,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X601600.SH,X600362.SH,X300072.SZ,X600516.SH,X600547.SH,X600027.SH,X002460.SZ,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X600299.SH,X600426.SH,X000709.SZ,X000408.SZ,X002110.SZ,X000792.SZ,X000883.SZ,X600315.SH,X600808.SH,X000830.SZ,X601158.SH,X000932.SZ,X600801.SH,X600219.SH,X601699.SH,X002271.SZ,X000539.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.346973742974772,0,0,0,0,0,0.00793669518939105,0,0,0,0,0,0.0429730112232557,0,0,0.101042273633296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123716409609161,0,0.0277419965777765,0,0.0771480043569635,0,0,0,0,0.015732918654287,0,0,0,0,0.0119011240045174,0.00401486085035172,0,0,0,0,0,0
X600028.SH,0.167117232194127,0,0.274045827836194,0,0,0,0,0,0,0,0,-0.0317948897383279,0,0,0,0,0,0,0,0,-0.0362179104432876,0,0,0,0,0,-0.0159200263487655,-0.128179813556504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572195044668554,0,0,0,0,0.0103696368815496,0,0,0,0,0.0392827594081334,0,0
X601088.SH,0,0.224217620726877,0,0.145570471684846,0,0,0,0,0,0,0,0,0,0.493485708148791,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0950026684813408,0,0,0,0,0,0,0,0,0,0,0.0204078519101943,0,0,0,-0.00712597114411029,0.00101605585439354,0,0,0,0,0,0
X600585.SH,0,0,0.0809478079496829,0,0,0,0,0,0,0,0,0,0,0.0705377480311319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759468920598524,0,0,0,0,0,0.0726076476727919,0,0,0,6.93889390390723e-18,0,0,0.198920220570479,0,0,0.0387094624476337,0,0,0,0,0.0236313111048968,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.1623297738267,0,0,0,0,0,0,0,0.313506500020384,0,0,0.0852568671562223,0,0,-0.034720840225356,0,0,0,0,0,0,-0.0421365165429934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202183349146333,0,0,0,0,0,0,0,0.00605568688572638,0.0393177091628407,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0855493351551733,0,0,0,0,0,0,0,0,0,0.00470106464753014,-0.0645412881535705,0,0,0,0,-0.0357953832415063,0,0.0467967593865069,0.100544479979125,0,0,0,-0.0346503549455268,0,0,0,0,0.116981469128032,0,0,0,0,0,0,0,0.126830309525984,0,0.0407478072236602,0.0271861707561683,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0160708889025434,0,0,0,0,0,0,0,0,0,0,0.0468434067869773,0,0.0134597531158355,0.159015328224775,0.0905576364315981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702516126127485,0,0.0084494430566173,0,0,0,0,0,0,0,0,0,0.00949767650093594,-0.0372204291456516,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.069311904154063,0,0,0,0,0,0,0,0,0.0748419932712515,0,0,0.00547836578633707,0,0,0,0.115240607393889,0,0,0,0,0,0,0,0.146707554239597,0,0,0,0,0.12549962781376,0,0,0,0,0.196356427692809,0.123800351252108,0,0,0,0,0,0,0,0,0,0.0344991871756067,-0.0335674883325277,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111699025521866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554003363326926,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0696198715156613,0,0,0,0.00565969507697422,0.00097535252351276,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663841735990221,0,0,0.0394691716815908,0,0,0.12531144726096,0,0,0,0,0,0,0,0.0642374798441452,0.139550610105466,0,0,0,0.128279118636029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464480635414303,0,0,0,0,0,0,0
