,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600886.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X000539.SZ,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X002075.SZ,X600583.SH,X601158.SH,X600309.SH,X000898.SZ,X002353.SZ,X600352.SH,X601992.SH,X600021.SH,X000878.SZ,X600660.SH,X000959.SZ,X002470.SZ,X000629.SZ,X000027.SZ,X000883.SZ,X600808.SH,X600863.SH,X000792.SZ,X600489.SH,X600578.SH,X000825.SZ,X600315.SH,X000786.SZ,X600395.SH,X600547.SH,X600307.SH,X000761.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.59364755026892,0,0.0122605854945078,0,0,0,0,0,0,0,0,0,0,0,0,0.0812938391078658,0.0282895342851077,0,0,0,0,0,0.0157618468152018,0,0,0,0,0,0,0,0,0.0617185041280674,0,0.00462202976354106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687644821074699,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.164899683354052,0,0,0,0,0.0730208700480718,0,0,0,0,0,0,0,0.0058997905469992,0,0.0187798627116574,0,0,0,0,0,0,0,0.0481916414616895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00244543564908139,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.237816681187102,0,0,0,0,0,0,0,0,0.0412514076269584,0.0484539156248665,0,0,0,0,0,0,0.0850228865765302,0,0.0185807537159513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316768723246939,0,-0.0161457684267556,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0758724359270959,0,0,0,0.142298123332507,0,0,0.222461334463576,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0350383095571238,0,0,0,0.397496681215113,0,0,0,0,0,0,0,0,0,-0.0072513829722066,-0.00267662467446186,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159796641128608,0.044151845011331,0,0,0,0,0,0,0,0,0,0,0.158582149477189,0,0,0,0,0.1516198953551,0.0288145039325547,0,0.187097762557252,0,0,0,0,0,0,0,0,0,0,0,0.228043015877082,0,0.00570505282625356,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0635093383941966,0,0,0,0,0,0,0,0,0.0781258585100891,0,0,0,0,0,0,0,0.253421151971773,0,0,0,0.0895665414748826,0,0,0,0,0,0,0,0.0874076456762413,0,0,0,0.0378575197242229,0,0,0,0,0,0,0,0,0,-0.00337531880514672,0,0,0,0,0,0,0
X600585.SH,0,0,0.100056476270265,0,0.0173380853066547,0,0,0,0.0912786748112234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908818919020499,0,0,0,0.0330511000685353,0,0,0,0,0,0,0,0.0590175995504514,0,0,0,0.127480892956128,0,0,0,0,0,0,0,0,0,-0.0282003486145221,-0.0297514551382947,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.159106793021659,0,0,0,0,0,0.00557768084482705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923123513060913,0,0,0,0,0,0.0435879959377791,0,0.328829046185797,0,0,-0.00697878813696879,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.186445093338506,0,0,0,0,0.0321189220795671,0,0,0.0283662929247321,0,0.26547307573669,0,0,0,0,0,0,0,0,0,0,0,0,0.0527471420525795,0,0,0,0,0,0,-0.0165055506201533,0,0,0,0,0.12294367372128,0,0,0,0,0,0,0,0,0,0.00414409016393026,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0817345029801708,0.0741002947193308,0,0,0.210255761761694,0,0.0968113260655272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221746149491506,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206810687960038,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.120713696989603,0,0,0,0,0.0412027124312465,0.0262397701022235,0.0148922077168999,0,0.00233056051356912,0,0,0,0,0,0,0,0.103779784710181,0,0,0,0,0,0,0,0,0,0,0,0.122940149016977,0.0973839875826764,0,0,0,0,0,0,0,0,0,0,0.157240445844796,0,-0.00489644922692459,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.136190322549506,0,0.0358462176692147,0,0.199937057302622,0,0,0,0,0,0,0.197110783861794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863180383429287,0,0,0,0,0.0471286065013625,0,0,0,0,0,0,0.109814290067979,0,0,0,0,0,0,0,0,0,-0.00354465416867234,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.0426276423361669,0,0.0391237530047509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392822504722201,0,0,0.0266354525955004,0,0,0,-0.121395619506505,0,0,0,0,0,0,-0.0182414343581517,0,0,0,0,0,0,0,0,0.189046944274549,0.0771909009939357,0,0,0.125465439831149,0,-0.014638702419008,-0.0247764864453437,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.057538891431831,0,0,0,0,0,0,0.0781704289581711,0,0.145466668800802,0,0.0710278313806617,0,0,0,0,0.164963007043269,0,0,0.129477503477781,0,0,0,0,0,0,0,0,0.0314714570506958,0,0,0.181182740587016,0.104600207213908,0,0,0,0,0,0,0,0,0,0,0,0,0.00470003652092735,-0.0105644153595154,0,0,0,0,0,0
X600027.SH,0,0,0,0.184596347719651,0,0,0,0.104621313122911,0,0,0,0,0,0.0810271030608413,0,0,0,0,0,0,0,0.103723276798573,0,0,0,0,0,0,0.0389650568145637,0,0,0,0,0,0,0.0159190766915522,0,0.352578092388372,0,0,0,0,0,0,0,0,0,0,0,0,-0.016339549550848,-0.0357791199225613,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0.0108250170226277,0,0,0.185688941110249,0.110477832028831,0,0,0,0,0,0,0,0.193080209729192,0,0,0,0,0,0.00614767953940822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650209197331532,0,0,0,0.204545003789077,0,0,0,0,0,0,-0.00317809481924093,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13667638296711,0,0,0,0,0,0,0,0,0,0,0.143468395935811,0,0,0,0,0.0304131482803146,0.224014016849596,0,0,0.0833530233362712,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00514953369625469,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0898241266948523,0,0,0,0,0,0,0,0,0.0561374868968593,0,0,0.367725664347478,0,0,0,0,0,0,0,0,0.0144033169617627,0,0,0,0,0,0,0,0,0,0,0,0,0.205114662172239,0,0,0,0,0,0,0,0,-0.0178818117781931,-0.0275844757190785,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.010038691743147,0,0,0.0163904837088711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582386066838318,0.0695783111494277,0,0,0,0,0,0,0,0,0.0362193999752434,0.2191940060126,0,0.284435361605499,0,-0.0124663904159654,-0.0053973934408209,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.146007966096573,0,0,0,0,0,0,0,0,0,0,0,0.0330855799615975,0.0749363333319575,0,0,0,0,0,0,0,0,0.0310276885334599,0,0,0,0,0,0,0,0,0,0.0234252264533944,0,0,0,0,0.106229815306004,0,0,0,0,0,0,0.0852401412389361,0,-0.0236541890780944,-0.00553438079325744,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0.0976077078568785,0,0,0,0,0,0,0.178644316402468,0,0,0,0,0,0,-0.0321760389017599,0,0,0,0.0473994690497808,0,0,0,0,0,0,0,0,0.123757446750091,0,0,0,0,0,0,0,0,0.223802158370987,0,-0.256716127908835,0,0,0,0.0195076668161645,0.0269335872332884,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0703633290587699,0,0.119201935334466,0,0.109343412808421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10468018224675,0,0,0.241500406326347,0.057786566154548,0,0,0,0,0,0,0,0,0,0.109640000895235,0,-0.00715106103067189,-0.0122538662575929,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359392427739284,0,0,0,0,0,0,0,0.146854570506422,0,0,0,0.175552228116798,0,0,0,0,0.0173677571843789,0.0696721821701466,0,0.141840289522719,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00916946712249741,-0.00305970515926059,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029007737750393,0.0332255319756104,0,0,0,0,0,0,0.0519736272818248,0,0.022296347605895,0,0,0,0.141443140522748,0,0.122399837160141,0,0.095923314328942,0,0,0.10628166768564,0,0,0,0,0,0,0,0,0,0,0.0712527098348847,0,-0.00271924652648558,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.260213624864971,0,0,0,0,0,0,0,0.0419120285753006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862646356860958,0,0,0,0,0,0,0,0,0.0365343252378517,0.139306900514957,0,0,-1.73472347597681e-18,0.2016522360605,0,0,0,0,0,0,0.0174502515282917,0,0,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191593786375727,-0.0145573516909148,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.03575828607358,0,0,0,0,0,0.0316078980719863,0,0,0,0,0,0,0,0,0.282478616724629,0.059044297535585,0,0,0,0,0,0.0652691946081676,0.0596877550017273,0,0,0,0,0,0,0,0,0,0,0,0,0.165791750129841,0,-0.0243631498475951,-0.0224495792183732,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0169484033067541,0,0,0,0.0480078795483446,0,0,0,0,0,0,0,0,0,0.0779256775318556,0,0.106252893605776,0,0,0,0,0,0,0,0,0,0.209149738832246,0,0,0,0.128562428940924,0.103492658185353,0,0,0,0,0.0473941097473511,0,0.0831140159321306,0,0,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0.262873668082012,0,0,0,0,0,0,0.249788120629164,0,0,0,0,0,0,0,0,0,0,0.0417214528063087,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.191940152465034,0,0,0,0,0,0,0,0,0,-0.00902973696563236,0,0,0,0,0,0,0
X000878.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299830816685609,0,0.12500127814546,0,0,0,0,0,0,-0.1035158280572,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272520532954198,0.0911015905457663,0,0,0,0.0928546670046881,0.195105854321733,0,0,0,0,0,0.0427319302913604,0,0,0.0102503958815262,0,0,0,0,0,0,0
X600660.SH,0.0240078183230994,0,0,0.01580496926674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102768809185971,0,0.137488519223321,0.190580453545597,0,0,0,0,0.196994517327708,0,0,0,0.0610696055922432,0,0,0,0,0,0.0193843735237,0,0,0,0,0,0,0,0,-0.00231374635855208,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748839774993996,-0.00642610305190687,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097055998568387,0,0,0,0,0.233486074448735,0,0,0,0,-0.00538453815463641,0.255048000014842,0,0,0,0,0,0,0,0,0,0,0.0382193956540114,0,0,0.0578377762432416,0,0.00540195776454449,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0.0955334245678494,0,0,0,0,0,0,0,0,0.0014527858315379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301603785018689,0,0.0700239025160184,0.333837397698299,0,0,0,0,0,0,0,0,0.18075431005967,0,0,0,0.00637915446163641,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154819654881231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139587600348878,0,0,0,0,0,0,0.0283623604119821,0.0839581480646398,0,0,0,0,0,0,0,0,0,0,0,0.302630214780777,0,-0.0178080434786874,-0.00557224219217318,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456933262189178,0,0,0,0,0,0.157181253346818,0,0.167956817320756,0.0333130794051493,0,0,0,0,0,0,0,0.0771105882584181,0.0189568094192679,0,0,0,-0.0407572120625379,-0.0024025150857467,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00923477953087647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802707488085521,0.147049538695764,0,0,0,0,0,0.02496825210568,0.158263434127978,0,0,0,0,0,0.116317280513789,0,0,0,0,0,0.0399793093202644,0,0.131052157954135,0,0,0,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0,0,0.012195821066255,0,0,0,0,0.445354686419661,0,0,0,0,0,0,0.120643425291808,0,0,0,0,0,0,0,0,0,0,0,0.0616389534062191,0.0512383102470054,0,0,0,0,0,0,0,0,0,0,0,0.108186610472608,0,0,0,-0.0214739925387565,-0.0201201432922731,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0257232046920037,0,0,0,0,0.0203862541839082,0,0,0,0,0,0,0,0,0.102777403196421,0,0,0,0,0,0.156061812186366,0,0,0,0,0.0476302666485725,0,0.00803101545575457,0.0314040540470627,0,0.106707721382675,0,0,0,0,0,0,0,0,0.0945409590588999,0,0.213181367927738,0,-0.00405976360042938,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.193077868451375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116165914476231,0,0,0,0,0,0,0,0.00686373103725583,0,0,0,0,0.0824807102656778,0,0,0,0.356659003767708,0,0,0,0,-0.00881732398476172,0,0,0,0,0,0,0
X600578.SH,0,0,0,0.235488864957142,0,0,0,0.0284076496937487,0.0290060513401561,0,0,0.112501070877439,0,0,0.146768199906504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735671622452362,0.205481568239091,0,0,0,0,0,0,0,0,0.0572232673489035,0,0,0,0.0014193019337706,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797898675988722,0,0,0,0.0216035461349506,0,0,0.0879028482254347,0,0,0,0,0,0,0,0,0,0.0482168464317452,0,0.176780496985513,0.132173161495876,0,0,0,0,0,0,0,0,0,0,0.22179082571356,0,0,0,0,0,0,0,0,0
X600315.SH,0,0,0,0.0100274021476649,0,0,0,0,0,0,0,0.0517365056243862,0,0,0,0,0,0.0320970115326612,0,0.0291414824389305,0,0,0,0,0.17388179233013,0,0,0.0231270714688268,0,0,0,0,0,0,0,0.0509919608112759,0,0,0,0,0,0.060939935545124,0,0,0,0,0,0,0,0,-0.0279116756522706,-0.0184102508209781,0,0,0,0,0,0
