,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X000792.SZ,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X600362.SH,X600111.SH,X000301.SZ,X600010.SH,X600027.SH,X000983.SZ,X600803.SH,X000877.SZ,X600489.SH,X600426.SH,X600160.SH,X601991.SH,X000630.SZ,X000408.SZ,X600985.SH,X000786.SZ,X000933.SZ,X000807.SZ,X601168.SH,X000932.SZ,X002271.SZ,X600612.SH,X600176.SH,X002128.SZ,X600348.SH,X600219.SH,X600096.SH,X601666.SH,X000027.SZ,X000883.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.315941274281378,0.0707687116483942,0.11430993122724,0.122406023396494,0,0,0.0363020628249993,0,0,0.0766204920093414,0,0,0,0,0.0594471579774558,-0.007187794660804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791991447609707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567808514014971,0,0,0.00904838935777952,0.171376566990877,0,0,0,0,0
X601088.SH,0.000935631615121582,0,0,0,0.154850437800838,0.0571562742882425,0,0.0558662410438165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091770080807201,0,0,0,0,0,0,0,0,0.221267917989201,0,0,0,0.039403816688477,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275579613860148,0.0308817595448991,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0836024747753172,0,0,0,-0.0828932013656057,0,0.105272218553301,0,0,0,0,0,0,-0.0527410721014369,0,0,0,0,0,0,0,0,0.000218210762556813,0,0,0,0,0,0,0,0,0,0.0700745216135308,0.155314201100464,0,0,0,0,0,0,0,0.0134179975978164,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0417994632792018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147664809872438,0,0,0,0,0,0,0.175468507944135,0.269489251867257,0,0,0,0,0.12854671610068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238024386629068,0,0,-0.00398837653092594,0,0,0,0,0,0
X600188.SH,0,0.124796164859421,0,0,0,0.0731861888163952,0,0,0,0,0,0,0,0,0,0.119774799354752,0,0,-0.0364421582128172,0,0,0,0,0,0.17105037317053,0,0,0,0,0,0,0,0,0,0,0,0,0.0584991965208567,0,0,0,0,0.0159673592663216,0.191438984623758,0,0,0,0,0,0,0,0,-0.000207122428671432,0,0,0,0,0,0
X601898.SH,0.00884142811838965,0.159983091705221,0,0,0.158217859327089,0,0,0,0,0,0,0,0,0,0,0.21254033683377,0,0,4.33680868994202e-19,0,0,0,0,0.302000348257482,0.282414039810079,0.0151741946486292,0,0,0.013882476858937,-0.00731448321984453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280272875801485,-0.0178731543947876,0,0.0357503759168152,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.164784199462367,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0480631443652968,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.110984300146126,0.0145421815993957,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00333032083973222,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0871205609888199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307426244519852,0,0,0,0,0,0,0.00841884426383588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00470052963657412,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0242882345400671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141792619672179,0.0772161550649698,0,0,0,0,0,0,0,0,0,0.0392369109387539,0,0,0,0,0,0,0,0,0,0,0,-0.023693928094832,0.0282111724401755,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.0259086104037228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149276479566496,0,0,0,0.0145430455572601,0.0106316368530375,0,-0.174881741095468,0,0,0,-0.0149484171858318,0,0,0,0,0,0,0.170745207869107,0,0,0,0.0195008661304827,0,0.124277165989385,0,0,0,0,0
