,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X600188.SH,X002466.SZ,X000792.SZ,X600019.SH,X600111.SH,X601898.SH,X002271.SZ,X600011.SH,X600010.SH,X600660.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X000786.SZ,X000723.SZ,X000408.SZ,X000983.SZ,X600803.SH,X601991.SH,X300073.SZ,X600141.SH,X002080.SZ,X601699.SH,X600486.SH,X600219.SH,X600027.SH,X002353.SZ,X002192.SZ,X000959.SZ,X600801.SH,X600157.SH,X600489.SH,X000807.SZ,X000932.SZ,X600295.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0487680314830746,0,0,0,0,0,0,0,0,0,0.0541996379101112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785842611424756,-0.0480929924411192,0,0,0.0925007654986089,0,0,0,0,0,0,0.0532408146442135,0,0,0.140018072038688,0,0,0,0,0,0,0,0.135855273069755,0,0,-0.00605956529304738,0,0,0,0,0.00472538053666819,0,0
X601088.SH,0,0,0,0,0,0,0.331857548568645,0,0,0,0,0.0449838402349783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391207936034374,0,0,0,0,-0.0471317727567381,0,0,0,0,0,0,0,0,0,-0.000523185049767583,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242798702642064,0,0,0,0,0,0,0,0.00283189359767372,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0432910185508041,0,0,0,0,0,0.0743758415149661,0,0.0538937906575845,0,0,-0.00997829264523304,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0815849881889985,0,0.0456031112029949,0,0,0.140542752830236,0,0,0,0,0,0.0419028055203033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776987121688179,0.0118099306657411,0,0,0,0,0,0,0.162767572830038,0,0,0.00121388795568602,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.328796936837771,0,0,0.160163572532766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138368664712619,0,0.0219276641467321,0,0,0,0,0,0.174439788856843,0,0,0,0,0.0415703107566814,0,0.0820638217360578,0,0.024469459906988,-0.0509938428815144,0,0,0,0,0,0
X600585.SH,0,0,0,0.00341141147037649,0,0,0,0,-0.0165643955266664,0,0,0,0.118680306676401,0,0,0,0,0,0,0.110770812709135,0,0,0,0,0,0,0,0,0,0,0,0,0.0209401367033925,0,0,0,0,0,0,0,0,0,0,0.38915982236217,0,0,0,0,0,-0.00343812342262204,0,0,-0.00663855688961964,0,0,0,-0.0025275066933461,0,0
X600188.SH,0,0.392905937326207,0,0,0,0,0,0,0.0507907329549366,0,0,0,0,-0.24872580965426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140222916126958,0,0,0,0,0,0,0,0,0.334981801209935,0,0,0,0,0,0,0,0,0,0,0,0.0895919323029148,0,0,0.0408293797310117,-0.0507559885301264,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.626285704526576,0,-0.0635040233526754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256857152928035,0,0,0,0,0,0,0,0,0,0.0665805642505565,0,0,0.10585492242399,0,0,0,0,0,0,0,0.154509409332406,0,0.011372259197883,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0281740301505374,0,0.0757748610532647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128336525549618,0,0,0.4180009787953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244906826604004,0,0,-0.0387179487819629,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214837304534673,0,0,0,0,0,0,0,0.105421716534422,0,0,0,0.037934358040736,0,0.105562528224719,0,0,0,0.0176374004476763,0.224739693541791,0,0,0,-0.00874457761772956,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.187820065593228,0,0,0,0,0,0,0,0,0,0,0,0.127562163174008,0.0164992113719888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872965472966962,0,0.100803347451673,0,0,0.159214951016088,0,0,0,0,0,0,0,0,0,0,0.242899937397088,0,0,0,0,0,0,0.0638258089711509,0,0
X601898.SH,0,0,0,0.099199822687099,0,0,0.242315252667452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129174879685964,0,0,0,0.210307838157707,0,0,0,0,0,0.045887074038631,0,0,0,0,0,0,0,0,0,0,0,0.0738853424329505,0,0,-0.0114742172613283,-0.00678596241499828,0,0,0,0,0,0
