,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600886.SH,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X002271.SZ,X600362.SH,X000877.SZ,X601699.SH,X600489.SH,X600803.SH,X600027.SH,X000983.SZ,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600985.SH,X300037.SZ,X600612.SH,X000629.SZ,X600688.SH,X000959.SZ,X002128.SZ,X600157.SH,X600801.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.804895967971727,0,0,0.0958776809882127,0,0,0,0,0,0,0,0.113329484779714,0,0,0,0,0,0,0,0,0,-0.0375238833193384,0,0,0,0,0,0,0,0,0,0,-0.0313227891032456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342951091706727,0,0,0.00893717660229176,0,0,0,0,0,0,0
X600028.SH,0.525672242611159,0,0,0,0,0.111894353736054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546700590934923,0.0432939656378645,0,0,0,0,0,0,0,0.00905139001850914,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283929345567198,0,0.00679630976476085,-0.00553522845562108,0,0,0,0,0,0
X601088.SH,0.0602382897901855,0.0558903313221179,0,0,0.0968296931869562,0,0,0,0.208184754548869,0,0,0,-0.0197159758693021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653320215185741,0,0,0.0761017308964052,0,0.13045752800132,0,0,0,0,0,-0.0478525340033078,0,0,0,0,0,0,0,0,0,0,0,0.0447679701953877,0,0.00783420048824224,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0347811872820584,0.154906226004725,0,0,0,0,0.0895831536828309,0,0,0.0559531710086267,0,0.0168319654787536,0,0,0.0294416257681454,0,0,0.113242999902614,0.0166228645061037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686641182455892,0.00929424807960834,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.11377925771379,0,0,0.21883816008579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476521197732563,0,0.441143337723441,0,-0.156595603041392,0,0,0,0,0,0.0390536775407266,0,0,0,-0.0104087544291448,-0.0716861026130084,0,0,0,0,0,0,0.101105455502729,0,0.00737502024394336,-0.0136301145204317,0,0,0,0,0,0
X600019.SH,0,0.0836566524799223,0,0,0.0360359005250529,0,0,0,0,0,0,0,0,0,0,0,0.291139192346699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112741546339284,0.176593595943736,0,0,0,0,0.130045332597472,0,0,-0.012651601187319,0,0,0.0786679856771326,0,0,0.0945951513201987,0,1.73472347597681e-18,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370112560806868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133737913518402,0,0.114936420307052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595441455921649,0,0,-0.00699265475345519,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.188714941941624,0,0,0,0,0,0,0,0,0,0,0.281698405262157,0,0,0,0,0,0,-0.0809920430368844,0,0,0,0,0,0.798298888857273,0,0,0,0,-0.0360199446896418,0,0,0,-0.0107204678466749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.0268506923017285,0,0.0221449082925845,0,0.156608765863235,0.0209439727656982,0,0,0,0,0,0,0,0.0331356214021839,0,0,0,0,0,0,0,0,0,0,0,0.263880812530032,0.033258142384443,0.0986848035290271,0,0.0242363344709044,0,0,0,0,0,0,0,0,0,0.108629068539284,0.126898868873204,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0699367349287634,-0.0247110570524695,0,0,-0.0988526199907515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117106561586134,0.505000214408059,0.000183069762560588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268917467682392,0,0,0,0,0,0,0
