,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600547.SH,X600019.SH,X600660.SH,X600886.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600426.SH,X600160.SH,X000983.SZ,X600219.SH,X601699.SH,X000786.SZ,X002466.SZ,X000807.SZ,X002128.SZ,X000630.SZ,X600176.SH,X600096.SH,X601168.SH,X000408.SZ,X000877.SZ,X600985.SH,X000933.SZ,X000883.SZ,X600378.SH,X600995.SH,X600352.SH,X600688.SH,X002353.SZ,X600299.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.364500733778537,0,0,0,0,0,0,0,0.27322056239844,0,0,0,0,0,0.138745265509911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141440545995712,0.0370265364981446,0,0,0.0461477568857588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019545743269043,0,0
X600028.SH,0.204279564246578,0,0.205451041392502,0,0.0881525350188266,0,0,0.107311419202121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000587063377839397,-3.46944695195361e-18,-0.0412434950028372,0,0.154431406464584,0,0,0,0,0,0,0,0.0434799498278791,0,0,0,0,0,0.0295997118205907,0,0
X601088.SH,0,0.326234776169974,0,0,0.0349361742601323,0.206103294520252,0,0,0,0,0.0171620181257444,0,0,0,0,0,0,0,0,0,0.0374474789315093,0,-0.00904940576970185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288954347816996,0,0,0,0,0,0,0,0,-0.0167964376879357,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0897516145891069,0,-0.043670418643785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227906586540796,-0.202023735621343,0,0,0,0.197851966271765,0,0,0,0,0,0,0,0.374352746263035,0,0,0,0,0,0,0,0,0,0.148608885770869,0,0,0,0,0,0,0,-0.041409059871169,-0.0127560965405794,0,0,0,-0.0138152419168945,0,0
X601898.SH,0,0.280537430551876,0.0210458504716764,0,0,0.164771293328924,0,0,0,0.040351417450546,0.147855047063217,0,0,0,0,0,0,0,0,0,0,0.128615319993471,0,0,0,0,0,0,0,0.0946687529745626,0,0,0,0,0,0,0,0.0842691793484188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101544667312386,0,0,0,0.0128250866409205,0,0
X600188.SH,0,0,0,0,0.144161677721453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726793012722322,0,0.579198077137761,0,0,0,0,0,0,-0.0760029627604976,0,0,0,0.211323303582497,0,0,0,0,0,0,0,0,0,0,0,0.0250124534639393,0,0,0,-0.00447269345317765,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683476223462391,0,0,0,0,0,0,0,0,0,0,0.111643621705174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00568547338376192,0,0,-0.122114631250742,0,0.0936291565680838,-0.0369372175415499,0,0,0,0,0.0329192287225001,0,0
X600019.SH,0,0.420760992224644,0,0,0,0,0,0,0,0,0,0,0.0236093252884635,0,0.005469086873726,0,0,0,0,0.228964955195847,0,0,0,0,0,0,0,0,0.0587682418908811,0,0,0,0,0,0,0,0,0.0526301392168004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838386753875675,0,-0.050315369737082,0,0,-0.020872232811065,0,0
X600660.SH,0,0,0,0,0,0,0,-0.024012749581204,0,0,0,0,0.0464515243220561,0,0.126175868191725,-0.136895602175354,0,0,0,0,0.213169279844933,0,0,0,0,0.180347713995767,0,0,0,0,0.0794349461536871,0.0810049869703899,0,0,0,0,0,-0.0578331764863723,0,-0.0260811626407449,0,0,0,0,0,0,0,-0.0347801084660256,0,0,0,0,-0.0616446701637404,-0.104948632632746,0,0,-0.0230044280352335,0,0
X600886.SH,0.044165619184528,0,0,0,0.108655548594815,0,0,0,0,0,0,0,0,0.316189823292634,0,0.0244016960632563,0,0,0,0,0,0,0,0.0474007547424583,0,0,0,0,0,0,-0.0344825963632095,0,0,0,0,-0.0871023554943245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523706039980922,0.189467532146331,0,0,-0.0116665467175709,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457353373980929,0,0,0,0,0.0597834259020419,0,0,0,0,0.0158631080027914,0,0,0,0,0,0,0.247871885621149,0.196557545546785,0,0,0.127098177660098,0,0,0,0.0708524108018176,0.0887945362903169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0353322794217772,0,0,0,0,0.022752855665876,0,0,0,0,0,0,0,0,0,0,0,0.0279809327016007,0,0,0,0.0771649907626941,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591680160219935,0.122589010811013,0,0,0,-0.0294756004031078,0,0.303897059299387,0,0,0,0,0,0.101687821047933,0,0,0,0,0.00214662735668675,0,0
X600011.SH,0.0509240091759088,0,0,0,0,0,0,0,0,0,0,0,0,0.183049341460072,0,0,0,0,0,0,0,0.103072599458703,-0.00597474862963086,0.350499196075423,0,0,-0.0434587715099417,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.007349947430823,0,0,0.126981635285342,0,0,0,0,0,0,0,0,0,0,-0.0412160370387388,0,0,-0.0626367552933922,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0692472773689856,0,0,0.157829334030577,0,0,0,0,0,0,0,0,0.170207640399413,-0.0171616743910317,0,0,0,0,0,0,0,-0.0454641293289147,-0.0648382623020471,0,0,0,-0.029421320680119,-0.0519801505664298,0,0,0,0,0,0.290433454797261,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191682276152314,0,0
