,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X600011.SH,X002466.SZ,X600188.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X002080.SZ,X600803.SH,X601991.SH,X600795.SH,X600688.SH,X002353.SZ,X600801.SH,X600027.SH,X300073.SZ,X600352.SH,X000959.SZ,X000807.SZ,X000825.SZ,X000932.SZ,X300037.SZ,X600489.SH,X600157.SH,X600516.SH,X600486.SH,X600160.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162044749986852,0.10596720829851,0,0,0,0,0,0,0.0427634365043325,0,0,0,0,0,0,0.069534955078111,0,0.0161010743537542,0.090873886746959,0,0,0,6.93889390390723e-18,0.0278295203509305,0,0,0,0,0,0,0,0,0,-0.0512663686664033,-0.00344994532235158,0,0,0,0,0,0
X600028.SH,0.0566898972622533,0,0,0,0,0,-0.00219897128014426,0.0305739737069622,0,0,0,0,0.0307897989719453,0,0,0,0,0,0,0.0859102696493249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752689916473589,0,0.0490752826564051,0,0,0,0,0.00387834602582475,0,0,0,0,0,0,0,0,0.00939341986529163,0,-0.013901112388618,0.00869828173674118,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00512287458944661,0,0,0,0,0,0.222935492430781,0,0,0,0,0,0,0,0,0,0,0.0767262939778097,0,0,0,0,0,0,0,0.0934137955865922,0,0,-0.0222549580456463,0,0,0,0.0980361161273918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027031100124607,0,0
X600309.SH,0.0328997888485385,0,0,0,0,0,0,0,0.00727451853116517,0.0768469968865218,0.0433170467776542,0,0,0,0,0,0,0,0,0,0,-0.0197234658999449,0,0,0,0,0,0,0,0.0674222344397936,0.0483883705551345,0,0,0.085218838617654,0,0,0,0.0752925586060408,0,0.00023451963402274,0,0,0,0,0,0,0,0,0,0.0226168644180901,0,-0.0184313862910767,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.11677187597857,0,0,0,0,0.0659106567368912,0,0,0,0,0,0,0,0.150813252940598,0.0155327245771739,0.068327828066334,0,0,0,0,0,0,0,0,0.357941377677834,0,0,0,0,0,0.0134079565923251,0,0,0,0,-0.00129575341024523,0,0,0,0,0,0,0,0,0,-0.00584833857651384,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.144977092968114,0,0,0.432333830341908,0,0.179658656919765,0,0.0122657850509775,0,0,0,0,0,0,0,-0.04849941211002,0,0,0.18225270717232,0.0189661164519213,0,0,0,0,0,0,0,0.148988750252204,0,0,0,0,0,0.119659945829722,0,0,0,0,0,0,0,-0.0318916306565083,0,0,0,0,-0.0631215939225978,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.209536443782842,-0.132034664996629,0,0,0,0.224709422708419,0,0,0,0.171143316771657,0,0,0,0,0,0,0,0.0336964805385879,0,0,0.170721104751755,0,0,0,0,0,-0.287508546639488,0,0,0,-0.00649403865734669,0,0,0,0,0,0,0,0,0,0.112746273147149,0,0,0,0.0102400033484187,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.013669839023523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892053406752034,0,0,0,0,0.348495009572573,0.230483688474675,0,0,0,0,0,0,0.0259322172135441,0,0,0.00135178487009339,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.106864847935593,0,0,0,0,0,0,0,0.235982450556392,0.00838503200180101,0.112153154152319,0.237590861016961,0.00504144962792298,-3.46944695195361e-18,0,0,0,0,0,0,0.083487845229625,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0202524511721204,0.0593740480773651,0,0,0,0,0,0,0,0,0,0,0,-0.0101233926428543,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0152261249167219,0,8.67361737988404e-19,0,0,0,-0.158468512253889,0,0,0,0,0.119902695903164,0,0,0,-0.0130189303141954,0.722840342334841,0,0,0,0.0295062758167218,0,0,0,-0.0225139806154474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112574851105483,0,0
X600660.SH,0,0,0.102257726642714,0.361791664020329,0,0,0,0,0,0,0,0,0,-0.0487256516082672,0,0,0,0.0172882140676394,0,0,0,0,0,0,0,0,0,0,-0.0276166745942683,0.020316501564833,0,0,0,0,0,0,0,0,0,0,0.0314147891314864,0,-0.20877992654647,0,0,0,-0.00977228762917791,0.0645080857456746,0,0,0,-0.0867663991091936,0,0,0,0,-0.109340466041197,0,0
X000877.SZ,0,0,0,0,0,0,0,0.266289564799326,0,0,0,0,0.00559850875450438,0,0.019173063892512,0,0,0,0,0,0,0,0,0,0,-0.00193869128922088,0,0,0.000321734819333702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610076988540204,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.139553306191901,0,0,0,0,0,0,0,0,0.0435885440808172,0.117266341919925,0,0,0.0997897526003511,0,0,0,0.0710487987506264,0,0,0,0.0565904972443559,0,0,0.0155280987455147,0,0,0,0.423759101406329,0,0,0,0,0,0,0,0,0.19103240350993,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.589865363287612,0.0577223919023811,0,0,0,0,-0.0523351924668159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270298861129534,0,0,0,0,0.0416003816993368,0,-0.332733843957234,-0.179177172639992,0.0748756091425731,0,0.104586571616747,0,0,0,0,0,0,0.0167557685688972,0,0,0.128971153528785,0,0,-0.0487407216888681,0,0,0,0,0,0
X600188.SH,0,0,0.121096579554681,0,0,0,0,0,0,0,0,0,0.150235188973058,0,0,0,-0.177217681592593,0.053074591066656,0,0.464206946632918,0,0.133892751556911,0,0,0,0.0275648432716484,0,0,0,0.245035479515814,0,0,0,0,0,0,0,0,0,0,0.0385294169917811,0,0,0,0,0,0,0,0,0,0,0.028921621133454,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.167578071424814,0,0,0,0.0258810250074384,-0.0597493743258187,0.0554243991042079,0,0,0.0594652348238034,0,0,0,0,0,0,0,0,0,0.0637260713979933,0,0,0,0,0,0,0,0.12309916191505,0,0,0,0.0586785411917698,0,0,0,0,0,0,0,0,0.0913118129938023,0,0,0,0.0125868185331486,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.147184759019279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176383908599969,0,0,0,0,0,0,0,0,0,0,0.228983377437546,0.109060547507567,0.144640181533854,0,0,0,0,0,0,0.022863593667985,0,0,0.0238846060441813,-0.00966131922468047,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.0506317909809876,0,0.0576626110765294,0,0,0,0.15085014858343,0,0,0,0.288521189342535,0,0,0,0,0,0,0.0664834505590902,0,0,-0.065629249788852,0.172227943985062,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0199251178867067,0,0,0,0,0,0.293067051207158,0,0,-0.164147218891597,0,0,0,0,0.0626559315655793,0.0241976948368028,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.105718683426433,0,0,0,0.076082846774146,0,0,0,0,0.0218568291257942,0,0,0,0,0,0,0,0,0,0,0.0125886928486556,0,0,0,0,0,0,0,0,0,0,0.0106603451764145,0.485428253476487,0.147768236617312,0,0,0,0,0.0252823372121296,0,0,0,0,0.0480583027985004,0,0,0,0,0.0175134342247185,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235519125696199,0,0,0.010831388569948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16232051659869,0.113507337855344,0,0,0,0,0,0.0517694370931806,0,0,0.129878939779166,0,0.00183129319446819,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036143100795713,0,0,0,-0.0618302679673322,0,0,0,0,0,0,0,0,0,0.00623676228529185,0,0,0,0,0,0,0,0,0,0.02073460943795,0,0,0,0,0,0.0865948170006595,0.900711028302806,0,0,0,0,0,0,-0.014811955817754,0,0,0,0,-0.034451288916811,0,0
