,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600585.SH,X600886.SH,X600660.SH,X600011.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X002466.SZ,X601699.SH,X000786.SZ,X600219.SH,X600176.SH,X000807.SZ,X002128.SZ,X000630.SZ,X600985.SH,X000877.SZ,X000933.SZ,X601168.SH,X600096.SH,X000408.SZ,X000883.SZ,X000027.SZ,X600378.SH,X002353.SZ,X000932.SZ,X002271.SZ,X600995.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0605970409699754,0,0,0,0.231793929382288,0,0,0,0,0,0,0,0,0,0.107576613850084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121991846753752,0,0,0,0,0.0737407030460764,0,0,0,0,0,0.0925059245923338,0,0,0,0,0,0,0,0,0,0,-0.0790411558295695,0,0
X600028.SH,0.414837658129659,0,0.0746216015730321,0,0.0293356594413396,0,0.159718937647717,0,0,0,0,0,0,0,0,-0.0042106288648359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662106114577494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01566433978371,0,0
X601088.SH,0,0.263002123269837,0,0,0,0.211379080916051,0,0,0,0,0,0,0.0525167022069276,0,0,0,0,0,0,0,0.130878991044815,0,-0.0383278605861555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025279061759728,0,-2.16840434497101e-19,0,0,-0.0825471270895748,0,0,0,0,0.0212107538252355,0,0,0,-0.000114244919889614,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649454131245801,0,0,0,0,0,0.0855237423060256,0,0,0,0,0,0.0843523003394914,0,-0.0283561408725238,0.0659776665409533,0,0,0,0,0,0,0,0,0,0.128894649175359,0,0,0,0.0119598649294295,-0.136184273987048,0,0,0,-1.0842021724855e-19,0,0
X601898.SH,0.0560311767824669,0.206202308413614,0.0155984864531795,0,0,0.158696881929342,0,0,0,0.0344309780375888,0,0.0411948975535648,0.176013541610919,0,0,0,0,0,0,0,0,0.0633585726552794,0,0,0,0,0,0,0,0.208304768311086,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0457101611883418,0,0,0,0,-0.00697233576225748,0,0
X600188.SH,0,0,0,0,0.120028273777408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135310474655755,0,0.351463569803927,0,0,0,0,0,0,0.256852417326525,0,0,0,0,0,0,0,-0.060617403308704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.185626422948551,0,0,0.16657949982903,0,0,0,0,0,0,0.247388226104926,0,0,0,0.0073605461979054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261491406852293,0,0,0.0256859510057894,0.0851852166704037,0,0,0,0,-0.0146598149445065,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.104829692413064,0,0,0,0,0,0,0.674355098873984,0.0352483123034781,0,0,0,0,0,0,0,0,0.115025894123155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367097481020788,0,-0.0311340890341198,0,0,0.147631118785279,-0.0406195922233544,0,0,0,0,0.0257119563591857,0,0
X600585.SH,0,0,0,0.0262392467843418,0,0,0,0,0,0,0,0,0,0,0.187990809257192,0.0617896073037324,0,0,0,-0.0284610632653151,0,-0.0277549797896797,0,0,0,-0.0698067923409839,0,0,0.159438812076425,0,0.103326553198265,0.00800749294337562,0,0,0,0,0,0,0,0,0.0587286669660021,0,0,0,-0.0531531654691385,0,0,0,0,0,0,0.0286396557184186,0,0,0,0,-8.67361737988404e-19,0,0
X600886.SH,0.106865306130045,0,0,0,0,0,0,0,0,0,-0.10492048984165,0,0,0.160844348959597,0,0,0,0,0,0,0,0,0,0,0,-0.0468551098385524,0,0,0,0,0,0,-0.223471184047929,0,0,0,0,0,0,0,0,0,0.190667614939008,0,0,0,0,0,0,0,-0.0715286771312716,0,0,0.00583031212681379,0,0,-0.0309502029252415,0,0
