,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600111.SH,X600188.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X600157.SH,X601158.SH,X000898.SZ,X000709.SZ,X600352.SH,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X000539.SZ,X600660.SH,X600008.SH,X600219.SH,X002470.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600578.SH,X600315.SH,X000629.SZ,X600098.SH,X600549.SH,X600021.SH,X600307.SH,X601699.SH,X000983.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.476686082811716,0,0,0,0,0,0,0,0,0,0.207200551064013,0,0,0.163664981913621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632084461015149,0,0,0,0,0.0222600370121566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056867525639988,0,0,0,0,0,0
X600028.SH,0.481666451811436,0,0,0,0,0,0,0,0.00447996122611807,0,0,0,0,0,0.0223929182071016,0.353753983413585,0,0,0,0.0574298002236519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568765951662718,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451827931674272,-0.0076053317225453,0,0,0,0,0,0
X601088.SH,0.0784310894256479,0,0,0,0,0.0935733730116279,0,0,0,0,0,0,0,0,0.0679772101970596,0,0,1.31842758565738e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.139432269190149,0.451888514331104,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.0937393210076561,0.0303248447328758,0,0,0,0,0.0751386721017232,0,0.0545082383269526,0.0688157286769929,0.163384953347296,0,0,0,0.0208301848917799,0.0252737995071227,0.0370586891435242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022864645518115,0,0.0753417593910621,0.169930460985478,0,0,0.0641420228493805,0,0,0,0,0.0275524164593141,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.00474390221187566,0,0,0,0,0,0.0135592314356878,0,0,0,0,0,0,0,0,0.0638559586530723,0,0,0,0.130736923421715,0,0,0,0,0,0.047957674855575,0,0,0,0.0403020765302227,0,0,0.10686071248235,0,0,0,0,0,0,0,0,0,0.205232548409639,0,0,0,0.0610882948871532,0.053216104023775,0,0,-3.46944695195361e-18,0.00488694322581569,0,0,0,0,0,0
X600019.SH,0.0844576398174999,0,0,0,0,0,0,0,0,0,0,0.119782907203028,0,0,0,0,0.0453638146968219,0,0,0,0,0,0,0.342920137784015,0.11771998219874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673308537872226,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720591281482204,0.484963543952764,0,0,0,0,0,0.115050862928148,0,0,0,0,0,0,0,0.0698627608951367,0,0,0.123469875308493,0,0.0365855548924809,0,0,0,0,0,0,0,0.0247630371630197,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.033220355052475,0.13325948705342,0,0,0,0,0,0,0,0,0,0,0,0,0.0103639754535715,0,0,0,0,0,0,0,0,0,0,0,0.00454284969501841,0,0.00665520876938385,0.0355476284902945,0,0.140358019550407,0,0,0,0,0,0,0,0.40167431903477,0,0,0,0.00619659990137639,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.103738805993482,0,0.0784287862045166,0,0.173493305205255,0,0,0,0,0,0,0,0,0,0,0,0.070548002787203,0,0,0,0,0,0,0,0,0,0,0.0445874632479203,0,0,0,0.015331546384587,0,0,0.274326260755071,0,0,0,0,0,0,0,0,0,-0.00805967073645068,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.316452639648503,0,0,0,0,0,0,0,0.163088618586399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06044382647906,0,0,0,0,0,0,0,0,0,0.156140087390269,0,0,0,0,0,0,-0.0153551686726908,0,0,0,0,0,0
