,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X002466.SZ,X000898.SZ,X600516.SH,X600547.SH,X601992.SH,X300072.SZ,X600111.SH,X600027.SH,X002460.SZ,X600176.SH,X600352.SH,X000553.SZ,X600299.SH,X002110.SZ,X600426.SH,X000786.SZ,X000932.SZ,X600801.SH,X600808.SH,X000709.SZ,X000883.SZ,X600339.SH,X601158.SH,X600583.SH,X600219.SH,X601699.SH,X601003.SH,X000830.SZ,X000408.SZ,X002271.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0470034102461881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154985872247414,0,0,0,0.12961999313516,0,0.132621871299684,0,0,0,0,0.00433123434529948,-0.00665185114194653,0,0,0,0,0,0
X600028.SH,0,0,0.35109235893015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138406324878973,0,0,0,0,0,0,0,-0.00040473891140893,-0.0581872135154472,0,-0.127978362838882,0,0,0,0,0,0,0,0,0,0,0,0,0.07423570553642,-1.73472347597681e-18,0,0.0541751249620934,0,0.0439257911781357,0,0,0.00163671764663179,0,0,0,0,0,0,0
X601088.SH,0,0.0589322494274224,0,0,0,0,-0.0558941620011603,0,0,0,0,0,0.44650709709672,0,0,0.178577499083893,0,0.0322643975681246,0,0,0,0,0,0,0,0,0,0,0,0,-0.00957510938742918,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111459777680322,0,0,0.0167560965610089,0,0,-0.00847675112136717,-0.0286291925106822,0,0,0,0,0,0
X600585.SH,0,0,0.10696748557253,0,0,0,0,0,0,0,0,0,0.106049130977845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279837429223024,0,0,0,0.114550082497773,0,0.2119924030405,0,0,0,0,0,0,0,0,0,0,0,0.0828523806196347,0,0,-0.00376861394472509,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.13814726171027,0,0.100853645547261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878095074872111,0,0,0.0103548255987397,0,0,0,0,0,0,0,0,0.151418035818528,0.148543967968252,0,0,0.0748705268593131,0,0,0.0114599693980877,0.0329284467508433,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133877734863119,0,0,0,0,0,0,0,0,0,0,0.137782508064241,0,0,0.142343896611362,0,0.165244429637329,-0.155464485873939,0,0,0,0,0,0,0,0,0.428474682760497,0,0,0,0,0.0160908019059407,0.0118769913618486,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0362856223715964,0,0,0,0,0,0,0,0,0,0,0,0.13947666089683,0,0,0,0,0.588061106470033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359159618722306,0,0,0,0,-0.00508953412134021,0.0247257853494859,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269555367287377,0,0,0,0,0,0,0,0,0,0,0.0965572859338784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223431474729774,0.121015874738815,0,0,0,-6.1668378075923e-05,-0.0246203009723405,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147939493467638,0,0,0,0,0,0.0204717018812564,0,0.0550521594514064,0,0,0,0,0.0567828470131513,0,0,0,0.0512451799293475,0,0,0,0,0,0,0,0,0,0,0,0.00275468659600193,0.0311228660863332,0.194199010878083,0,0,0,0,-0.00158562582729607,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.085610985697196,0,0,0,0,0.0832501449999471,0,0,0,0,0,0,0.0430917574569856,0.0392996699830361,0,0,0,0,0,0.0564764391848157,0,0,0,0,0,0,0.038917514006395,0,0,0,0,0,0,0,0,0,0,0,0.0189658104283299,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0203208163781497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137882190462589,0,0,0.0993737298231259,0.016600625490277,0,0,0,0,0,0,0,0,0,0,0,0,0.0623187157464728,0,0.145539996654886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0.0122272817256337,0,0,0,0,0.0297367712047689,0,0,0,0,0,0,0,0.151922178739774,0,0.0548963127378651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805715664215468,0,0.0645901985466302,0,0,0,0,0,0,0.00407035766167627,-0.00402694158006959,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12499302480679,0,0,0,0,0,0,0,0,0,0,0,0.374940856361014,0.150667694946053,0,0,0,0,0,0.000400283758077772,0.00187843510230099,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.225395803207236,0,0,0,0.017721177369501,0,0,0.0358307863795597,0,0,0,0,0,0.0673888820559911,0,0.052723017721387,0,0,0.0736695086824564,0,0,0,0.109299959178791,0,0,0,0,0,0,0,0,0,0.0599374180595905,0,0.255606373627434,0.000139015006001857,0,0,0.0764579899868709,0,0,0.00500880436312588,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.00539935823147166,0,0,0,0,0.301487786654017,0,0,0,0,0,0,0,0,0,0.049480387534509,0.176874022898766,0,0,0.0282785586402385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382644507497904,0,0,0,0,0,0,0.0110940088124031,0,0,0,-0.00193241607563104,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.112239345111844,0,0,0,0,0,0,0,0.333732528567761,0,0,0,0.0608799399030983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544574748577552,0,0,0,0.165687605302024,0,0,0,0.0673640684544863,0,0,0.00578177674035921,0.0056626238384983,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032528820615856,0,0.306683943919999,-0.104211479363145,0.145521424135595,0.0830758217380006,0,0.0941467125009992,0,0,0.0888641802614519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00379785069916594,-0.00677451431256667,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0679076183431757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774116355730791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716398438595146,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905007198424281,0,0.124058274135545,0,0,0,0.0301755417963661,0,0,0,0,0.15906729085693,0,0,0.00725904252830983,0,0,0,0,0.295153579388799,0,0,0,0,0,0.00849090738848781,0.0156132222421503,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0392643439175358,0,0,0,0,0,0,0,0,0,0,0,0,0.0211348870032883,0,0,0.143825557851714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118135609152553,0.463917922060247,0,0,0,0,-0.00867556558232102,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0279963026364112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20033877998299,0,0,0.158290724653814,0.0657863973589719,0,0,0.139302053836112,0,0,0,0,0,0,0,0,0,0,0.119175975385514,0,0,0.0103168957659816,0,0.0795435995828249,0,0,0,0.00921947525062243,2.16840434497101e-19,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0285442658987483,0.244071486724196,0,0,0,0,0,0,0,0,0,0,0,0.0608108243133983,0,0,0,0,0.0525052921472656,0.000588258605240531,0.073061224758091,0,0.150706907628837,0,0,0,0,0,0,0,0,0,0.0959422957162799,0,0,0,0,0,0.174774492535083,0.0544639201124395,0,0,0,0,-0.0265149262036037,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0.258834091699153,0,0,0,0,0,0,0,0,0,0,0,0,0.0390521840277182,0,0,0,0,0,0,0,0.100389955700236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106394242640393,-0.0152307424942201,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.021595346858554,0,0,0,0,0,0.129243983321115,0,0,0,0,0,0,0,0.0542155328683758,0,0,0,0,0,0.0202958821850493,0,0,0,0,0,0,0,0.00260452190864806,0,0,0.0453582770728716,0,0.0437891795610239,0,0,0.0323749968915965,0.16804496073299,0,0,0,0,0,-0.00566610692488994,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.0093188935052022,0.404039865198239,0.0950098865910685,0,0,0,0,0,0,0,0,0.340644602568427,-0.108698987922868,0,0,0,0.0759123186513099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037756021782444,0,0,0,0,-0.00693612097440586,0,0,0,0,-0.0880015049171933,0,0.0247526801453121,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318171320730567,0,0.330721180091397,6.93889390390723e-18,0.166799165033455,0,0,0,0,0,0.132409136896526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194419711731049,0,0,0,0.0116208926840512,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106775395944311,0,0,0,0.0923580970822255,0,0.269662303092359,0,0,0,0.0525296122343492,0.0260002008615156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158911296893728,0.0143927430040456,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.187214109904422,0,0,0,0,0,0,0,0,0,0,0,0,0.101822738072376,0,0,0.0186086292369849,0,0,0.00246741822529004,0.111556135226813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357807697877463,0,0,0,0,0.0131180853871865,0.00228480115583835,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781622214577972,0,0.0675391523218749,0.0685101290407159,0,0,0.0295748012464806,0.0586385755159971,0.257070299152082,0,0,0,0.110639575823812,0,0,0,0,0,0,0.0415219750792008,0,0,0,0,0,0.0761266503035541,0,0,0,0,0.00674477145512178,0.00982316028929983,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.118758126403331,0,0,0,0,0.0527823654147758,0,0,0,0,0,0,0.348354972352331,0.0683445526626549,0,0,0,0.0380964423866448,0,0,0.0335052219711608,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.010477697562536,0,0,0,0,0,0,0,-0.0501708632385523,0,-0.0578452267194138,0.00903089556912908,0,0,0,0,0,0,0
