,X601857.SH,X600028.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X002466.SZ,X600362.SH,X600111.SH,X600188.SH,X601991.SH,X600547.SH,X300072.SZ,X600516.SH,X600660.SH,X002460.SZ,X000898.SZ,X600886.SH,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X600808.SH,X000959.SZ,X600489.SH,X600219.SH,X600549.SH,X600352.SH,X002092.SZ,X000723.SZ,X000807.SZ,X000553.SZ,X000983.SZ,X601158.SH,X601699.SH,X000883.SZ,X000630.SZ,X600299.SH,X600008.SH,X002271.SZ,X000792.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0286777481510213,0,0,0,0,0,0.0159360178402384,0,0.0269257818946745,0,0,-0.00871524365075444,0.0212861250479603,0,0,0,0,0,0,0,-0.0452096362511832,0,0,0,0,0,-0.0152537983720148,-0.00525808708553639,0.0199663193514919,0.0362383018617826,0,0,0,0,0.0744190862801772,0,0,0,0,0,0,-0.00966097892463602,0.0123327442767834,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.140068535355172,0,0,0.0645268823448108,0,-0.00225669203039427,0,0,0,0,0,0,0,0,-0.0152711087322009,0,0,0,0,0,0,-0.0435310643847208,0,0,0,0,-0.0237168527274825,0,0.117579937274357,0,0,0,-0.0566937381438823,0,0,0,0,0,-0.0513077089910212,-0.00790540764929713,0,0,0,0,0.00646075349453234,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0270266099607738,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388967347468339,0,0,0,0,0,0,0,0,0,0,0,0.00968685572157597,0,0,0,0,0,0,0.141132439971713,0,-0.0226207167833393,0.00816858004984755,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207090641928061,0,0,0,0.074819922045819,0,0,0,0,0,0.0225291006782877,0,0.0247162669241788,0,0,0,0,0,0,0,0,-0.0114078123204789,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0973902863387126,0.105551455324574,-1.38777878078145e-17,0,0,0,0,0.133952802709417,0,0,0,0.00426706860557511,0,-0.108641731004187,0.245684704813753,0,-0.0301822634759896,0,0,0,0,0,-0.0702636156540374,0,0,0,0,0,-0.0181335179265992,0,0.181886157424471,0,0,0,0,0,0,0,0,0.0295036457357956,0,0,0,-0.00519698103513548,-0.0172780558964289,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238430766005905,0,0,0,0.157183323924664,0,0,0,0.180467260112118,0,0.0442733777861802,0,0,0,0,0,0,0,0,0.0998555397985046,0,-0.0248123496667132,-0.0146472124339944,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0584148450582973,0,0,0,0,0,6.7762635780344e-21,0,0,0,0,-0.0562775268808329,0,0,0,0,0,0,0,0,-0.0329450240729762,-7.44483226360997e-05,0,0,0,0.106617784848613,0.117075069607448,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0181469219668642,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0106656174597207,0,0,0.181516657578272,0,0,0,0,0.132714249768861,0,0,0,0,0,0,0,0,0,0,0,0.127961267761935,0,0.0433523479393435,0,0.0444093427843697,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148470211647319,0.0251777620226735,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0773033194034191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312697194814034,0,0,0,0,0,0.0424109244183611,0,0,0,0.0403542532212728,0,0,0,0,0,0.171533976356443,0,0,0,0,0,0,0,0,0,0,-0.0122583645277781,0.0124333391126659,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.106851762776372,0,0,0,0,0,0,0,0,0,0,0,0.0973451895342743,0,0,0,0,0,0,0,0,0,-0.00721500092263775,0,0,0,0,0,0,0,0,0.0764165052072775,0.496734247690147,0,0,0.172241628664853,0,0.00554182791667975,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0821248009304356,0,0,0.0620331885391076,0,0,0,0,0.0112338074327718,0,0,0,0,-0.0648769843860439,0,0,-0.0490175130137414,0,0,-0.0348674394093312,0,0,0,0.0659831627604908,0,0,0,0,0,0,0,0.090870676285894,0,0,0,0,0,0,0,0,0.0947120255494223,0,0,0,-0.0189041146247128,4.33680868994202e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605040550647504,0,0.457080698151798,0,0,0,0,0,0,0,0,0,0,0.0497844479593664,0,0,0,0,0,0.0109121704822952,0,0,0,0,0,0,0,0.0370310587771012,0,0,-0.0155476039590208,0.000430954577457128,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128224182060945,0.249129244475031,0,0,0,0,0,0,0.191418558293933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10842620095662,0,0.0768279477485195,0,0.0483834475470409,0,0,0,0,0,0,-0.020297476548973,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0791375321481907,0,0,0,0,0,0.046462225605395,0,0.0721041276076812,0,0,0,0,0,0,0,0,0,0,0.242982677206888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200242535474203,0,-0.0330864062907958,0,0,0,0,0,0,0
