,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X000983.SZ,X601699.SH,X000807.SZ,X000786.SZ,X600160.SH,X000539.SZ,X000408.SZ,X300037.SZ,X000629.SZ,X000932.SZ,X600219.SH,X600995.SH,X002409.SZ,X600096.SH,X600612.SH,X002080.SZ,X600378.SH,X600688.SH,X000723.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.53011078893699,0,0,0,0.0632496390181561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363387913754965,0.0163068937330681,0,0,0,0,0,0,0,0,0,0,0,0.0317240246601174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131903694953345,0,0,0.0325573710590449,0,0,0,0,0,0,0
X600028.SH,0.743889127748189,0,0,0,0.082064875744413,0,0,0,0,0,0,-0.0147227218586989,0,0,0,0,0,0,0,0,0,0,-0.0484503639076943,0,0,0,0,0,-0.0173752458097591,0,0,0,0,0,0,0,0,-0.0561313287507348,0,0,0,-0.149750097811249,-0.0476863228230736,0,0,-0.0273389648706388,0,0,0,0,0,0.026764208586386,0,0,0,0,0,0,0
X601088.SH,0.0910539005145279,0,0,0,0,0.234201382266538,0,0,0,0.0435757994547585,0,0,0,0.0400516205850147,0,0,0,0,0,0,0,0,0,0,0,0,0.00673685161331873,0,0.0899606815413431,0,0,0,0,0.0422106700610169,0,-0.0402715051347237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183117817459199,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.16181566052523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164612449431114,0,0,-0.0490327480489219,0,0,0,0,0,0,0,0,0.0341869711626739,0.088103739179208,0,0,0,0,0.0155355565651703,0,0,0,0,0,0.049914299446497,0,0,0,0,0,-0.00428012743491722,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131229628739703,0.355752085773515,0,0.213843819161966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842489237948508,0,0,0,0,0,0,0.00354030783278955,0,0,0.0282836043004304,0,0,0,0,0,0,0
X600188.SH,0,0,0.443223954857086,0,-0.177287218260817,0,0,0,0,0,-0.102243559921245,0,0,0.346076790158137,0,0,0,0,0,0,0,0,0,0,0,-0.021764007196381,0,0,0,-0.00937326297834776,0,0.168766116719856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346599565548223,-0.104076412208701,0,0,0,0,0,0
X600019.SH,0,0.0754024090991995,0,0,0,0.0616411822622479,0,0.11168183357318,0,0,0,0,0,0.132233542023163,0,0,0,0,0,0,0,0.0347506650272297,0,0,0,0,0,0,0,0,0,0,0.0137985558504356,0,0,0,0,-0.0282717827777932,0,0,0,0,0,0,-0.0494603343513016,0,0,0,0,0.0346953414759393,0,0.0679895596114165,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0483923778374862,0,0,0.000566438906846066,0,0,0,0,0,0,0,0,0,0,0,0.020175107192894,0.0361375155294875,0,0,-0.0868578109740677,0,0,0,0,0,0,0,0.179344841966465,0,0,0,0,0,0,0.20468321823783,0,0,0,0,0,0,0,0.0817010353856514,0,0,-0.00619510251363544,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.57029975842831,0.0607667760842246,0,0,0,0,0,0,0,0.163768121577227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650963703533759,0,0.0594073445578032,0.0574539743513759,0,-1.73472347597681e-18,0,0,-0.0510881062211009,0,0,0,0,0,0,0.0281720815215801,0,0,0,0,0,0,0
X601898.SH,0.0965696656861366,0,0,0,0,0.134938165699788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149565883494262,0,0,0,0,0,0,0,0,0,0.332020533950117,0,0.0363616165882782,0,-0.0604563791471575,0,-0.0805720495177644,0,0,0,0,0,0,0,0,0,0,0.0250417110683347,0,0,-0.00702837228281052,0,0,0,0,0,0,0
X600547.SH,0.0424990261279901,0,0,0,0,0,0,0,-0.000319611302853419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500815347757758,0,0,0.627894796784362,0,0,0.0277997317581714,0,0,0,0,0,0,0,0,0,0.0135058092624772,0,-8.67361737988404e-19,0,0,0,0,0,0,-5.42101086242752e-20,-0.0169292864692136,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.330139703112658,0.14899130718615,0,0,0.21407446847612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222976826926259,0,0,0,0,0,0,0.109484127171624,0,0,0,0.0723836294625428,0,0,0.066319654556663,0,0,0,0,0,0.0505835481394028,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.124192286666478,0,0,0.10492692137405,0,0,0.21541665992502,0,0,0,0,0.0457150318025739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260471445347535,0,0,0.0838193097020816,0,0.216862475953867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198639926590551,0,0,0,0,0,0,0
X601600.SH,0.00937440212453583,0,0,0,0,0,0,0,0,0,0,-0.0460956856325485,0,0,0,0,0,0,0,0,0,0.054983742273508,0,0,0,0,0,0,0,0.201142276791194,0,0,0.499411733041291,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0133028453402822,0,0,0.000937240591499925,0.0222711018501804,-0.0810280038818391,0,0,0,0,0
