,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X601699.SH,X002460.SZ,X000708.SZ,X000301.SZ,X600010.SH,X600362.SH,X600027.SH,X600111.SH,X000983.SZ,X000877.SZ,X600803.SH,X600426.SH,X600489.SH,X000786.SZ,X601991.SH,X600985.SH,X600160.SH,X002271.SZ,X000408.SZ,X000630.SZ,X000932.SZ,X600176.SH,X000807.SZ,X000933.SZ,X600348.SH,X600219.SH,X601168.SH,X600612.SH,X002128.SZ,X000027.SZ,X600096.SH,X600157.SH,X300037.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.156199500632874,0.109091852035067,0,0,0,0,0,0,0,0,0.0630638223506465,0,0,-0.0579803790984899,0,0.0081664012956699,-0.0218435514865147,0,0,0,0,0,0,0,0,0,0.0979100058618511,0,0,0,0,0,0,0,0,0,0,0,0.219191642371416,0,0,0,0,0,0,0,0,-0.0411865266234156,0,0,-0.00516438772265521,-0.00255535514587509,0.00502493031399417,0.182962869751715,0,0,0,0
X601088.SH,0,0,0,0,0.0105122254814364,0,0,0,0,0,0,0,0,0,0,0,0.201099934965809,0,0,0,0,0,0.119832281557194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201014804495135,0,0,0,0,0,0,0,0,-0.0440373114304157,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0400534690296564,0,0,0,0.0509630428198145,0,0,0.0771114068216236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686795134408477,4.33680868994202e-19,0,0,0,0,0,0,0,0.370038549607092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123377619679366,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.120591323714419,0,0,0,0,0,0,0.0609529987457073,0,0,0,0,0,0,0,0.137942367314031,0,0.0903709365085155,0,0,0.188937637935334,0.0201294517737814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153215369616597,0,0,-0.00267534869428289,0,0,0,0,0,0,0
X600188.SH,0,0.124074967625924,0,0,0,0.159804727237528,0,0,0,0,0,0,0,0,0,0,0.314320799439537,0,0,0,0,0,0,0,0.0793320603111738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589169560535432,0,0,0,0,0,0,0,0,0,0,-0.00795672751732379,-0.00278757119216504,0,0,0,0,0,0
X601898.SH,0,0.19816452007052,0,0,0.298327521752618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264299599473803,0,0,0,0,0.0863965003119519,0,0,0,0,0,0,0,0,0,0.024038779367727,0.109742624227298,0,0,0,0,0,0,0,0,0,0.0572740768018621,0.000348906171743124,-0.0343219671627698,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0592831711157969,0.0201215341725891,0,0,0,0.0546477128869474,0,0,0,0,0,0,0.0408160651309184,0.0532718704369293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634310778050201,0,0,0.283887833744896,0,-0.033079143480373,0,0,0,0.126312555263711,0,0,0,0,0,0,0,0,0,0.0032328045451961,0,0,0,0,0,0
X600011.SH,0.0858179569576393,0,0,0,0,0,0,0,0,0.0423968455562232,0,0,0,0.0419719912283941,0,0,0,0,0,0,0,0,0.287114076172645,0,0,0,0,0,0,0,0.083390678588531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00445088901661683,0,0,0,0,0,0
X600585.SH,0.181893866140773,0,0,0.127826116945849,0,0,0,0,0,0,0,0.00660654109832919,0,0,0,0,-0.00875557429426285,0.149791533936335,0,0,0,0,0,0,0,0.0176678936311793,0,0,-0.0405861819774907,0,0,0,0,0.0446749951185734,0,0,0,0.0743983929910116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130906884855887,0.00132849816785483,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.075861245534363,0,0,0,0,0,0,0,0.492007717535463,0,0,6.93889390390723e-18,0,0,0,-0.112859517974141,0,0,0,0,0,0,0,0,-0.0842329991859023,0,0.105875789072078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056380642824153,0,0,-0.00922288576509574,0.0147284193744367,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00158153575086764,0,0,0,0,0,0,0,0,0,0.00882692288131177,0,0.0214096286477735,0,0,0,0,0,0,0,0.150613120669744,-0.106174152199524,0,0,0,0,0,0,0,0,0,0.00691149365456395,0,0,0,0,0.0367427295595635,0,0,0.0165376903129555,0,0.18953429706541,0,0,0,0,0
X601600.SH,0.148601826921103,0,0,0,0,0,0,0,0,0,0,0,0.109427564819419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111953752832465,0,0,0,0.0296005320325915,0,0.0636229052922993,0,0,0.280607347085849,0,0,0,0.175903806837506,0,0,0,0,0,0,0,0,-0.00248667820493547,0.00481567102287371,0.0825643772960312,0,0,0,0,0
X600547.SH,0,0,0,0.0265260888441998,0.0525778030463818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174493923293581,0,0,0,0,0,0,0.599630298391872,0,0,0,0,0.00101316532478198,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0847610018122541,0,0,0,0,0.0214025043747893,0,-0.0887920367193678,0,-0.00244338502065216,0,0,0,0,0,0
X600795.SH,0.0476621402752399,0,0,0,0.19316436452037,0,0,0,0,0.372440425061003,0,0,0,0,0,0,0,-0.00119281635888999,0,0,0,0,0.0989327156710308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901123710768577,0,0,0,0.00633916815506235,0,0,0,0,0,0,0,0,-0.0123227425221404,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251630462316344,0,0,0,0,0,0,0,0.376273239988548,0,0,0,0,0,0.01106485063937,0,0,0,0.0441820048944874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0184522553425167,0,0,0,0,0.834318632891091,0,0.311948748235819,0,0,0,0,0,0,-0.247064607602998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00185926847438206,-0.0227392652564831,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.163190795174114,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.104456810248348,0,0.0187746628227718,4.33680868994202e-19,0,0.57428709963489,0,-0.0320194632792832,0,0,0,0,0,0.0143159071303273,0.0844417315052444,0,0,0,0,0,0,0,-0.0639133549972392,0,0,0.0130382843885906,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229194893934965,0,0,0.693404068679215,-0.0455163296436839,0,0,0,0,0,0,0,0,0,0,0.176856036719696,0,0,0,0,0,0.0412128235226397,0,0,0,0,0,0,-0.0420925239004164,0,0,0,0,0,0,0,0,0,0,-0.00740107775830657,-0.0048307728800743,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.128007514351972,0,0,0,0.246822140711594,0,0,0,-0.0780626642276286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112229551201545,0,0.148756457774947,-4.33680868994202e-19,0,0,0,0.11788021526534,0,0,0,0,0.0154912353178035,0,0,0,0.0196275858195349,0,0,0,0,0,0
