,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X601898.SH,X600547.SH,X002460.SZ,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600489.SH,X000807.SZ,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000723.SZ,X000630.SZ,X600995.SH,X000933.SZ,X600378.SH,X600157.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.471522553647056,0,0,0,0,0,0.0590314710892789,0.0341472285079927,0,0,0,0,0,0,0,0,0,0,0,0,0.0190842187448171,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657772203365734,0,0,0.135900198887675,0,0,0,0,0,0,0,0.0255125243291622,0,-0.0330665278044572,0,0,0,0,0
X600028.SH,0.636100194267991,0,0,0,0.145438189763821,0,0.0611197043006895,0,0,0,0,0,-0.0194005373549012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387197548523073,0,0,0,0,0,0,-0.0795987649973824,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711534134728139,0,-0.050604786521456,0,0.055930965017061,0,0,0,0,0,0
X601088.SH,0.0733032158842288,0,0,0,0,0,0,0.27138154788731,0.0379461382495796,0,0,0.0146421186781458,0,0,0,0,0.0950068719715554,0,0,0,0,0,0,0,0,0,0.022855827815147,0,0,0,0,0,0,0.137534151748278,-0.0439787293994868,0,-0.00755317548510811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114139857629613,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.00583065790611753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934497096385988,0.0941047910921582,0,0,0,0,0,0,0,0,0,0,0.00800295792259756,0.00846649515302707,0,0,0,0,0.200788260017041,0,0,0,0,0,0,0,0,0,0,0,0.0155632485579036,-0.0313938099028814,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703228178683783,0,0,0,0,-0.0928627724922902,0,0,0,0,0,0.041885336949455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0317835663486362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876832729763572,0.0218154095129718,0.0916475159489798,0,0,0.0231333375709353,0,0,0,0,0.231464312073329,0.0942404786586847,0,0,-0.00853143978647007,0.0295120064841685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145944013419804,0,0,0,0,0
X600585.SH,0,0,0,0.0705959507017294,0,0.0526851514561414,0,0,0.0318707870593953,0,0.309625882892872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129804331210736,0,0.0431957093565909,0,0,0,0,0,0.11701263891864,0,0,0.0237600716791564,0.028474609225525,0,0,0,0,0,0,0,0,0,0,0,-0.0959524984041222,0,-0.0232738629021483,0,0,0,0,0,0,0
X600188.SH,0,0,0.44859837928271,0,0,0,0,0,0.232460136633215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173547156601249,0,0,0,0,0,0,-0.36414619715428,0,0.247368251539013,0,0,0,0,0,0,0,0,0,0,0,0.166969952862163,0,0,0,0,0,0,0,0.0055512403800274,0,0,0,0,0,0,0
X601898.SH,0.185728803043444,0,0,0,0,0,0,0.209837105657695,0,0,0,0,0.0461369710709595,0,0,0,0,0,0.0713779716521544,0,0,0.0812588901466968,-0.0900711489633252,0,0,0,0,0.0572859106409928,0,0,0,0.032527704502552,0.111895973653355,0,0,0,-0.0800617361594238,0,0,0,0,0,0,0.0273313922476022,0,0,0,0,0,0,0,-0.0143793178887173,0,0,0,0,0,0,0
X600547.SH,0,0.161907921226891,0,0,0,0,-0.0927842555888458,0,0,0,-0.0727506428499752,0,0,0,0,0,0,0,-0.0140616851652696,0,0,0,0,0,0,0,0,0.0854911499398552,0,0.647289733331045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281587490590598,0,-0.0240126681322833,0,0,0,-1.73472347597681e-18,-0.0282428670284615,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.046490500116499,0,0.745636360907822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168545086511404,0,0,0,0,0,0,0,0,0.00317584920518334,0,0,0,0,0.0717853157265708,0,-0.00734997189224556,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154562403012079,0,0,0,0,0,0,0.0334648702040242,0.593581655568996,0,0,0.0266195636887642,0,0,0,0,0,0,0,0,0,0.0684701102988697,0,0,0,0,0,0,0,0,0.0154185113852009,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.180495311052427,0,0,0,0,0.355282637403177,0,0,0.0352298526062385,0,0.0207769340194124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252561020458272,0,0,0.0618449762820024,0,0,-1.73472347597681e-18,0,0,0,0,0.0504499421957354,0,0,0,0,0,0.0129989309295516,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0503651500085639,0.0144134294512188,0,0.662227194411183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088718669506015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035574130261496,0,0,0.00537040507018178,0,-0.0537669441130929,0,0,0,0,0
X600886.SH,0,0,0,0,0.0465155818521137,0,0,0,0,0,0,-0.042455130138379,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.165164494404203,0.413948644732696,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.164880616534145,0,0,0,0,0,0,0,-0.0165314863960231,0,0,-0.0673110948359761,0.0447502873037598,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349245612616462,0,0.0387440596321887,0,0,0.0408983593371791,0,0,0,0.0377539538928103,0,0,0,-0.0946911486260672,0,0,0,0,0,0.0119475809379554,0,0,0.0357489745416875,0.0916390837298249,0,0.058761576485022,0,0,0,0.0205160748110052,0,0,0,0,0,-0.0254603124214869,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0969615047963339,0,0.0905966587497158,0,0,0,0.254534121441605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321229102672219,0,0,6.93889390390723e-18,0,0.00953060978654827,0,0,0,0,0,0.0116802750794968,0.00370512103825314,0,0,0,0,0,0
X600010.SH,0.00703031802713621,0,0,0,0,0.217275707465895,0,0,0,0,0,0,0,0,0,0,0.391511494263304,0,0,0,0,0,0,0,0,0,0,0,0.00632364217370379,0,0.00242668409006387,0,0,0,0,0,0.0418096468612905,0,0,0,0.0897971850506296,0,0,0,0,0,0,0,0,0,0,0,-0.00803952652919566,0,0,0,0,0,0
X000301.SZ,-0.0994175080250707,0,0,0,0,0,0,0,0,0,0.168848596454828,0,0,0,0,0,0,0,0,0,0,0,0.0452367922404472,0,0,-0.0292353816693651,0,0.193304498775525,0,0,0,0,0,0.194499063725835,0,0,0,0,0,0.105713205025999,0,0,0,0,0,0.111522373266944,0,0.0509098285482071,0,0,0,0.0343167395224765,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.12027320365159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236290836732731,0,0,0,0,0,0.111863974725561,0,-0.0393791292420244,0,0,0,0.203457730795303,0,0,0,0,0,0,0.000200572232579607,0,0,0,0,0,0.0295893718133992,0,0,0,0,0,-0.0267527150114421,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-8.67361737988404e-19,0.25742342486545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932680231322743,-0.0943105662592383,0,0,0,0.0191708810574159,0,0.0887879776330021,0,0,0,0.0767546445561422,0,0,0,0,0,0,0,0,0,0,0.0352930515145269,0,0.186204391315681,0,0,0,-0.00232862794030604,0,0.00658144470222631,0.00448923647189165,0.0864221639578509,0,0,0,0,0
