,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600547.SH,X600362.SH,X000786.SZ,X600111.SH,X000301.SZ,X601600.SH,X600886.SH,X600010.SH,X600188.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X000932.SZ,X600801.SH,X601991.SH,X600803.SH,X600352.SH,X600219.SH,X000898.SZ,X600795.SH,X000027.SZ,X600489.SH,X600157.SH,X600688.SH,X600486.SH,X002080.SZ,X600516.SH,X000723.SZ,X000807.SZ,X600027.SH,X600315.SH,X300037.SZ,X000825.SZ,X600299.SH,X000883.SZ,X601168.SH,X002353.SZ,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.367072818431988,0,0,0,0,0,0,0,-0.015022947411472,0,0,0.0392686280146275,0,0,0,0,0,0.0129043336026413,0,0,0,0,0.00905372306067481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575038775947287,0,0,0,0.0010747950317392,0,0,0,-0.000870105537476834,0,0
X600028.SH,0,0,0,0,0,0,0,2.16840434497101e-19,0.0515443779530727,0,0,0,0,0,0.00124521693523072,0,0,0,0,0,0,0,0.106361401748201,0.0162719743503524,0,0,-0.0426976329618413,0,0,0,0.134094413214821,0,0,0,0,0,0,0,0,0,0.121402472375559,0,0,0,0,0,0,0,0,0,0,0,-0.0231530749614687,0,0,0,0.00529216891720866,0,0
X601088.SH,0,0,0,0,0,0,0,0.080516660998335,0,0,0,0,0,0,0,0,0,0,0,0.129173142795829,0,0,0,0.0452403885391318,0,0,0,-0.0495622104453455,0,0,0,0,0,0,0,0,0,0,0,0,0.0811513791993667,0,0,0,0,0,0.0511352506127485,0,0,0,0,0.0116209474242794,0,0,0,0,-0.00594377140944621,0,0
X600309.SH,0,0,0,0,0,0,0,0.0963631042280223,0,0,0,0,0,0.163218322493733,0,0,0,0,0,0,0.0715414410454214,0,0.145266012561007,0,0,0,0,0,0,0.153487793923236,0,0,0,0,0,0,0.129763317160266,0,0,0,0,0,0,0,0,0,-0.0606459999324125,0,0,0,0,0,-0.0301502785252562,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0196272172614077,0,0.0465679102340812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796928168165882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162214002325412,0,0,0,0,-0.0250394925728538,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535288303736371,0,0,0,0,0.0560683137994571,0,0,0,0.132293821945973,0.245844541506747,0,0,0,0,0,0.0204941892454043,0,0,0,0,0,0,0,0,0,0.0612965744685306,0,0,0,0.25781301297192,0,0,0,0,0,0,0,0,0,0,0,0.0071951357094301,0,0
X002271.SZ,0,0,0,0,0,-0.101477742438599,0,0,0,0.0492045976073049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065029412437509,0,0,0.132338663732942,0.0041502018273977,0,0,0,0,0,0.195875781382388,0,0,-0.00236221420892017,0,0,0,0,-0.0316649519421578,0,0,0,0,-0.0520159518896252,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.147371032246237,0,0,0.026288507835421,0,0.197782877841668,0,0,0,0,0,0,0,0,0.207814651797098,0,0,0,0,0,0.176535075636229,0,0,0,0,0,0,0.326001689755082,0,0,0,0,0,0,0,0,0,0,0.10800759049106,0,0,0,0,0,0,0,0,-0.0168579776681267,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305358258541016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131631405178537,0.166069726650492,0,0,0,0,0,0.0291685816578454,0,0,0,0,0,0,0,0,0.0346541570688534,0,0,0,0,0,0.0735297358920405,-0.17651680740035,0,0,0,-0.0493896184704021,0,0
X600660.SH,0,0,0,0,0,0,0.124406837723396,0.178667250912304,0,0,0,0,0,0.0278549956716856,-0.0920232993096007,0,0,0,0,0,0.0878096783809686,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.25077088567436,0.0624785876636872,0,-0.0119307264238046,0,0,0,0.0403277878385818,0,0,-0.0264273588851425,0,0,0,0,0,-0.0091807262661434,0,0,0,-0.021246989117634,0,0
X601898.SH,0,0,0,0,0,0,-0.0424185083325992,0,0,0,0,0,0.0314534151495533,0,0,0,0,0,0,0.15271895387036,0,0,0,0.0125222977173488,0,0,0,0.0410183702557229,0,0,0,0,0,0,0,0,0,0,0,0.0407301422144062,0,0,0,0,0.0959965393439578,0,0,0.0557627515852001,0,0,0,-0.0345922662969517,0.0663560072490283,0,0,0,-0.0121874824060964,0,0
X600547.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0121624783402549,0,0,0,0,0.106444002912298,0,0,0,0,0.0115647431177678,0,0,0,0,0,0,0,0,0,0,0,0,0.0517245831278772,0.271626064181782,0.012150526025682,0,0,0,0,0,0,0,0,0,0.0437621029721416,0,0,0,0,0,0,0,0.0105120755187386,0,0,0,-0.00640714052098822,0,0
X600362.SH,0,0,0,0,0,0,0.0960543492799761,0.139882606719921,0,0,0,0,0,0,0,0.0389002629281166,0,0,0,0,0,0,0,0,0,0,0,0.00424822658974863,0,0.156962562819329,0,0,0,0,0,0,0,0.208559429390329,0,0,0,0,0,0,0,0,0,0.437542769637215,0,0,-0.131717273468896,-0.0189417468774064,0,0,0,0,-0.0284644302487573,0,0
X000786.SZ,0,0,0,0.0347068854983146,0,0,0,0.0245778025542384,-0.137539610698485,0,0,0,0.055364625360784,0,0,0.153543497938351,0,0,0,0,0.052263462093795,0,0,0.0252349517392824,0,0,-0.0735446414706292,0,0,0,0,0,0,0,0,0,0,0.0468659780807182,0,0,0,0,0,0.0456964886104199,0,0,0,0,0.117548845321969,0,0,0,-0.0712610520647488,0,0,0,0,0,0
X600111.SH,0,0,0,0.219932583605195,0,0,0,0.131495612135482,0.206818097868445,0,0,0,0,0,0,0,0,0,0.541975408894229,0,0,0,0,0,0.0168872807550897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136750564996428,0.0419667359443423,0,0,0,0,0,0,0,0.144618038448058,0,0,0,0.0276032071433338,0,0,0,0,-0.0452730089898634,0,0
X000301.SZ,0,0,0,0,0,0,0,0.170113767912899,0,0,0,0,0.0705800391226122,0,0,0,0,0,0,0,0.190754300615551,0,0.106467795832364,0,0,0,0,0.118048181886829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753590709625469,0,0,0,0.0155607266129152,0,0,0,0,-0.0181785310026605,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0779051800672779,0,0.00394131121356344,0,0,0,0,0,0,0,0,0.0226407323823033,0.0836035832416633,0,0,0,0,0.0271277630006185,0,0,0,0,0,0,0,0,0,0,0.269295138970821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257709892581319,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.00277380701188263,0,0,0,0.0230570969943934,0,0,0,0,0.0270306036474496,0,0,0,0,0,0,0,0,0,0,0,0,0.0427051866431739,0,0,0,0,0,0.023568661878214,0.0132331843492125,0.0891296825282861,0,0,0,-1.0842021724855e-19,0,0.033051753071655,0,0,0,0,0.00855664338993131,0.0045379819115765,0,0,0,-0.005692099488975,0,0
