,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600585.SH,X600660.SH,X601600.SH,X600011.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X002128.SZ,X000807.SZ,X600176.SH,X000630.SZ,X601168.SH,X000933.SZ,X600985.SH,X600096.SH,X000408.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X002353.SZ,X600378.SH,X000932.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.166036142656141,0,0,0,0.0776352539574395,0,0,0.218506677028365,0,0,0.0109405708436213,0,0,0,0.0481107010151396,0.142247428172378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857266065047197,0,0,0,0.100047495737698,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462162740329295,0,0
X600028.SH,0.334092750190051,0,0.172778293877645,0,0.0588727940049709,0,0.106617035764792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442151287784497,0,-0.0694757921790753,0,0.13909944994939,0,0,0.0399537574957003,0,0,0,0,0.0305560617450062,0.01985109550241,0,0,0,0,0.0278718894668372,0,0
X601088.SH,0,0.356834845360842,0,0,0,0.239198633686996,0,0,0,0,0.0271427209549964,0.0457767580740763,0,0,0,0,0,0,0,0,0.0404921339983523,0,0,-0.0331040929435479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.031210257963293,0,0,0,-0.053831385365779,0,0,0,0,0.00718821499631942,0,0,0,0,0.00501823248307595,0,0
X600309.SH,0,0,0,0,0,-0.0479389330342665,0,0,0,0,0,0,0,0,0,-0.121759127286108,0,0,0,0,0.119757389222746,-0.131958656160418,0,0,0,0,0.0900549748336498,0,0,0,0.0284135536247313,0,0.37792487202725,0,0,0,0,0,0,0,0,0.0774953368843794,0,0,0,-0.0101217060654481,0.189774584124064,0,0,0,0,0,0,0,0,0,-0.026371050598995,0,0
X601898.SH,0,0.130361559248141,0.0130529100561106,0,0,0.158796618294218,0,0,0.0891548771338019,0,0,0.184108174295363,0,0,0,0,0,0,0,0,0,0.0836424324639939,0,0,0,0,0,0,0.144066568124258,0,0,0,0,0,0,0,0.0412759781303262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260939171667506,0,0
X600188.SH,0,0,0,0,0.112036915380239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950832069308054,0.366774921287767,0,0,0,0,0,0,0,0,0,0.29437771094259,0,0,0,0,0,0,0,-0.0526644899524553,0,0,0,0,0,0,0,0,0,0.00315000414505729,0,0
X600019.SH,0,0.33360809410871,0,0,0,0,0,0,0,0,0,0.0954898866597937,0.0275924758614944,0,0,0,0,0,0,0.234191596651267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748402920828474,0,0,0,0,-0.0304015997389047,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673275868049913,0,0,0.0890547431601562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589142956285848,0,0,0,0,0,0,0,0,0,-0.148230433515411,0.0658347909687232,-0.0314395838986001,-0.00181552943670307,0,0,0,0.0101600367752337,0,0
X600886.SH,0.121817502206768,0,0,0,0,0,0,0,0,0,0,0,0,0.29254826761227,0,0.0615345319135098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224384758203588,0,0,0,-0.227707983540309,0,-0.0346736781682405,0,0.189474713124661,0,-0.134338770589569,0,0.110984976072379,0,0,0,0,0,0,0,0,0,0,0.153188292767489,0,0,-0.0288015827025059,0,0
X600585.SH,0,0,0,0.0960533011949432,0,0,0,0,0,0,0,0,0,0,0.15202431276947,0.0507701235308929,0,0,0,0,0,0,0,0,0,-0.0372822227295829,0,0,0,0.108597285127968,0,0,0,0,0,0,0,0,0,0.0692682458033158,0,0,0,0,0,0,0,0,0,0,0,0.0224947594011404,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.114923993995712,0,0,0,0,0,0,0,0.145677575991726,-0.121159383894579,0,0,0,0,0,0,0,0,0,0,0.0118129503324184,0,0,0.088671362644495,0.344939034570982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0815374643628652,0,0,0,0,0,0.00342655552403398,4.33680868994202e-19,-0.0724647563187545,0,0,-0.0471744950403509,0,0
X601600.SH,0,0,0,0,0,0.19870798667187,0,0,0,0,0,0,0,0,0,0,0.204219769478315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528696199771665,0,0,0.0534826267531971,0.360916613927,0.169293102196067,0,0,0,0,0.0881704086300141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104371571017139,0,0
X600011.SH,0.0263051839161271,0,0,0,0,0,0,0,0.0578914082533485,0,0,0,0,0.184998322437951,0,0,0,0,0,0,0,0.242902048614804,0.205544188631513,0,0,-0.0944204117228827,0,0,0,0,0,0.169821346247097,0,0,-0.0766776105078385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652716207378982,0,-0.0831677421801203,0,0,-0.0717434790174971,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0152377050373943,0,0,0,0.216007061220142,0,0,0,0,0,0,0,0,0.163501350101809,0,-0.0612144304647511,0,0,0,0,0,-0.0304370011079507,-0.0625107301379463,0,0,0,0,0,0,0,0,-0.0400933239172744,0,0,0.281645730623384,0,0,0,-0.00226991857212511,0,0,0,0,0,0.0140216617649897,0,0,0,-0.0163398787876126,0,0
X000792.SZ,0,0,0,0,0,0,0,0,-0.0711745992009079,0.00282378587811195,0,0.0190574431858384,0,0,0,0.153082013117593,0,0,0,0,0,0,0,0.304630559114761,0,0,0,0,0.0750406417417347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426649198283428,0.0126597139993913,0,0,0,0,-0.0196037054800869,0,0
X600489.SH,0.338428243282268,0,0,0,0,0,0,0.455502537466064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139897923875416,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533311475073916,0,0,0,0,0,0,0,0,0,0,0.04298814576293,0.0122525891124296,0,0.505917639757536,0.220617125865509,0,0,0,0.0239130282371573,0,0,0,0,0,0,0,0,0,0,0,0,-0.01243663046877,0,0,0.00882616050079747,0,0
X600010.SH,0,0,-0.0271294354380698,0,0,0,0,0,0,0,0,0,0,0,0,0.0119004858639479,0,0,0.113222360921872,0,0,0,0,0,0,0,0,0,0,0,0,0.0205240007445664,0,0,0,0,0,0,0,0,0,0.0341980513270131,0,0,0,0,0,0,0.127444355617409,0,0,-0.0186120571068937,0,0,0,0,0.0164795849536671,0,0
X600111.SH,0,0,0,0,0,0,0,0.132583290455848,0,0,0,0,0,0,0,0,0.0404088782721293,0,0,0,0,0,0,0,0,0,0,0,0,0.285194121207514,0,0,0,0,0,0.070840242899009,0,0.00445289475452794,0,0.0466595670312972,0,0,0,0,0,0,0.0671887956344429,0,0,0,0,0,-0.031508856443521,0,0,0,0.0604958126435329,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0674184363865269,0,0,0,0.0122741246873981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789787603300754,0.0582748291372209,0.0406403533763475,0,0,0,0,0,0.0650923321712304,0.144984435626836,0.102781824026579,0.264588540753483,0,0,-0.00630425699317018,8.67361737988404e-19,0,0,0,0,0,0
X600803.SH,0,0,0.00770930713560283,0.0277360144381494,0.125349406284195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448396090455965,0,0,0,0.00293382946875914,0,0,0,0,0,0,0,0,0,0,0,0.00234272654707284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112890618386147,0.0453343527684804,0,0,0,-0.0511471326299614,0,0
X600027.SH,0,0,0,-0.0625469987046064,0,0,0,-0.153489545490658,0,0,0.00927301658332878,0.0318571638263836,0.962023140843679,0,0,0,0,0,0,0,0,0,0.00286471476806063,0,0,0,0,0,0.154813916861519,-0.0618383804331783,0,0,0,0,0,0,0.0542759863353859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815795709755353,0,0,0,0,0.0224018520642748,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.155738484184652,0,0,0,0.0508354403631725,0,0,0,0,0,0.0508281495098253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230842677931973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491275585085546,0,0
X002460.SZ,0,0,0,0,0,0.0343432737551425,0,0,-0.0270152873321582,0,0,0,0,0,0.116590407469174,0,0,0,0,0,0,0,-0.0813326107736745,0,0,0,0,0,0,0.807447970301222,0.0224273357388241,0,0,0,0,0,0,0,0,0.0739883684920203,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413719539223945,0,0,0,0.0156836285808364,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974064359298093,0,0,0,0.0794709074969466,0,0.00728260384824973,0,0,0,0,0,0,0,0.00347893289525392,0.0473708191888777,0,0,0.160602306206196,0,0,0,0.00448020389602184,0,0,0,0,0,0,0.00511870451483181,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0.0805024032234369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364682906928699,0,0,0,0,0,0,0,0.0558466984457501,0,0,0,0,0,-0.143905877637473,0.0356909690526951,0,0,0,-0.0424102605695851,0,0
X600426.SH,0,0,0,0.293517257450651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780916866408956,0,0,0,0.072523738907399,0,0,0,0,0,0,0,0,0,0,0.0387355500724406,0,0,0,0,0,0,0,0,0,0,-0.0270308453245173,0,0
X000983.SZ,0,0,0,0,0,-6.93889390390723e-18,0,0.0295080023235867,0,0,0,0,0,0,0,0,0.0131171267606898,0,0,0,0,0,0.033079839851422,0,0,0,0,0,0.178496653462744,0,0,0,0.051296828281563,0.0417397615364048,0,0,0,0,0.299819397312754,0.0239849293663277,0.121946328574627,0,0,0,0,0,0,0,0,0,0,-0.0241934225460517,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.0818119149532762,0.210239751340391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0171667204661245,0,0,-0.0462808405857587,0,0,0,0,0,0,0,0.145585957008737,0.333473976802464,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521717298060791,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0170524178772571,0,0,0,0,0,0,0,0,0,0,0.181105619798341,0,0.0296609547978748,0,0,0.593116076730377,0,0,0,0,0,0,0,0,0,0,0.0304257012043202,0,0,0,0,0,0,0,0,0,0,0,0.0400356661811761,0,0,0,0,0,0,0,0,0,-0.00233284658446481,0,0
X000786.SZ,0,0,0,0.0183386482234113,0,0,0,0,0,0,0.38753183573384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429044467257648,0,0,0,0,0,0,0,0.332026391562741,0,0,0,0,0,0.0513692265490765,0,0,0,0,0,0,0,0,0,0,0,-0.0530437332705034,0,0,0,-0.0212858108649152,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797942900525611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895819410001958,0,0,0,0,0,0.0926424135396572,0.368702258175444,0.1169200512749,0,0.047975903223629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138779648202687,0,0
X002128.SZ,0,0,0,0.0538618581658941,0,0,0,0,0,0,0,0.141675503311314,0,0.300653960333375,0,-0.0108001160722912,0,0,0,0,0,0,0,0,0,0.0751421948312622,0,0.380753270521086,0,0,0,0,0,0,0,0,0,0,0,0,0.117170018990372,0,0.00190939103603425,0,0,0,0,0,0,0,0,0,-0.0232192142137473,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0.222661729641224,0,0,0,0,0.0519667148417922,0,0,0,0,0,0.0452652364681059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144078065372612,0.217954507908526,0,0,0.0219963287075259,0.0615568257859858,0,0,0,0,0.0989427715173211,0,0,0,0,0,0,0,0,0,-0.00131837279077616,0,0
X600176.SH,-0.0228308176005285,0,0,0,-0.0451273993504319,0,0,0,0,0,-0.0731845252270778,-0.140760841624439,0,0,0,0,0,0,0.149997041023081,0,0,0,0,0,0,0,0.129592420468562,0,0,0.198437623699548,0.387945353889822,0,0,0,0,0,0,0,0,0,0,0.182334214461333,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0571391149855262,0,0,0,0,0,0,0,0
X000630.SZ,0.0555005121860127,0,0,0,0,0,0,0.00296101454674443,0,0,0,0,0,0,0,0.0516174840804941,0.257325821040023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221255395803442,0.185413649058263,0,0,0,0,0,0,0,0,0,0,0.139779377607854,0,0,0,0.00622519384981459,0,0,0,0.00828400786869619,0,0
X601168.SH,0.0606586454085761,0,0,0,0,0,0.126622929892017,6.93889390390723e-18,0,0,0,0.221069721240581,0.201504800083675,0,0,0.149842378389217,0.548898221246287,0,0,0,0,0.0230817916141118,0,0,0,0,0.111035277992263,0,0,0,0,0,0,0,0,0.107796890838845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00821093580735064,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0,0,0,0.251442537628995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104367727828478,0,0,0.10866435712416,0,0,0,0.0285976048908783,0.126431433809111,0,0,0,0,0,0,0,0,0.232577966737917,0,0,0.117294280925274,0,0,0,0,0,0,0,0,0,0,-0.0163791870959029,0,0
X600985.SH,0,0,0,0,0,0.150418147955516,0,0,0,0,0,0.10137585533932,0,0,0,0,0,0,0,0,0,0.103670023479776,0,0,0,0,0,0,0.343979913682137,0.00881421347433514,0,0,0,0,0.0524421855337615,0,0,0,0,0,0,0,0,0,0,0,0.0399566253039156,0.0872941649497808,0,0,0,-0.0163094421799182,0,0,0,0,0.0183588410176108,0,0
X600096.SH,0,0,0,0,0,0,0,0.00292852124161379,0,0,0,0,0,0,0,0,0,0,0,0.129957579877568,0,0,0,0.150440598066485,0,0,0,0,0,0,0,0.457790484150317,0,0,0.152461682081793,0,6.93889390390723e-18,0,0,0,0,0.0576024980590083,0,0,0,0,0,0,0,0,0,-0.107241322389995,0,0,0,0,0.0102790659605064,0,0
X000408.SZ,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0202217831645119,0,0,0,0.0646408486490254,0.0910758666227309,0,0,0,0,0.0225155569863596,0,0,0,0.0802726060341066,0,0,0,0,0,0,0,0,0,0,0.206408948660699,0,0,0,0,0,0,0,0,0.212823985452343,0,0,0,0,0,-0.0112603064739709,-0.0211322061720676,0,0,0,0.0300705770473457,0,0
X000877.SZ,0,0,-0.0702066912275248,0,0,0,0,0,0,0,-0.0565670326524685,0,0,0,0,0,0,0,0,0.0849480021929231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952715995542217,0,0,-0.0629500167424075,0.137976701107405,0,0,0,0.0279917396645196,0,0
X000883.SZ,0,0.294242033998255,0,0,0,0,0,0,0.0279716382520509,0,0,0.329089972452341,0.229564048689947,0.00641112769305163,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520351729899398,0,0,0,0,0,0,0,0,0,0,0,0.00523783111668443,0,0,0,0,0.0545197938574813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
