,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X300072.SZ,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X000898.SZ,X000723.SZ,X600583.SH,X000883.SZ,X000983.SZ,X000408.SZ,X600352.SH,X600549.SH,X000959.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000630.SZ,X600021.SH,X000012.SZ,X000060.SZ,X601699.SH,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0319686699667948,-0.0144021570830663,0.0304255805087777,0,0.00313739132833369,0,0,0,0.0245747203569777,0,0,0,0,0.0142829335434735,0,0,0,0,0,0,0,0,0.0128023905966391,0,0,0,0,0,0,0,0.0420036632219535,0,0,0,0,0.0125766718149918,0,0,0,0,0.0145806785334587,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0363784499888034,0,0.0628031997002979,0,0,0,0,0,0,0,-0.0395388182407491,0,0,0,0,0.0392152781663327,0,0,0,0.00360064477345202,0,0,0,0,0,0.0647977481692803,0.00208691400966513,0,0.0589568412229425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0970937289951929,-0.0108899228417674,0.11970931160969,0,0,0,0,0,0,0,0.0439231922502286,0,0,0.0614611329465737,0.0334585663472114,0,0,0.0285741912568817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945383972395097,0,0,0,0.0797462900488821,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.139526946503109,0,0,0.0543082934943193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104896354259994,0.0324682924278467,0,0,0,0,0,0,0,0,0,0.139803446709814,0.144159498742091,-0.0218379273111779,0,0,-0.0886064841610886,0,0,0,0,0,0,0,0,-0.0104010049354586,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.0118497391986832,0,0,0,0,0,0,0,0,0.160132922457504,0,0,0,0,0,0,0.00658921612781734,0,0,0,0,0,0,0,0,0,0.0895335021742538,0,0,0.0955974660348441,0,0,0,0,0,0,0,0.0376756336760907,0,0.055449923555767,0,0,-0.00374748412933127,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0244155374251045,0,0,0,0,0,0.130118693215023,0,0,0,0,0,0,0,0,0,0,0.107859110221539,0,0.150170370691331,0,0.13387421200118,0,0,0,-0.107447945748229,0,0,0,0,0,0,0,0,0.0945381996235322,0,0,0,0,0,0,0,0,0,0,0,0,0.020098870965833,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0218092877331783,0,0,0,0,0,0,0,0,0,0,-0.0328495553368237,0,0.0340655089602591,0,0,0.0199022189393635,0,0,0,0.00588102728704027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793466885395003,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796944694725274,0,0,0,0,0,0,0,0,0,0.0852231199373216,0,0,0,0,0,0,0,0,0,0,0,0,0.360555254331358,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0570835468139655,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332467250350451,0,0.0333759260095085,0,0,0.0563072306152365,0,0,0,0.0199302961130012,0,0,0,0,0,0.204653322390114,0,0,0,0,0,0,0,0.073432860991677,0,0,0,0,0.00479189504590286,0.0929843550698916,0,-0.00670050740420202,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639224968419367,0,0.161772227844255,0,0,0,0,0,0,0,0,0,0,0,0,-0.241656686203575,0,0,0,0.0980320684720447,0,0,-0.0619816249419151,0,0,0,0,0,0,-0.00928946819947703,0,0.162840956780762,0.0532730884061531,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.085043828176174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654079876389585,0,0,0,0,0,0,0,-0.142815291186285,0,0,0,0.307219271408312,0.0480438944232796,0,0,0,0.00981838554151214,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,-0.00932482088954042,0,0,0.0168431370155419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456426887542856,0,0,0,0,0,0,0,0.0638532977172221,0,0.0629205183052242,0.0494813333987543,0,0,0,0,0.00989720865028273,0,0,0,0,0.0534883444178794,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.0356633097693259,0,0,0,0,0,-0.430309793199144,0,0,0,0,0,0.0749779601727149,0,0.123799671374934,0,0,0,0,-0.0629917225979431,0,0,0,0,0,0,0,0,0,0,0,0,0.0701878670381195,0.309775546642247,0,0,0,0,0,0.183233829599383,0.0359046441359131,0,-0.0501127062119965,0.0340623849146548,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0957970015068221,0,0,0,0.0311691211848982,0,0,0,0,0,0.0510256300717466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102777639765686,0.0354770696822426,0,0,0,0,0,0,0,0.141104334888318,0.162727804813778,0,0,-0.0593488654956058,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517678337803653,0,0,0,0.000105632787386188,0,0,0,0,0,0.0516339072331781,0,0,0,0,0.180144632774151,0,0.0491054684037927,0,0,0.0299483631259148,0,0,0,0,0.0839843248921959,0,0,0,0.0328879728500502,0,0,0,-0.0322979110364213,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,-0.0336519258889738,0,0,0,0,0,0,0,0,0,0.30851430076927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132624061768728,0.0472181037054139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.125546874554119,0,0,0,0.0228546165032348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298667115376133,0,0,0,0,0,0,0,0,0,0,0.0386585974818964,0,0,0,0,0,0.474225128009507,0,0,0.252947458440141,0.0664556254237688,0,0,0.0230984924578809,0,0,0,0,0,0,0
