,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600188.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X600027.SH,X600111.SH,X601992.SH,X002460.SZ,X002110.SZ,X600176.SH,X600352.SH,X000553.SZ,X300072.SZ,X000932.SZ,X600299.SH,X600808.SH,X000786.SZ,X000709.SZ,X600801.SH,X600426.SH,X000883.SZ,X600339.SH,X601158.SH,X600583.SH,X600219.SH,X601699.SH,X600985.SH,X000830.SZ,X601003.SH,X600782.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837966235680928,0.0213519404392342,0,0,0,0,0,0,0,0,0,0,0,0,0.0279386961287863,0,0,0,0.0365450906971504,0.103753237685137,0,0.0906232050953863,0.0491347952320087,0,0,-0.00220918368843689,-0.0132508289354394,0,0,0,0,0,0
X600028.SH,0.046023603417195,0,0.289166635321795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0794570766238842,0,0,0.0998709353010481,-0.0455739207030318,0.0437100853632393,0,0.0445759450347396,0,0,0,0,0,0,0,0,0,0,0,0.06104405433315,0,-0.0236834072160653,0,0,0,0.00528440961934581,0.0067092543283356,0,0,0,0,0,0
X601088.SH,0,0.081069449803527,0,0,0,0,-0.0506178910262358,0,0,0,0,0,0.435810780971483,0,0,0,0.196193144099959,0,0.0367002650927087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00999427321191704,0,0,0,-0.00888634954661249,-0.030357019810771,0,0,0,0,0,0
X600585.SH,0,0,0.161700329171188,0,0,0.0153607678040087,0,0,0,0,0,0,0.0686987407842412,0,0,0,0,0,0.107062844329998,0,0,0,0,0,0,0,0,0,0.0358254050254086,0,0,0,0,0.158959173177011,0,0.332341415096741,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00515709771914249,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0617609117922655,0,0.0271140390982798,0,0,0,0,0,0,0,0,0,0,0,0,0.0402114195339014,0,0,0,0,0,0,0.115041795183358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273974862129254,0,0,0,0.0239486880825641,0.0274069801928092,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641455303398863,0,0,-0.274323195859815,0,0.321669795349962,0,0,0,0,0,-0.123479259885377,0,0,0,0,0,0.0939723093869249,0,0.252865368208619,0,0.104304828965853,0.0985078598379536,0,0,0,0,0,0,0,0.0994333258791857,0,0,0,0,0.0176657433768694,0.0270690805140967,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0141682868832524,0,0,0,0,0,0,0,0,0,0,0,0.173908735739143,0,0.665489461611656,0,0,0,0,0,0,0,0,0,0,0,-0.0277134484553006,0,0,0,0,0,0,0,0,0,-0.0408184090156437,0,0,0,-0.0659603509941763,0,-0.00332109040406676,0.0199247146039703,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0097613477053326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646195518401713,0,0,0,0,0,0,0,0,0,0,0,0.0290507753025971,0.391684213995851,0.0231596066946003,0.0866030222747158,0.121837407992558,0,0,-0.015476926718847,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314076644081467,0,0,0,0,0,0.0247123995324739,0,0,0,0.055945850295062,0,0,0.103917354368965,0,0,0,0,0,0,0,0,0,0,0,0.0202204264653451,0,0,0,0,0,0.0293241257266023,0.0893809606023976,0.0332661582742559,0,0,-0.00955510676696993,-0.00172822066230886,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0100728180349902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547734835866652,0,0.177515292512695,0.0710985857720889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109145955497761,0,0.0853421421278308,0,0,0.00275489420166417,0,0,0.0687174192868039,0,0,-0.000787094108697242,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.012661331026869,0,0,0,0,0,0,0,0,0.296856992031807,0,0.0630446213254339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210851381716149,0,0,0.0550806031959314,0,0,0.016899403183869,0,0,-0.00375084236711266,-0.0125781577203477,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145282707794395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154245948929317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203079675906491,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125237057546739,0,0,0,0,0,0.00983094756389871,0,0,0,0,0,0,0,0,0,0,0.413152996101062,0.0252609958402058,0,0.123542731750887,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119547375558948,0,0,0,0,0.00388768575748944,0,0,0,0,0,0,0,0,0,0,0,0.245526674609186,0,0.202987411935335,0,0.103898341098525,0.111216785062306,0,0,0,0.0165214735660156,0.0251512149907813,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.312917733824803,0,0,0,0,0,0,0,0,0,0,0,0.021136915588531,0,0.165260190722565,0,0,0,0.000164132566497325,0,0,0,0,0,0,0,0,0,0,0.0191194788527096,0,0,0,0,0,0,0,0,0.0725810510213282,0,-0.00344597716812107,-0.00153162606380127,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156350526618877,0,0,0,0,0,0,0.305819053360009,0,0,-0.0890667088155041,0,0.171180880229154,0.0598952771513286,0,0.00875615502156828,0,0.0415664540784924,0,0.018437428209765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00654963992611121,-0.0162484138337487,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0715817378950116,0.0880738589410991,0,0,0,0,0,0,0,0.472664260186043,0,0,0,0,0.0454585035605498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282292949335758,0,0,0,0,0,0,0,-0.00289300055464021,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614350352469801,0,0,0,0.085094659903971,0,0,0,0,0,0,0.185669884104602,0.0262323061955064,0,0,0,0,0.020948335697769,0,0,0,0,0,0,0.238168122808216,0.0689577471121112,0,0,-4.33680868994202e-19,0.000975746237146851,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.112402939695012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749364260084007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167372368972969,0.00983281327168079,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,-0.0127610115187232,0,0,0,0,0,0,0.0947659376039813,0,0,0,0,0,0,0,0,0,0.153694477803189,0,0,0.041304112647337,0,0,0.138648229209052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472142717886418,0.0679013433342782,0,0,0,-0.0195843595317474,-0.017290704354279,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0166007110283167,0,0,0,0,0,-0.00762322226816364,0,0,0,0,0,0.0388148975009882,0,0,0,0,0,0,0,0,0,0,0.0161726853133043,0,0,0,0,0,0,0,0,0,0,0.0669257286561362,0,-0.0352379515702032,0,0,0,0,0.811305769446527,0,0.0174647420568639,0.0398942065655713,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.033708955333552,0.48373026514433,0.0561479961579545,0,0,0,0,0,0,0,0.203488712982606,0,0,-0.159919892352596,0,0,0,0,0.0178259185059943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113411855960187,0,0,0,0,0.048097676173221,0,0,-0.0674374762622459,0,-0.104231010799809,0,0.0281468467030457,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13818154754942,0,0,0,0,0,0,0,0,0,0.0222988694692815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595821613847334,0,0.0444955241196519,0,0,0.0195401311854444,0.178466442330425,0.0312409386070508,0,0,0,0,-0.0056105382615246,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.280468530429262,0,0,0,0,0,0,0,0,0,0,0,0.0354460407855578,0,0,0,0,0.0676292150110539,0,0.193572236798945,0.100032311144315,0.013956166414322,0,0,0,0,0,0.00520905764086647,0,0.0390080586298416,0,0.0727640718328104,0,0,0,0,0.0938109849643513,0,0,0,0,0,0,-0.0134004055256123,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26215517034954,0.396956614515471,0.0434645937846059,0,0,0.129508829695821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361574906037811,0,0,0,0,0.0157230256424638,0,0,0,0,0,0,0
X002110.SZ,0,0,0,0,0.369674957753721,0,0,0,0,0,0,0,0.217138725499876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179285718724801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136160702427872,0.0819223446157351,0,0,0.0114813430740281,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0403576300820551,0,0,0,0,0,0,0,0.0205278823134514,0,0,0,0,0,0,0,0,0,0.0386902258789462,0.0975205078191223,0,0,0.237396825139964,0.0405508215572767,0,0,0,0,0.0603622415586586,0,0,0,0,0.0409525886252583,0,0,0,0,0,0.024756617648038,0,0,0,0,0.00898823455276313,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450134856232665,0,0,0.0687659618673771,0,0,0,0,0,0,0,0,0,0,0.00517887118946845,0.140778373929124,0,0.0364307852361767,0,0,0,0,0,0.357738768672915,0,0,0,0,0.00932056079078811,0,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352779587809916,0,0,0,0,0,0.0436410741721705,0,-0.0620954825547679,0,0.117781437143278,0.0285494070042832,0,0.0347626412793193,0.246523809847896,0,0.0387552440673922,0,0,0,0,0,0,0,0,0.0580174139174156,0,0,0,0,0,0.167540862889227,0,0,0,0,0.00653744173760368,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0.205603463551659,0,0,0,0,-0.130725602419941,-0.163369871988593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121633835446819,0,-0.0858557473867182,0,0,0.225054303568912,0,0,0,0,0,0,0,0,0.121132807264044,0,0,-0.131622892413878,-0.0376060699920569,0.0118716215381057,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261827984489769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415113713870494,0.0400662817645489,0,0,0.0104140821296316,0,0,0,0,0,0,0
