,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X600021.SH,X601158.SH,X600352.SH,X000898.SZ,X000539.SZ,X600489.SH,X000792.SZ,X600547.SH,X000629.SZ,X000825.SZ,X600660.SH,X600808.SH,X000060.SZ,X000027.SZ,X002353.SZ,X600307.SH,X600578.SH,X600863.SH,X600008.SH,X000831.SZ,X000959.SZ,X002470.SZ,X000630.SZ,X600549.SH,X600219.SH,X000012.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.516537984042317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123979954089746,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0413157177171203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211724206835411,0,0,0,0,0,0
X600028.SH,0.621129363437721,0,0,0,0,0,0,0,0.0941186507672073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484315014680986,0.038858191045955,0,0.014176545321739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406368268449021,0,0,0,0.00472485897836092,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.364083806355449,0.0724915571601464,0.167780617425125,0,0,0,0,0,0,0,0,0,0.0165257795834856,0,0,0,0,0,0,0.119066068496413,0,0,0.0772180806464796,0.042311009460253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00152489733811205,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.276988474978452,0.0662519194990412,0,0,0,0,0.10018437792161,0,0,0,0,0,0,0,0,0,0.191969274261895,0.0176916518619609,0,0,0,0,0,0,0,0,0,0,0,0.158367675687346,0,0,0,0,0,0,0,0,0,0,0,0,0.00523646373578659,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0101860103676081,0,0,0,0.110024737523827,0,0,8.67361737988404e-19,0,0,0,0,0.124191715285772,0,0.04675376687587,0,0,0.274913880730697,0,0,0,0,0,0,0,0.0393123716718221,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0209392274945895,0,0,0,0,0,0
X600795.SH,0,0,0,0.106928379739635,0,0,0,0.0421738963620506,0,0.190118365132019,0.0373794927072585,0,0,0,0,0.235142312477904,0,0,0,0,0,0,0.0398540530362623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25649402088642,0,0,0,0,0,0,0,0,0,0,0,0.0253618924558681,0,0,0,0,0,0
X600585.SH,0,0,0.347848920914927,0,0,0,0,0,0,0,0,0,0.0962963089264535,0,0,0,0,0,0,0.0682122528777552,0,0.111730047531749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109636572640533,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0514233618945455,0.108711155243671,0,0.0490209337196779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909463705382616,0,0,0,0,0,0.145382983208868,0,0.0264151537952714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517709380011106,0,0,0,0,0,0
X601898.SH,0,0,0.111320104786011,0,0.0807849310936046,0,0,0.109209516902762,0,0.0574002600843687,0.0344928335098371,0,0,0,0,0,0.0612568654997851,0,0,0,0,0,0,0,0,0.0902638078929984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496688190311075,0,0,0,0,0,0
X601991.SH,0,0,0,0.358839866939513,0,0,0,0.159619617679214,0,0,0,0,0,0,0,0.10810012266124,0,0,0,0.0179541496689466,0,0,0.224333000321688,0,0,0,0,0,0,0,0.0339615461593977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124619176768579,-3.46944695195361e-18,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.00690024991149168,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.2783165010511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263716139902516,0,0.329919131963918,0,0,0,0,0,0,0,0,0,0,0,0.053679054462661,0.0610358082208557,0,0,0,0,0,0
X600688.SH,0,0.43675544825515,0,0,0.115794975962145,-0.0857792848730518,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0159660785268754,0,0,0,0,0,0.141089522171458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084563213830844,0,0,0,0,0,0.119597297170943,0.0129462296650987,0,0,0,0.0558834055479757,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.138119442302011,0,0.0344735892478876,0.435046365952195,0,0,0,0,0,0.212122949732353,0,0,0,0.025592946751537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805011760105248,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0664231715119336,0,0,0,0.00300878618543654,0,0,0,0,0.059638753867245,0,0,0.0652319583012957,0,0,0,0,0.0165711762555908,0,0,0,0,0,0,0.0883110027392204,0,0.0138903818569195,0.174076799688973,0,0,0,0,0,0,0,0,0,0,0,0.0621670457129114,0,0,0,0,0.0140583467897223,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288509780672562,0,0,0,0,0,0,0,0,0,0,0,0.125299862852293,0.0489591562433265,0,0,0.0636899638510333,0.100488340168972,0,0,0,0,0,0,0,0.0645688001147685,0,0,0.0916614667334856,0,0,0,0,0.0110787278146755,0,0,0,0,0,0
X600027.SH,0,0,0,0.208280556240144,0,0.389327703398478,0,0,0,0.0162076593699953,0,0,0.0320931079428679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14352533456793,0,0,0,3.46944695195361e-18,0,0,0,0,0.182085165888096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329114559358742,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0992994089479071,0,0.0574973868643646,0.0151558663559412,0,0.0314999876637619,0.11348968905409,0,0,0,0,0,0,0,0,0,0,0.128869814175206,0,0,0.0403607870576823,0,0,0.307158313433952,0,0,0,0.0359929516369091,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,-0.00577887815324513,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0226267621662178,0,0,0,0,0,0,0,0,0,0.0994618376153258,0,0,0.0592537851004681,0,0,0,0,-0.0406768137941891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201581563780706,0,0.113115061349504,0,0,0,0,0,0,0,0,-0.028216384682841,0.0341564410948852,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0.0803756586655968,0,0,0,0,0.0562171991514524,0,0,0,0,0.0814506306670147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303475521246007,0,0,0.109716253434353,0,0,0,0,0,0,0,0,0,0,-0.0558763864542611,0.00173873358882598,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.107462868080333,0,0,0,0.0366826718108983,0,0,0,0,0,0,0,0.0268210523787467,0,0,0,0,0,0,0,0.0781932682970563,0.0687150549014428,0,0,0,0,0,0.0672401796152741,0,0,0,0,0,0,0.149057422735308,0,0,0,0,0,0,0,0,0,0,0,-0.0241806711861162,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0602939073257503,0,0,0,0,0,0,0,0,0,0,0.0584186778757055,0,0,0,0,0,0,0,0,0,0.229173262159138,0,0,0,0,0.18363097028868,0,0,0.170486487469835,0,0,0,0,0.0775989602691523,0,0,0,0,0,0,0,0,0,0,0,-0.0215424850546993,0.0297765220848174,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0682743622338669,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0414968685356748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060521039938202,0.207180548597517,0,0,0,0,0,0,0,0.233889836663659,0,0,0,0,0,0,-0.00914542586483725,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0.441257308782641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392846751609884,0,0,0.190978108564129,0,0,0,0,0,0,0,0,0,0,0,0,0.136904774048241,0.137689499167821,0,0,0,0,0,0,0,0,0,0,0.0203305977851719,0,0,0,0,0,0
X601158.SH,0,0.0685681889932842,0,0,0,0,0,0,0,0.125274277875609,0,0,0,0,0,0,0,0,0,0.041173737233249,0,0,0.0414415368705077,0,0,0,0,0,0,0,0,0,0,0.0821154898260244,0,0,0,0,0,0,0.310428357497818,0,0,0.044874341140242,0,0,0,0,0,0,0,0.012363989919178,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,-0.0646276883396598,0,0,0,0,0,0.0209644048319915,0,0,0,0,0,0,0,0.28919870681291,0,0,0,0,0,0,0,0.150956925454563,0,0,0,0,0,0,0.135218188447353,0,0.186902320885364,0,0,0,0,0,0,0.0308846921159176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
