,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X000708.SZ,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X000408.SZ,X000629.SZ,X600096.SH,X601991.SH,X600803.SH,X600348.SH,X300073.SZ,X600160.SH,X000983.SZ,X000723.SZ,X000786.SZ,X002080.SZ,X600027.SH,X600141.SH,X600219.SH,X601699.SH,X002353.SZ,X600549.SH,X600378.SH,X300037.SZ,X600157.SH,X600801.SH,X002407.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0371576837821224,0,0,0,0,0,0,0,0,0,0,-0.0524591670641663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806923750620986,0,0,0.194595959509606,0,-0.0809995889824748,-0.00293176488768958,0,0,0,0,0,0,0,0,0,0,0,0.135067255634768,-0.060325986564481,0.0485631629914535,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.03615910503599,0.315760397758077,0.206009979750709,0,0,0,-0.0215081216280964,0,0,0,0,0.0957782950327224,0,0,0,0,0,0,0,0.00999030090570632,0,0,0,0,-0.088955437385651,0,0,0,0,0,0,0.10170433980371,0,0,0,0,0,0,0.0809895297706025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015144981262817,0,0
X600028.SH,0,0,0,0.0194152987390069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232346369255148,0,0,0,0,0,0,0.105028438016846,0,0,0,0.0128368460447384,0,0,0,0,0,0,0,0,0,0,0.0596530688940287,0,0.0190280965007628,0,0,0,0,0,0,0
X600309.SH,0,0.150905691660775,0,0,0,0,0,0,0,-0.0446799826254038,0.0895440775868137,0,0,0.000508823495152022,0,0,0,0.13484462980799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635711745962195,0,0,0,0,0,0,0.00450329135531409,0,0,-0.0122065458814123,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.402876898385218,0,0,0,0,0,0,0,0,0,0,0,-0.0190948371904445,0,0,0,0,0,0.0210766495220581,0,0,0.0059912643765718,0,0,0.188161103632396,0,-0.0175854261606453,0,0,0,0,0.217221666083184,0,0,0,0,0,0,0,0,0,0,-0.0195145455646906,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.624192321118576,0,0.131064970839183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19417953619183,0,0,0,0,0,0,0,0,0,0,0,0.1944207704305,0,0,0,0,0,0,0,0,0.0721378834114999,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0.0591955393996938,0,0,0,0.191370991676802,0,0,0,0,0,0,0,0,0,0,0.0745747933060078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120177739771907,0,0,0,0,0,-0.0396528624956073,0.166952296302477,0,0,0,0,0,0.109445071018362,0,0,0.0797370379981001,0,0,0,-0.0952995283448548,0,0,0,0.0380860741807554,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0218463784536204,0,0,0,0,0,0,0,0.146258525148033,0,0,0,0,0,0,0,0,0.0161590317015271,0.0404051630107627,0,0,0,0,0,0,0.0675106448228197,0.0204448857679086,0,0,0,0,0,0,0,0,0,0,0.298500107387024,0,0,0,0,-0.0450920123377399,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.338590342591245,0,0,0,0,0,0,0,0,0.0816177978286954,0,0.0398179701702715,0,0,0,0.102827551302433,0,0,0,0,0,0.0104713226466835,0.0417267918964584,0,0,0,0.141275805336637,0,0,0,0,0,0.00152782138637527,0.0317911792809118,0,0.0698190786037117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559805794726527,0,0
X000301.SZ,0,0,0,-0.0593715012917531,0,0.378942023877722,0,0,0,0,0,0,0,0.0839791480278101,0,0,0.052594689271879,0,0,0,0,0,0,0,0,0,0.247332931187236,0,0,0,0,0,0,0,0,0,-0.0407179513223939,0.0373723682319376,0,0,0,0,0,0,0,0.117741376085899,0,0,0,0,0,-0.207557831189464,-0.116349875692833,0,0,0,0.0480991839614695,0,0
