,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X601898.SH,X600886.SH,X600010.SH,X002460.SZ,X600801.SH,X601600.SH,X002271.SZ,X600660.SH,X600362.SH,X600688.SH,X600188.SH,X000786.SZ,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600111.SH,X600299.SH,X002466.SZ,X600176.SH,X600489.SH,X000723.SZ,X000401.SZ,X000553.SZ,X000898.SZ,X601158.SH,X600426.SH,X000792.SZ,X600516.SH,X600219.SH,X000932.SZ,X000883.SZ,X000709.SZ,X002075.SZ,X002353.SZ,X600583.SH,X000027.SZ,X600126.SH,X000630.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245261200873516,0,0,0,0.0455299074902619,0,0.0425423702978237,0,0,0,0,0,0,0,0.0275595249025262,0,0.041805477512609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387705505369384,0,0,0,0.0464448019498139,0,0,0,0,0,0,0,0,0
X600028.SH,0.289958623966845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380481807160786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321049248250233,0,0,0,0,0,0,0,0,0,0,0,0.147283474885097,0,0,0,0.0499280717545398,0,0.00368007279953708,2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.281415960119255,0,0.0841316292583015,0,0,0,0,0,0,0,0,0.104215382089321,0,0,0.029578082458027,0,0,0,0,0,0,0,0.0117743971140616,0,0,0.0558589824685037,0,0,0.0955806157340555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195860827614616,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.000673316413454218,0.555078283568412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982194341794392,0,0,0,0.0319627899582755,0,0,0,0,0,0,0,0,0,0,-0.00923452754166018,0,0,0,0,0,0,0,-0.0157327855026624,0.023535454827637,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0804925404897446,0.0759580777849044,0,0,0,0.0388470634128602,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0250253632008432,0,0,0,0,0,0,0,0.0712033138359023,0,0.154667866806058,0,0,0,0,0,0,0.0763092562327331,0,0,0,0,0,0,0.0278193289633619,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393622244236782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88232870790363,0,-0.0501003324401921,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235002738102446,0,0,0,0.317967296509609,0.0162160997071253,0.0145759911093149,0.0106869838975001,0,0,0,0,0,0
X600019.SH,0,0,0,0.0842070649282866,0,0,0,0.0108909139544878,0,0,0,0,0,0,0,0,0.103620728731527,0.133185820600518,0.023230570577823,0.137394255836737,0.0407987975692904,0,0,0,0,0,0,0,0.00696734036111419,0.0340665578997534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03859972332459,0.0284095088321965,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147607832523305,0,0,0,0,0.168946264227997,-0.124594893968551,0.356477080597949,0,0,0.235205085784804,0,0,0,0,0,0,0,0,0,0,-0.144936776697025,0.00948462432068218,0.039507926100078,0,0.205362529813854,0,0,0,0.0330006262659382,0,0,0,0,0.0024438395811227,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0546328257680477,0,0,0,0.0391478234106923,3.46944695195361e-18,0,0,0,0,0.179504224744796,0,0,0.359783327800998,0,0.0017882395545564,0,0,0,0.000244657251749984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786260468293691,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439093031322139,0,0,0.0322793289571446,0,0,0,0.0330361586065499,0.0145523245068288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.000315933270665229,0,0,0,0,0,0,0
