,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600547.SH,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X601991.SH,X600027.SH,X600803.SH,X000983.SZ,X000786.SZ,X600995.SH,X000629.SZ,X600096.SH,X600160.SH,X000408.SZ,X600219.SH,X000723.SZ,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600141.SH,X600688.SH,X600157.SH,X000932.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.62272690640244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671071312094526,0,0,0.0987763222384727,0.00498227315864844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00683959917997601,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.40080284481874,0,0,0,0,0,0,0.0223831872536987,0,0,0,0,-0.0107153589442632,0,0,0,0,0,0,0,0,0.0919043040807137,0.0199643103698334,0,0,0.123142494266361,0,0,0,0,0,0.0151240785563188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738056870086985,0,-0.000931973274710836,0,0,0,0,0,0,0
X600028.SH,0.596686606630547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0567978396829829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213682160588443,-0.00246091605248305,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.047567152566521,0,0,0,0,0,0,0,0,0.127836488718994,0,0.187737492896037,0,0,0,-0.0859278392961911,0.180764330806484,0,0,0,0,0,0,0,0.255723643242918,0,-0.0632683942850493,0,-0.092651864429719,0,0,0,0,0,0,0,-0.0772563587274941,0,0,0,0,0,0,0,0,-0.00798392755151395,0,0,0,0,0,0
X600188.SH,0,0.623404236167088,0,0,0,0,0,0,0,0,0.109261141346076,0,0,0,0,0,0,-0.0432556361498525,0,0,0,0,0,0,0,0,0,0.0198544198424019,0,0,0.0676961730473215,0,0,0.00637524106250491,0,0,-0.0491693031381647,0,0,0,0,0,0.23083044680702,0.025522605505278,0,0,0,0,0,0,0,0.00177422181057967,0.0543692784296797,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557846264936269,0,0.0311559858232127,0,0,0.0691525025988032,0,0.0157735503953758,0,0,0,0,0.127521332850459,0,0,0,0.472366828933728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00221246062439129,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.427543947144695,0.149942590263996,0,0,0,0,0.01410124790064,0,0,0.0115010654982856,-0.00365682300844645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0582569401272692,0.00703554591009633,0,0,0,0.0867097085441686,0,0,0,0,0,0,0,0,0,0,0.00367975901333632,0.0316544161192685,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.679159376410682,0,0,0,0,0,0,0,0,0,0,0.102612731816751,0,0,0,0,0,0,0,0,0.0715745745438963,0,0,0,0,-0.0888456863763348,0,0.130920989547682,0,0,0,0,0,0,0,0,0,0,0,0.110707971180038,-0.0651369780434998,0,0,0,0,-0.0148221366364606,-0.0114095208485061,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.201163213717096,0,0,0,0,0,0,0.231287242587373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161803129747307,0.136577074397317,0,0.0239118322689324,0,0,0,0,0,0,0,0,0.0346034988835232,0,0,0,0,0.0463964340374753,-0.0102422992416422,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416742977631168,0.0527284918675839,0,0,0,0,0,0,0,0,0,0,0.18110450065207,-0.0506736609441519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00693869282136061,0,0,0,0,0,0,0
