,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X002466.SZ,X000792.SZ,X600795.SH,X002460.SZ,X601699.SH,X000708.SZ,X600010.SH,X000301.SZ,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X601991.SH,X000786.SZ,X600985.SH,X000408.SZ,X002271.SZ,X000933.SZ,X000630.SZ,X000807.SZ,X600176.SH,X601168.SH,X000932.SZ,X002128.SZ,X600348.SH,X600219.SH,X600612.SH,X600096.SH,X600995.SH,X601666.SH,X000027.SZ,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.344496891435606,0.0851614174342872,0.154910638399733,0,0,0,0.00529246218702623,0,0,0,0.0718898706872962,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.177237195376597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198955603168024,0,0.00173261288500132,0,0.137201578907864,0.143633427988969,0,0,0,0
X601088.SH,0.00768005899088056,0,0,0,0.247742552314479,0.0836786057576781,0,0.0701443666874772,0,0,0,0,0,0,0,0,0,0,0,0,0.0422020565728664,0,0,0.0186860678045061,0,0,0,0,-0.071178605719781,-0.0702077338105591,0,0,0.180891725309767,0,0,0,0,0,0,0.0328754944964611,0,0,0,0,0,0,0,0.0450404428502117,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0700687223489364,0,0,0,-0.0515700589404061,0,0,0.0718558147380031,0,0,0,-0.0252708842072941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396163716820532,0.218944876398894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0881032033109063,0,0,0,0,0,0,0,0,0,0,0,0,0.013160951591677,0,0,0,0,0,0,0.0784519771096513,0,0,0,0,0,0.220725899642261,0,0.128385242269994,0,0,0.0502677610008793,0,0,0,0.0466492396250572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385028665406053,0,0,-0.0100899585651498,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.137413287204108,0,0,0,0,0,0,0,0,0,0,-0.0159831758944321,0.12532191129511,0,0,0,0,0,0.221389309386506,0,0.0447312029397583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703529333915553,0.218089049390131,0,0,0,0,0,0,0,0,0,-0.00343979798979891,0,0,0,0,0,0
X601898.SH,0.0691163531163519,0.151971975993647,0.138833019968066,0,0.168892983336088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182815825786528,0.283906752686552,0,0,0,-0.0339086863148503,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0259089122977246,-0.015317292311381,-0.00721398741839519,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0918307961911811,0,0,0.0389637093135499,0,0,0.0335108678113128,0,-0.0291194173949531,0,0,0,0.048625903973825,0.0786723699568455,0,0,0,0,0,0,0.116259494963134,0,0,0,0,0,0,0,0,0,-0.0693150549474222,0,0,0,0,0.16384927766454,0,0,0,0,0,0,0,0,0,0,0,0,0.0114530733220081,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0933116373376666,0.0635491832440656,0,0,0,0,8.67361737988404e-19,0,0,-0.00887417460067603,0,0,0,0,0,0,0,0,0,0,0.288517584032742,0,0,0,0,0,0.153015914430126,0,0,0,-0.00403203317394654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000264758247713172,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.150450659412836,0,0,0,0,0.0229649402124919,0,0,0.0369254588036036,0,0,0,0,0.012515877194484,0.0515283286570204,0,0,0,0,0,0,0,0,0.051081330539168,0,0.0674608695496287,0,0,0,0,0,0,0,0,0,0,-0.0393757224787789,0.0404837417136068,0.0328819598426452,0,-0.0218549234124508,0.0257392867759865,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0024937691376567,0,0,0,0,0,0,0,0,0,0,0,0.0522838467026105,0,0,0,0.132751079944659,0,0,-0.0110800637543804,0,0,0,0,0,-0.0712068638731807,0,0,0,0,0,0,0,0,0.0976143521635526,0,0,0,0,0.0107620520191253,0,0.0146983239023386,0,0,0,0,0
