,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600011.SH,X600585.SH,X600188.SH,X002460.SZ,X600547.SH,X601898.SH,X601600.SH,X002466.SZ,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600489.SH,X000807.SZ,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X600219.SH,X000539.SZ,X000629.SZ,X600378.SH,X300037.SZ,X002080.SZ,X000723.SZ,X600688.SH,X600995.SH,X000933.SZ,X000630.SZ,X600157.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.485727109634605,0,0,0,0.0214415732358478,0,0.0617545108629759,0,0,0.024789744579167,0,0,0,0,0,0,0,0,0,0,0.0130120958166511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019981655285575,0,0,0,0,0.127422020596108,0,0,0,0,0,0,0,0.0273392112235063,0,-0.0360001254612834,0,0,0,0,0
X600028.SH,0.641446842760306,0,0,0,0,0.0318634279118089,0.152006149929213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0978078279364931,0,0,0,0,0.0846196991638404,0,0,0,0,0,0,0,-0.0222780171882554,0,0,0,0,0,0,0,0,0,0,-0.112740862053549,0,0,0,-0.0211582138405519,-0.0494984021057476,0,0.0500311754971725,0,0,0,0,0,0
X601088.SH,0.101086400264835,0,0,0,0,0,0,0.269150333062632,0,0,0,0,0,0,0,0.026505996621307,0.0781535633053842,0,0,0,0,0.0399950112749553,0,0,0,0.0165464904040133,0,0,0,0,0,0,0,0.0963907588470143,-0.0506088747873187,0,0,0,-0.0657058482425823,0,0,0,0,0,0,0,0,0,0,0,0,0.00193871719461445,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0426075713684803,0,0.00615619334244701,0,0,0,0,0,0,0,0,-0.0181855889838244,0,0,0,0,0.0327313370919235,0.0969657172821291,0,0,0,0,0,0,0,0,0,0,0.0610827596045498,0.00459528246098245,0,0,0,0,0,0,0.0124552332787302,0.210545246533982,0,0,0,0,0,0,0.0566051787729392,0,0.00848780810488912,-0.0138310872495276,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.00868287780056918,0,0,0,0,0,0,0,0,0,0,0.0658677432330426,0.0621638838357283,0.0575947415508815,0,0,0,0,0.0662762715442009,0,0,0.193506429334353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178540685321549,0,0,0,0,0,0.0289086266839166,-1.73472347597681e-18,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.025371178755088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73361106262304,0,0,-0.128698241466414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702744803955876,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0630907773633983,0.0303937402721038,0,0,0,0.117590668159086,0,0,0,0,0,0,0,0,0,0,0,0,0.0848881367659409,0,0,0,0,0,-0.0520391318235539,0,0,0,0,0,0.128223166067622,0,0,0.0756596737879753,0.0523014964034408,0,0,0,0,0,0,0,0,0.0255987444936096,0,0,0,0,0,-0.0462776315707896,0,0,0,0,0,0
X600188.SH,0,0,0.588298520161592,0,0,0,0,0,0,0,0.193712561747859,0,0,0,0,0,0,0,0,0,0,0,0.108909686856563,0,0,0,0,0,0,-0.268420123708315,0,0.166919697033175,0,0,0.0347409594709774,0,0,0,0,0,0,0,0,0.232239308040335,0,0,0,0,0,0,0,0.0208211797064305,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.118048187165503,0.475176546499277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665056814234339,0,0.0124142432837443,0.104375140091977,0,0,0,0,0,0,0,0,0.0586475538585756,0,0,0,0.0336688508063761,0,0,0,0,0,0,0,0,0
X600547.SH,0,0.151766175307782,0,0,0,0,0,0.0362262367812639,0,0,0,0,0,0,0,0,0,0,-0.0513139458343429,0,0,-0.0911160445057959,0,0,0,0,0.139104125209141,0,0,0.677609924387253,0,0,0,0,0,0,0,0,0,0,-0.0313899951309532,-0.0221137840955543,0,0,0,0.0475156449248759,0,0,-0.139293946844312,0,0,-0.00261245098243702,-0.0160661995868098,0,0,0,0,0,0
