,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600111.SH,X002466.SZ,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X000629.SZ,X600808.SH,X600219.SH,X600352.SH,X600801.SH,X600489.SH,X000825.SZ,X601158.SH,X000786.SZ,X000792.SZ,X000553.SZ,X300072.SZ,X000883.SZ,X600583.SH,X000408.SZ,X601699.SH,X000301.SZ,X002110.SZ,X600339.SH,X000027.SZ,X000630.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.154201984019775,0,0,0,0.0988721254877744,-0.0103051658724399,0,0.0599036392823385,0,0.0595613664938487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214731420398965,0,0,0,0,0,0,0,0,0.0531821587941066,0,0,0,0,0,0,0.0951647840096171,0,0.262214400461995,0,0,0,0,0,0.0329933963551187,0,0,0,0,0,0
X600028.SH,0.187810763522658,0,0,0.104718683342885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130118992963347,0,0,0,0,0,0,0,0,0,0.192492975688903,0,0,0,0,0,0,0,0,0.0488227286091546,0,0,0,0,0.00145533608701585,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.111074901877568,0,0,0,0,0,0,0,0.10659680038823,0,0,0,0.00833886346491149,0,0,0,0,0,0,0,0.0274693917503875,0,0,0,0,0,0.00963319605113475,0,0,0,0,0,0,0,0.1090158949522,0,0.107560623470286,0.0949932583687071,0.0316554686408052,0,0,0,0,-0.00224550787115057,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0159099235192525,0.129702203502481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355206350952195,0.0651867565398506,0,0,0.512314963737416,0,0,0,0,0.216438692280502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165797543383966,0,0,0,0,0,0,0
X600019.SH,0,0.0713096211851376,0,0.0870717607646876,0,0,0,0,0,0,0,0,0,0,0,0,0.0470004193040662,0,0,0.588405771221748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412771783767206,0,0,0,0,0,-0.00273055632643694,0,0,0,0,0.0658782616122814,0,0
X600011.SH,0,0,0,0.0797577263084389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638410677572637,0,0,0,0,0.154348287621268,0,0,0,0,0,0,0,0,0,-0.201792115719347,0,0,0,0.00615774254104304,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00990510193653206,0.06610744231444,0,0,0,0,0,0
X600309.SH,0,0,0,0.189706887134614,0,0,0,0,0,0,0,0,0,0,0,0,0.173113076214596,0,0.0228799780611186,0.131593047844386,0,0.108024663928598,0,0,0,0,0.287798418373933,0,-0.119998414446705,0,0,0,0,-0.297277608026168,0.155810541350507,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.00519458078446148,-0.0229383354110598,0.137615117419125,0,0,0,0,0,0
X600010.SH,0.152367648832083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602158619965476,0,0.0851950340571232,0,0.039142377167585,0.0610939277786051,0.033355699153323,0,0,0,0,0,0,0,0.0448194537683309,0,0.0725986615353179,0,0,0.0602654521191125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324100220294713,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692767869619703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105570190904736,0.0874200796472034,0.161847952669726,0.0293228881181226,0,0,0,0,0,-0.0507794192719002,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0487915259306419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129056378581835,0,0,0,0,0,0,0,0,0,0,0,0.427787855145974,0.293685908155173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022025185416482,-0.0100848813409847,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.00488693431452621,0,0.131222213033318,0,0,0.0223503217277081,0,0,0,0,0,0,0,0,0,0,0,0.0943436642548404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085369305187068,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250199784797683,-0.0065614956267503,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292649635026878,0,0,0.0898930369073586,0,0,0,0,0,0,0.0340569985019307,0,0,0.0397731907803819,0,0.127007968058579,0,0,0,0,0,0,0,0,-0.0282343553101813,0,0.066904247268459,0,0.174244258971206,0,0,0,0,0,0,0,0,0.0370741262102631,0,0.0920677581777038,0,0,0,0,0,0
X601600.SH,0,0,0,0.173488117385417,0,0.00756796698333959,0.00197902139359806,0,0.0215756432646486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769675910051229,0.0113082628545619,0.208332765961435,0,0,0.0643913000721227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644651075288054,0,0,0,0,-0.00082558664842896,-0.0686304687154821,0,0,0,0,0,0
X600688.SH,0.0894551608698682,0.0186986190813008,0,0,0,0,0,0,0,0,0,0.170654716031893,0,0,0,0,0.157153973279828,0,0,0,0,0.0137195790424952,0,0,0,0,0.0274021874589399,0,0,0.169533773032566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273001512616299,0,0,0,0.0414995428510308,5.42101086242752e-20,0,0,0,0,0,0,0
X600886.SH,0,0.157974364989329,0,0,0,0.13628950522849,0,0,0,0,0,0,0,0,0,0,-0.0337420753206128,0,0,0,0,0.140195250720542,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0518003733996884,0,0,0.0810737371856648,0,0,0,0,0,0,0.0198992673595583,0,0,0,0,0,0,0,0,0,0.0103875202866077,0.00942185155036627,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0596024295256726,0,0.00106482806961421,0,0,0,0,0,0,0,0,0,0,0,0.00349113049918967,0,0,0,0,0.0374091002953291,0.187292619766572,0,0,0,0,0,0,0,0,0,0,0,0.0488949147441743,0,0,0,0,0,0,0,0.0182645130402578,0,0,0,0,0,0,-0.00473216312455211,-0.0363468285257268,0,0,0,0,0,0
X600188.SH,0,0,0.48006611528488,0,0,0,0.180312891230503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769837199994389,0,0.116576724748817,0,0,0,0,0,0,0,0,0.0394846027816,0,0,0,0,0,0.102549283351692,0.121711603774673,0,0,0,0,0,0,0.0143108732859055,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0753706316498817,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0554796510053821,0,0.267994348963507,0,0,0.0230443401542232,0.00687183684760374,0,0,0,0,0,0,0,0,0.0327579047228299,0,0,0,0,0,0,0.0818080580491316,0,0,0,0,0,0,-2.16840434497101e-19,-0.0594864155578454,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0877011059707174,0.488406933278693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154950079408713,0,0,0,0,0,0,0,-0.00842384994229976,0.0238292893239847,0,0,0,0.0911896714623999,0,0,0,0,0,0,0,0,0,0,0,0.104425307907782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.556322473409224,0,0.0712777175786278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638346515781522,0,0,0.372499537484573,0,0,0,0,0,0,0.0384073310499083,0,0,0.00788078384093218,0,0,0,0,0.00767662021876409,0,0,0,0,0,-0.0970691207402479,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579742596200971,0,0.295357066390734,0,0,0,0,0,0,0,0.0287807913960726,0,0.0397197695555836,0,0.153286609317677,0,0,0,0,0.00657048814484032,0,0,0,0,0,0.244423534079786,0,0,0,-0.00334504466600629,-0.0319631358859554,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100548649950697,0,0,0,0,0.259872672995271,0,0,0,0.162476213270863,0,0.211667601236,0.120366929560706,0,0,0,0,0,0.0885637944703164,0,0,0,0,0,0,-0.0438163259859591,0,0,0,0,0,0
