,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X601992.SH,X000898.SZ,X002466.SZ,X600111.SH,X600516.SH,X000709.SZ,X600176.SH,X600352.SH,X002460.SZ,X600219.SH,X600299.SH,X000786.SZ,X000629.SZ,X600157.SH,X600808.SH,X600489.SH,X000630.SZ,X000825.SZ,X601158.SH,X002271.SZ,X600801.SH,X000883.SZ,X000553.SZ,X300072.SZ,X002110.SZ,X600985.SH,X000027.SZ,X002470.SZ,X600583.SH,X000408.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.210286821462267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108579176846649,0,0,0,0,0,0,0,0,0,0.0119271168020821,0,0,0,0,0,0,0,0,0.00183646097764983,0.0321378587830568,-1.73472347597681e-18,0.103586066745607,0,0,0.123354746704209,0,0,0,0,0.000663706766698568,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0629671143292295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247197615627946,0,0,0.129308308932067,0,0,0.0625262353686917,0,0,0,0,0,0,0.0175252257186632,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.096925875685802,0,0.0143822206467413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109833496599148,0,0,0,0,0.0180409458012631,0,0.074740096196258,0,0,0,0.0931176873552262,0,0.0939293249566889,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210947636596203,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250874074989404,0,0,0,0,0,0,0,0,0.142352867216713,0,0,-0.0186716124689826,0.189121169274989,0,0,0,0,0,0,0,-0.00534065319577605,0.00325159791565427,0,0,0,0,0,0
X600019.SH,0,0,0,0.0426203657980716,0,0,0,0,0.139720556272655,0,0,0,0,0,0,0,0,0,0,0,0.10058726012703,0,0.0704884528803432,0,0,0,0,0,0,0,0,0,0.0285515839156344,0,0,0,0,0,0,0,0,0,0,0.261055718443144,0,0.0134561140901166,0,0,0,0,0,0,0.0185483204899951,0,0,0,0,0,0
X600309.SH,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258332815287141,0,0,0,0,0,0,0,0,0.100569281409581,0,0,0.103698142748817,0,0,0,0,0.183445997669555,0.296502326599574,0,0,0,0,0,0,0,0,0,0,0,-0.0497898881790662,0.0577861454388896,0,0,0,0.124041388756997,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324266041001773,0,0,0.538039365869816,0,0,0,0,-0.183665603267109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523278973261735,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0319602288838332,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255991531131513,0,0,0,0,0,0.287325421178406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179371130255983,0,0,0,0.0282185404466731,0.011536875415591,0,0,0,0,0,0,0,-0.00010038043868802,0,0,0,0,-0.00386264149919556,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300435187367144,0,0,0.0642999881796352,0,0,0.0293168634453895,0,0.219690264643225,0,0,0.0194178069222134,0.0305013144223264,0,0,0,0,0,0,0,0,0,0,0.0542898497702152,0.126654545891886,0.0176211503991965,0,0,0,0,0,0,-0.0192165052753874,-0.0100499205074924,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401712955359831,0,0.980688494854453,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0802036884984148,0,0,0,0,-0.0163032068609284,0.0309992137977877,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.126776717295919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287588917226497,0,0,0.0947559427497894,0,0,0,0,0,0.0709730889654741,0,0,0,0,0,0,0.00600905575601297,0,0,0,0.00788375533600101,0,0,0,0,0.0172967039085815,0,0,0,0,0,0,0,0,0.00272542575848587,0,0
X601991.SH,0,0,0,0,0,0,0,0.181364044980321,0,0,0,0,0,0,0,0.039670575054124,0,0,0,0,0,0.101850003189847,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605138264895617,0,0.0926932239590699,0.0106590540187038,0,0,0,0,0,-0.00792626617804783,0,0,0,0,0,0,0
X600660.SH,0,0.08072208679267,0,0,0,0.0794714888659801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153791164916435,0,0,0.0350496948377972,0,0,0,0,0,0,0,0,0.222156996943723,0,0,0,0,0,0,0,0,0,0,0,0,0.00345251110544147,0,0,0,0,-0.00836252483190271,0,0
X600688.SH,0,0,0,0,0,0.0367083037066764,0,0,0,0,0,0,0,0,0,0,0.0979242044343471,0,0,0,0,0.0560659094582383,0,0.0230710225369353,0.0705385949724106,0,0,0,0,0,0,0.000114375450106707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153487456561006,0,0,0,-0.00533714751689327,0.0205687614665588,0,0,0,0,0,0
X600886.SH,0,0,0.0613227035674323,0,0,0,0,0,0,0,0,0,0,0,0,0.0448402630609826,0.207002560990568,0,0.113860057195706,0,0,0,0,0,0,0.00491102748049757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109887403465552,0,0,0.109591768897674,0,0,0,0,0.23113224052466,0.0812732462697089,0.000380090601927385,0,0,0,0,-0.0119166734972849,0,0
X600795.SH,0,0,0,0,0,0,0,0.106760456844017,0,0,0,0,0,0,0,0,0.00715335171326598,0,0,0.0122979052889421,0,0,0.0717548279442891,0,0,0,0,0.0456900408735672,0,0,0.0311038572781548,0,0.00433127568230061,0,0,0,0,0,0,0,0,0,0,0,0,0.093418714125831,0,0.176783118420747,0,0,0,-0.00962965398418441,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.248527081263033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206210953318927,0.0341873274636956,0,0,0.0755250496526014,0,0.147504975065186,0,0,0,0,0.0499900185099408,0,0,0,0,0,0,0,0,0,0.00201630482260929,0,0,0,0,0,0,0,0,-0.0186179384646004,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0974305261591808,0,0.0777426502271705,0,0,0,0,0,0,0,0,0,0,0,0.0704518640550259,0,0.0427325833406778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259818696432721,0.120124417449469,0,0,0,0,0,0,0,0,-0.00755271332360277,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.170577758883047,0.459024365204206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207324275392812,0,0,0,0,0,0,0.299708538081228,0,0,-0.0261202747522105,0,0,0,0,0,0,0.0125566266689254,0,0.0090904934262446,-0.0195079775889296,0,-0.239439270118541,0,0.124636899753065,0,0
X601992.SH,0,0,0,0.136085437567549,0,0,0,0,0.0584336507669118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202421657458297,0,0,0,0,0,0,0,0.0497661026051065,0,0,0.152285838241596,0,0,0,0,0.135769559336548,0.102119373060538,0,0,0,0.00915885449294123,0.0922744904680358,0.0961039245055041,0,0,0,0,0,0.0397692154082409,-0.0462873969517415,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.100117003163806,0.0939106062497272,0,0.0245391907619706,0.0447871148220562,0,0,0,0,0,0,0,0.007201592794985,0.107701196197374,0,0.0759969372290621,0,0.0402473950972662,0.0857460305030495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401970201360529,0,0,0,0,0,0,0,0.00479760125973284,-0.00218632062253839,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887120457224224,0,0,0.134755149775902,0,0,0,0,0,0,0,0,0,0,0,-0.041917166678341,0,0,0,-0.0255431448496677,0,0,0,-0.0189587760790412,0.0293413370998757,0.00815558200797959,0,0,0,-0.0281937589263332,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336904722697387,0,0,0,0,0,0,0.176171456155225,0,0,0,0.129430889165945,0,0,-0.059830798975799,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.123895897785876,0,0,0.226611442766879,0.105377721365533,0,0,0,0,0.00341912511265097,0.00525504680268256,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114284938502602,0,0,0,0,0.134518440323797,0,0,0,0,0.037642767469615,0,0,0,0,0,0,0,0,0,0.218081416640715,0.12065261619535,0.0980204950121433,0,0,0.00407706224032182,0,0,0,0,0.0279460743894125,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.107807125312677,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199695438837961,0,0,0,0,0,0,0,0,0.127795596825691,0,0,0,0,0,0,0,0,0,0,0,0.0183814492118603,0,0,0,0.0263167314934147,0,0,0,-0.00796405143480263,0,0,0,0,0.0043789134366798,0,0
X600176.SH,0,0,0.000735667493633056,0,0,0.0828240247056051,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0876287196423802,0,0,0,0,0,0,0,0,0.191241915643072,0,0.0528976470275082,0,0,0,0,0,0,0,0,0,0,0.117826542135981,0,0,0,0,0,0,0,0.00342447730275994,0.0179060660024433,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877481790217044,0,0,0,0,0,0,0,0,0,0.0409308089461803,0,0,0,0,0,0,0,0,0.074548810879083,0.123839275220854,0,0,0,0,0.0869336498186471,0,0,0,0,0,0,0.0163576976521544,-0.0538583448406591,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140254223123673,0,0,0,0.0170393313108093,0,0.61520945327854,0,0,0,0,0,0,0,0,0,0,0,0,0.0531287081247863,0,0,0,0,0,0,0,0.146044721754236,0,0,0,0.0372682662588447,0,0,0,0,-0.0121134550233113,0.0467894872507817,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0.0576923323897336,0.167936240190509,0,0,0,0,0,0,0,0,0,0,0.00403039770871905,0,0,0.262565181752706,0,0,0,0,0.0223170226409834,0,0,0,0.0416842406155166,0.0284386545676935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00345333890892629,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.228941755644838,0,0,0,0,0,0,0,0,0,0,0,0.0266410651440888,0,0,0,0.0836084248479214,0,0,0.0967831011837905,0,8.67361737988404e-19,0,0,0.205109808066931,0,0.0311947818193049,0,0,0,0,0,0,0,0,0,0,0,0,0.0878186697955846,0,0,0,0,0,-0.0102041339346488,0,0,0,0,0,0,0
X000786.SZ,0,0.0881836853745651,0,0.222401830509989,0,0,0,0,0,-0.0317528157574448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409954896600144,0,0,0,0,0,0,0.00578516945071231,0,0,0,0,0,0.200979180472628,0,0,0.0429483780954266,0,0,0,-0.0719553778564563,0,0,0,0,0,2.16840434497101e-19,0.0151660108200433,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11359930400842,0,0,0,0.14881489293369,0,0,0,0,0.0577018505505609,0,0.12367009683199,0,0,0,0,0,0,0,0.143486913422634,0,0.189133966466536,0,0,0,0,0,0,0,0.00727385202658624,0,0,0,0.0189109681691933,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,-0.336993571975881,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.60731990012428,0,0,0,0.70612884692783,0,0,-0.258626921167555,0,0,0,0.326927977699502,0.4516921776006,0,0,0,-0.51486043878611,0,0,0,-0.00630531502155669,0.022301125998081,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0.0795555783005741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116873093907382,0,0,0,0,0,0,0,0,0,0,0,0,0.0375027084903083,0,0,0,0,0,0.019038331350967,0,0,0,0,0.212885962094827,0,0,0,0,0,0,0,0.00258375740863701,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.28243893131488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418876334034543,0,0,0,0.113947129473301,0,0,0,0.0837021323472484,0,0,0,0,0,0,0,0,0,0,0.0816703417068068,0,0,0,0,0,0,0,0,0,-0.0199103145706471,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0.0317722467364259,0,0,0,0,0,0,0,0,0,0,0.0885583971608371,0,0,0,0,0,0,0,0.0582774913164266,0,0,0,0,0,0.00250893565054043,0,0,0,0,0,0,0.0159458690257139,0,0,0,0,0,0,0,0,0,0,0,0,0.000899326331385658,-6.7762635780344e-21,0,0,0,0.00745280224017774,0,0
X000825.SZ,0,0,0,0,0,0.0708810432079445,0,0.279912876363812,0.0965159014838451,0,0,0,0,0,0,0,0,0.078119909528854,0,0.018375699604222,0,0,0,0,0,0,0,0,0,0,0.0140312648248803,0,0.00467221524370783,0,0,0,0,0,0,0,0,0,0.00117221796754581,0.132918383460557,0,0,0,0,0,0,0,0.00587910630278638,0.00881885981730117,0,0,0,0,0,0
