,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X600585.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X002466.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X000301.SZ,X601699.SH,X600426.SH,X600489.SH,X000983.SZ,X600160.SH,X600803.SH,X000877.SZ,X601991.SH,X000786.SZ,X000933.SZ,X600985.SH,X600176.SH,X000630.SZ,X000807.SZ,X601168.SH,X000408.SZ,X002128.SZ,X600612.SH,X000932.SZ,X600219.SH,X600096.SH,X000883.SZ,X600295.SH,X002353.SZ,X600348.SH,X000027.SZ,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.113462778021387,0,0,0.0495004927886162,0,0.0471349169611829,0.142030624760195,0,0,0.124543611474355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503203225478661,0,0,0,0,0,0,0,0,0,0,0.0891443317640694,0,0,0,0,0,0,0,0.0537704326602826,0,0,0,0,0
X601088.SH,0.0266873123405978,0,0,0,0.221938851517708,0,0.0151980436361624,0.114703965742855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523328471253396,0,0,0.202889823477284,0,0,0,0,0,0,0.061279218080524,-0.0208401781796572,0,0,0.015286228605911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244425176186652,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.150437906494334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314803533602312,0,0,0,0,0,0,0,0,0.0539563501383928,0,0,0,0,0,0,0.106179026721479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105416250875142,0,0,0.0634110974621426,0,0,0,0.158467793918475,0,0,0,0,0,0,0,0,0,0.303750748462228,0,0,0,0,0,-0.015133005658075,0,0,0,0,0,0,0,0,0,0,-0.0471665611905341,-0.00758629422340172,0,0,0,0,0,0
X600188.SH,0,-1.73472347597681e-18,0,0,0,0,0.205366327934183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294840826408619,0,0,0.133515443998426,0,0,0,0,-0.00880779351514921,0,0,0,0,0,0,0,0.175053901244954,0,0,0,0,0,0,0,0,0,0,0,-0.00104434967161343,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.115706531913544,0,0,0,0,0,0,0,0.0575505613742769,0,0,0,0,0,0,0.0213070638158488,0,0,0,0,0.0595019340676735,0.00538100542842492,0,0,0,0,0,0,0,0.0488297910543826,0,0,-0.0327381645885307,0.0146065145397842,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.00230019285728427,0,0,0.369510458349739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338919394098649,0,0,0,0,0,0,0,0,0,0.257124437170402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124409143395771,0,-0.0710060285794854,0.0670803393811447,0,0,0,0,0
X600011.SH,0.032396863795124,0,0,0,0,0,0.0177510567168986,0,0,0,0,0,0,0,0.269851272448559,0,0,0,0,0,0,0.195237395652163,0,0,0,0,0,0,0,0,0.103769105583236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.00365855262484171,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.0373069953467598,0,-0.0255685776777944,0,0,0,0,0,0,0,0,0.0527592093543208,0,0,0,0,0,0.00412665318871765,0,0,0,0.721548876876376,0,0,0,0,0,0,0,0,0,0,0,0,0.0333741759922688,0,0,0,0,0,0,0,0,0,0,0,-0.0422416168857077,0,0.0341929179131048,0,0,0,0,0,0
X600585.SH,0,0,0,0.097971428967968,0,0,0.0750482885115532,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.133173572139192,0,0,0,0,0,0,0,0,0,0,0.040188795180193,0,0.00857233813379371,0.0307704642806831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930337261432451,0,0,0,0,0,0,0
X601600.SH,0.0807441761991154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187714375959183,0,0,0,0,0.185340568524762,0,0,0,0,0,0,0,0,0,0,0.0711340400349429,0,0.0436877949139152,0,0.214857440230919,0.223846828604095,0.00276729707421572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270966746918787,0.218512021394089,0,0,0,0,0
X600660.SH,0.0494250473246334,0,0,0,0.0202366961844553,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225785012066804,0,-0.00757609949455065,0,0,0,0.150374764091579,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632340002792575,0,0,-0.0101731782819659,0,0,0,0,0,0,0,0,-0.109136457974713,0,0,0.0643482473717611,-4.33680868994202e-19,0,0,0,0,0
X600886.SH,0,0,0,0,0.118262857268649,0,0,0,0,0,0,0,0,0,0.2658244088728,0,0,0,0,0,0,0,0,0,0,0,0,0.0306300859102989,0,0,0,0,0,0,0,0,0,0.0513658218720706,0,0,0,0.0405346660686785,0,0,0,0,0,0,0,-0.0358860920397599,0,-0.0166798569162135,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317104080780188,0,0,0,0,0.0509041778145602,0,0,0,0,0,0,0,0,0,0.0186790490593447,0,0,0.0223008351903437,0.129303242664805,0,0,0,0,0,0,0,0.0418796960490865,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0.00945033687316577,0,0,0,0,0,0,0.250293238757735,0,0,0,0,0.185073688313006,0,0,0,0,0,-0.0121679036077732,0,0,0.308895273020727,0,0,0,0,0,0,0,0,0.0592543733794539,0,0.0738837713654919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161864347387487,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0132014970328585,0,0,0,0,0,0.05523811496951,0.0354541196578212,0,0,0,0,0.0898818958102106,0,0,0.161192759049661,0,0,0,0,0,0,0,0,0.0015189878678051,0.251447286841942,0.134138031012533,0,0.0705550749760918,0,0,0,0.0782432938227137,0,0,0,0,0,0,0,0,-0.0231441125403008,0,0.026221544415539,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.146250953990667,0,0.174301614875355,0,0.186876512298222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1402501351235,0,0,0,0,0,0,0,0.0115408377185822,0,0,0,0,0,0,-3.46944695195361e-18,0.0971166266878026,0,0,0,0,0,0,-0.00103310681175189,0,0,0,0,0,0,0
