,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X000792.SZ,X601898.SH,X600886.SH,X600010.SH,X600801.SH,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600299.SH,X600027.SH,X600111.SH,X002466.SZ,X600176.SH,X600489.SH,X000723.SZ,X002075.SZ,X000401.SZ,X600426.SH,X000898.SZ,X600516.SH,X601158.SH,X600219.SH,X000932.SZ,X000553.SZ,X600126.SH,X002353.SZ,X600583.SH,X000883.SZ,X600486.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.003485270136464,0,0,0,0,0,0,0,0.508996181788729,0,0.0985317520640964,0,0.00706104285286907,0,0,0,0,0,0,0,0,0,0,0.0518454940566166,0,0.0115436345947101,0,0,0,0,0,0,0,0.0194797988961313,0,0,0.0345356259014319,0,0,0,0,0,0,0,0.00558498483784525,0,0,0,0,0,0
X600028.SH,0.430698338875308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726616480249454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254437049914345,0,0.0252231077511022,0,0,0,0,0,0,0,0,0.00442867076012182,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0257262868283767,0,0,0,0,0,0,0,0.0659435682917482,0,0,0.00813616874722759,0,0,1.73472347597681e-18,0,0,0,0.0998382038705555,0,0.104479904241335,0,0,0,0,0,0,0.0396852632881877,0,0.153851941763186,0,0,0,0,0,0.000926087558873151,0,0,0,0,0,0,0,0,-0.00244652586095896,0.00670256488845375,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.00058860548936991,0,0,0,0,0,0,0,0,0,0.42126563579035,0,0,0,0.129426231325228,0.0575807471040327,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.1183837760683,0,0,0,0,0,0,0,0,0,0,0,0.0168182817756125,0,0,0,0,0.018696971829999,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.030913270777893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689394448344196,0.216111317858446,0,0,0,0,0,0,0.121567422441077,0,0,0,0,0,0.114405252412494,0,0,0,0,0,0,0,0.0291080236605594,0.0105113645938813,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0798905489667171,0,0,0,0,0,0,0,0.0541690296474863,0,0.0177094069951904,0,0,0,0,0,0,0,0,0,0,1.07317930638584,0,0,0,-0.0177443240440199,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0546296848204272,0.00559616282401041,0.0162900181551849,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0319871414907005,0,0,0,0,0,0,0,0,0,0.00344284533490919,0,0.212055146522694,0,0.0622051914624128,0,0,0,0,0,0,0,0.0060812271969101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443116319724563,0.0588152590804707,0,0.0161950492988437,0,0,0,0,0,0.0155627154199968,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238700507432689,0,0,0,0.312442080539316,0,0,0,0.0564541363817973,0,0,0,0,0,0,0,0.109186731804455,0,3.46944695195361e-18,0,0.181407521036428,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.058007057874702,0,0,0,0,0,0,0,0,0,0,0.0462371532100793,0,0,0,0,0,0.0423564169189267,0,0,0.0917573335613245,0.545319116869217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136888598708158,0,0,0,0,0,0,0,0,0,-0.0163529846398117,0.00180405714091794,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.103592518712484,0,0,0,0,0.545435858251891,0,0,-0.0463996138334068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102882412094218,0,0,0,0,0,0,0,0.0173290767762435,0,0,0.0360977395439188,0,0,0,0,0,0.00639781476669608,0.01154481920792,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3172724757312,0,0,0,0.0429475292186379,0,0,0,0,0,0,0,0,0,0.168353514726826,0.347233663138679,0,0,0,0,0,0,0,0.0427417179265647,0,0,0,0,0,0
