,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X000709.SZ,X600299.SH,X600489.SH,X002460.SZ,X600352.SH,X000629.SZ,X601158.SH,X600808.SH,X600219.SH,X000825.SZ,X600801.SH,X000883.SZ,X000539.SZ,X000786.SZ,X000553.SZ,X600612.SH,X000408.SZ,X300072.SZ,X600583.SH,X000301.SZ,X600021.SH,X002470.SZ,X000630.SZ,X002110.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.164821826462749,0,0,0,0,0,0,0,0.0669478554372825,0,0,0,0.0219347333741129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484955896220638,0,0,0,0,0,0,0,0.16616519247175,0.0844251298231992,0,0,0,0.0498677473953927,0,0,-0.0179001898921045,0.0182926404334571,0,0,0,0,0,0
X600028.SH,0.208162046464297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0832195068361534,0,0,0.065893691805816,0,0,0,0.0952136025554918,0,0,0,0,0,0,0,0,0,0.0734296400258068,0,0,0,0.138248816143493,0.0356009887462936,0.204391386515368,0,0,0,0,0,0,0.00203490468395387,0.133996805499417,0,0,0,0,0,0
X601088.SH,0.255035896155655,0,0,0.168608744204416,0,0,3.46944695195361e-18,0,0,0.208936582220742,0,0,0,0,0,0,0,0,0.132318757316759,0,0,0,0.118325344694239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00654935824068498,0,0,0,0,0,0,0,0,0,0,0.00513620058044423,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0263449224756971,0.0320687094928174,0,0.00706205634634592,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594702786420099,0,0,0,0,0,0,0,0,0.0941839551042192,-2.16840434497101e-19,0,0,0,0,0.393520997927812,0,0,1.73472347597681e-18,0,0,0.18521031708274,0,0,0,0,0,0,0,0,0,-0.0241561985424191,0.0450549222584102,0,-0.239057017219233,0,0,0,0
X600019.SH,0,0,0,0,0,0.0513470038065653,0.072204207009938,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.232014560416669,0,0.133108100826471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00118972422399753,0.0132117274925998,0,0,0,0,0,0
X600011.SH,0,0,0,0.0892152569087767,0,0,0.172126842890242,0,0,0,0,0,0,0,0,0,0,0.354482264622188,0,0,0,0,0,0,0,0,0,0,0,0.0770122960130044,0,0,0,0,0,0,0,0,0.0626871780457536,0,0,0,0,0,0,0,0.0931137380522233,0,0,0,0,-0.00562178423180455,0.0320521112885912,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.39565014471688,0,0,0,0,0,0,0,0,0,0,0,0,0.348551435383053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191984291267111,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284786422284516,0.0717955295273089,0,0,0,0,0,0
X600010.SH,0.0304732184681168,0.0304367151104721,0,0,0,0,0,0,0,0.106725149626812,0,0,0,0,0,0,0,0,0,0,0.134877103491793,0,0,0.294628152639733,0,0,0,0,0,0,0,0,0,0.0245680684658287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014035621197673,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200516504303225,0,0,0,0,0,0,0,0.0430700792684243,0,0,0.0293114596307541,0,0,0.591046860219949,0.0290475098466947,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.00496192676617398,0,0,0,0,0,0.0344867533558648,0,0,-0.00266129228347692,0,0,0,0,0,0,0
X601898.SH,0.135380593054688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135054424332386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118345757954692,0,0,0,0.275723693847199,0.0742338882145701,0,-0.0139111964556074,0.0069703054364448,0,0,0,0,0,0
