,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600547.SH,X601600.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X600160.SH,X600219.SH,X601699.SH,X002466.SZ,X000786.SZ,X000807.SZ,X000630.SZ,X600176.SH,X002128.SZ,X600096.SH,X000408.SZ,X601168.SH,X600985.SH,X000933.SZ,X000877.SZ,X600378.SH,X000883.SZ,X600995.SH,X600352.SH,X600299.SH,X002353.SZ,X600688.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.300397675541443,0,0,0.0566578612990235,0,0,0,0,0.214447983824942,0.226242733362143,0,0,0,0,0,0.123135611753901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132404956928901,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041561130507774,0,0,0,0,-0.0352521793186758,0,0
X600028.SH,0.443111004245122,0,0.0207032336979312,0,0.0357728387437046,0,0.157306215915187,0,0,0,0,0,0,0,0,0,0,0,-0.00972974649163949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744330278488146,0,0,0,0,0,0,0.040405070288072,0.00066531939046238,0,0,0,0,0.0116461590316941,0,0
X601088.SH,0,0.209485075434906,0,0,0.152663792890712,0.207032238584325,0,0,0,0,0,0,0,0.0456932600248436,0,0,0,0,0,0,0,0,-0.0212047999680612,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357642439716979,0,0,0,0,-0.0147468430754975,0,0,0,0,0,0,0,0,0,0,-0.0262094309961672,0,0,0,-0.00651165960150085,0,0
X600309.SH,-0.00140892018988076,0,0,0,0,0,0,0,-0.0794925919265508,0,0,0,0,0,0,0,-0.0824217595148545,0,0,0,-0.0269877386307662,0,0,0,0,0.35581488673278,0,0,0,0,0,0,0,0,0,0.201180161797052,0,0,0,0,0,0,0.216464867920999,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.105057757799382,0,0,0,-0.0342174726655035,0,0
X601898.SH,0.00421236186751559,0.114764311016563,0.0827812981638373,0,0,0.19181582800403,0,0,0,0.137738609454999,0,0,0,0,0,0,0,0,0,0,0.0902550823337462,0,0,0,0,0,0,0,0,0.0370770081092719,0,0,0,0,0,0,0,0,0.074309822999386,0,0,0,0,0.0542052802197264,0,0,0,0,0,0,0,0,0,0,0,0,0.0104749914024116,0,0
X600188.SH,0,0,0.0481213384670999,0,0.133698377804451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985003179297328,0,0,0.578576651617878,0,0,0,0,0,0,-0.101228633993329,0,0,0.225359498786849,0,0,0,0,0,0,0,0,0,0,0,0,0.0384675192004713,0,0,0,0,0,0
X600019.SH,0,0.449629451566478,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.316125779902769,0,-0.0231943391608679,0,0.0577386013530192,0,0,0,0,0.0833571465508966,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403190204306418,0,0,0,0,0,0,0,0,0,0.0696903608817755,-0.0375300388642596,-0.0587029137592059,0,0,-0.034571454864617,0,0
X600660.SH,0,0,0,0,0,0,-0.0333446183091743,0,0,0,0,0,0,0,0.0833836312990792,0,-0.162906760438469,0,0,0,0.078658114744362,0.115189379190772,0,0,0,0.255496575804837,0,0,0,0,0.129758895419189,0.0913517513894217,0,0,0,0,0,-0.0211461633936125,-0.0470447128326855,0,0,-0.00187621488134197,0,0,0,0,0,-0.0900332731393983,0,0,0,0,-0.0949331318468341,-0.0762158393183579,0,0,-0.0384262037830773,0,0
X600547.SH,0,0,0,-0.13239170465374,0,0,0,0,0,0,0,0,0,0,0,0,0.66570946660759,0,0,0,-0.0637725420812154,0,0,0,0,0,0,0.187328361067769,0,0,0,0,0,0,0,0,0,0,0.0564238489337716,0,0,0.00744878730946623,0,0,0,0,-0.275315718500074,0,0,0,0,0,0,0,0,0,0.0290870613619706,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388109223271815,0,0,0,0,0.0531740087965371,0,0,0,0,0,0,0,0,0,0,0,0,0.192170075198965,0,0.197960427226115,0,0,0.166768457459111,0,0.102196249826695,0,0,0.0858234120099563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.239037468730053,0,0,0,0,0,0,0,0.0410413660838821,0,0,0,0,0.330917391061584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128269349474954,-0.142179672066983,0,0,0,0,0,-0.175001313154543,0,0,-0.0260165335437036,0,0,0,0,0,0,0,0,0,0,0.0583237539119905,0,0.0949747072056093,0,0,-0.00141706014997356,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456693684965833,0,0,0.0621211735849998,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241139401036299,0,0,0,0.141970475915818,-0.0337100081084236,0,0,0.24633193164509,0,0,0,0,0,0.107614111937864,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0194049076462702,0,0,0,0,0,0.0825659011590636,0,0,0,0,0,0,0.153668638797096,0,0,0,0.128744336260285,0,0,0,0.0311662641626662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157645504811736,0,0,0,0,0,0.0554290045550847,0,0,0,-0.076732380787531,0,0,-0.0583154461231299,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.116300202629355,0,0.227636740706209,0,0,0,0,0,0,0,0.0917670250503752,0,0,0,0,-0.0766650876170625,0,0,0,0,0,-0.0356983506708605,0,0,0,0,0,0,0,0,0,0,0,0.294084695399528,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155091937114917,0,0
X000792.SZ,0,0,0,0.0361973888135437,0,0,0,0,0,0,0,0,0,0,0,0,0.0185549934086359,0,0,0,0,0,0.0233555273827908,0.309772886898456,0,0.0135659660834631,0,0,0.0887935536243873,0,0.17201920801958,0,0,0,0,0,0,0,0,0,0,0,-0.10604557841146,0,0,0.0706448795260688,0,0.0177021522637776,0,0,-0.0560060669966019,0,0,0,0,0,-0.0218316316917413,0,0
X600362.SH,0,0,0,0,0.0440490104696182,0,0,0,0,0.00533495081016372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555839337447745,0,0,0,0,0,0,0,0,0,0,0.401530894480173,0,0.0966969722992541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00152155921479805,0,0
X600489.SH,0.235498871890499,0,0,0,0,0,0,0,0.517630818596218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213608099991101,0,0,-0.0323917673165046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514932080886013,0,0,0,0,0,0,0,0,-0.0145711920528732,0,0,0,0,-0.0437974975605639,0,0
X600010.SH,0,0,-0.0478740822375989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013496312969585,0,0.136685077863485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402831767727912,0,0,0,0,0,0,0,0,0,-0.00883279652291904,0,0,0,0,0.0245657492279243,0,0
X600111.SH,0,-0.0309397429274015,-0.0784113566378753,0,0,0,0,0,0.174999567833111,0,0,0,0,0,0,0,0,0.0627911153106946,0,0,0,0,0.174823380311527,0,0,0,0,0,0,0,0.0810344623947071,0,0,0,0,0,0,0.0045653779056558,0,0,0,-0.101180620966046,0.121526043047909,0,0.0424443278791254,0,0,0,0,0,0,0,0,-0.0933414237799464,0,0,0.0170262332767582,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0633946390779306,0.100083116242667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864573113843926,0,0,0,0,0,0,0,0,0,0,0,0,0.0711985403726784,0,0,0,0,0,0.157474279244778,0,0,0.0168817869844873,0,0.0439828707403238,0.107025478924222,0,0,-0.0532019328094827,0.0538629888941254,0,0,0,0.0386687255716986,0,0
X600027.SH,0,0,0,0,0,0,0.00331245056636495,0.0338120181307362,-0.118136636870661,0,0,0,1.19802982350052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189050944593198,0,0,0,0,0,0,0,0,0.0467040329270552,0,0,0,-0.0459181225161437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523891857309236,0,0
X600803.SH,0,0,0,0.02458984980866,0.0401019048878119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183629435314819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301848702612346,0,0,0,0,0.096848818473969,0,0,0,0,0,0,0,0,0,0,0.0940694744658164,0.0757062502522406,0,0,0,-0.0560445428592056,0,0
