,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600660.SH,X600019.SH,X000708.SZ,X002271.SZ,X002466.SZ,X600547.SH,X600176.SH,X000786.SZ,X600362.SH,X000301.SZ,X600426.SH,X600011.SH,X600111.SH,X600886.SH,X601898.SH,X601600.SH,X600010.SH,X600486.SH,X600352.SH,X002080.SZ,X600188.SH,X002353.SZ,X601991.SH,X600801.SH,X600803.SH,X600795.SH,X600489.SH,X600219.SH,X600688.SH,X300037.SZ,X600299.SH,X600516.SH,X600027.SH,X601168.SH,X600399.SH,X002409.SZ,X000932.SZ,X600157.SH,X601992.SH,X000723.SZ,X000027.SZ,X000898.SZ,X300073.SZ,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-8.9846576963609e-05,0,0,0,0,0.0671971314785492,0.0228392307414137,0,0.0258240590974622,0,0,0,0,0,0,0,0.00306133078805502,0.0353733271994427,0,0,0,0,0,0,0,0,0,0,0,0,0.0591542276699816,0,0,0,0,0,0,0,0,0,0,0,-0.00232476775460863,0,0,0,0,-0.00174763851319364,0,0
X600028.SH,0,0,0,0,0,0,-0.0170304541106536,0,0,0,0,0,0,0,0,0,0.0397175572564179,0,0,0.126720799063442,0.00788667528782188,0,0,0,0,0.0014709739051511,0,-0.0194431809155603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217766165008013,0,0,0,-0.0043595351001991,2.16840434497101e-19,0,0,0,-0.00420117748151331,0,0
X600309.SH,0,0,0,0,0,4.33680868994202e-19,0.0791629485663339,0,0,0.0496885062119417,0,0,0,0,0,0,0.202023076387011,0,0,0,0,0,0,0,0,0.0218431922941375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113105339549134,0,0,0,0,0,0,0,0,0,0,0,0.0103622315362124,0,0,0,0,-0.0104890480151801,0,0
X601088.SH,0,0,0,0,0,0,0,0.00698806046101146,0,0,0,0,0,0,0.114234995186006,0,0,0,0,0,0.111958262323639,0,0,0,0,0,0.322836364513564,0,0,0,0,0,0,0,0,0,0,0,0,0.00574958725958164,0,0,0,0,0,0,0,0,0,0,0,0.00640998205092613,0.0079333073306522,0,0,0,-0.00975163359271731,0,0
X600585.SH,0,0,0,0,0,0.0605876969569118,0,0,0,0,0,0,-0.0196887031758105,0,0.0355059046810775,0,0,0,0,0,0,0,0,0,0,0,0,0.00994350668897367,0,0.160735472658314,0,0,0,0,0,-0.0233247254748902,-0.0361984545010676,0,0,0.073569399367652,0,0,0,0,0,0,0,0,0,0,0,-0.00500625755523199,0,0,0,0,0.00489726501081572,0,0
X002460.SZ,0,0,0,0,0,0,0.281612279816269,0,0,0,0.394082595463279,0,0,0.1160035425145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130550735209789,0,0,0,0.121413928720135,0,0,0,0,0,0,0,0,0.220933134444407,0.213845853218997,0,0,-0.0640683792084888,0,0,0,0.0107423447448416,0,0
X600660.SH,0,0,0,0,0,0.131733573456914,0,0,0,0.00922460439583189,-0.0353199549594291,0,0,0,0.0086925380895921,0.0283375736790109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969123594806324,0,0,0,0,0,0,-0.0135176072388155,0.141202900984356,-0.159533552598768,0,0,0,-0.161839112976175,0,0,0.0265601950955206,0.0766795999386047,0,0,-0.0175846575409909,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.214048576865598,0,0,0,0,0,0.00145957868896684,0,0,0,0.233688324235479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147606695105393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371642521368059,0,0,0,0.00131602630049137,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0445914422565921,0,0,0,0,0,0,0,0,0,0,0,0,0.0387896624400366,0,0,0,0,-0.0372675156872241,0,0,0,0,0,0,0,0.12078959294944,0,0,0,0,0,0.0623829825583358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-2.16840434497101e-19,0.225032924453408,0,0,0,0.0655129165658989,0,0.156857042243241,0,0,0,0,0,0,0,0,0,0,0,0,0.0255776470869876,0,0,0,0,-0.0366448680735112,0,0,0,0,0,0,0,0,0,0.127113168522316,-0.0402256618051857,0,0,0,0,0,0,0,0,0,-0.0228504670232189,0,0,0,0,0.0187878602126057,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0537229793452549,-0.513802433470173,0,0,0,0,0,0,0.0571433697597602,0.26701451014303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129490226046649,0,0,0,0,0,0,0,-0.18788865967607,0,0.340083103378064,0,0,0.133488621419606,0.0800156579284593,0,0,0,0,0,0,0.0959227390571557,0,0
X600547.SH,0,0,0.13337134454095,0,0.0215872665870876,0.0290119218360528,0,0,-0.00364108820714731,0,0,0,-0.00841159850744655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625266156544497,0.0102484777883442,0,0,0,0,0,0,0.00355812812910426,0,0,0,0,0,0,0,0,0,-0.0524365262752497,-0.0170130975403025,0,0,0,0,0.0154177583887614,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0.0734245707481723,-0.00169381740667023,0,0,0,0,-0.127114137516933,0,0,0,0,0,0,0,0,0,0.228947430523734,0,0,-0.118901705187132,0.0789968689820088,0,0,0,0,0,0,0,0,0,0.0347607570881693,-0.0674224827748562,0,0.136146932966023,0,0,0,0,0,0.277688015258537,0.135604017430499,0,0.00640805266507131,0,0,0,0,-0.00839391888892228,0,0
X000786.SZ,0,0,0,-0.0555679757406479,0,0,0,0,0.114658488541361,0,-0.0548042865312256,0,0,0,0,0.0628856189294742,0,-0.226394225948868,0,0,0,0,0,0,0,0.170180388283858,0,0.0567569356199831,0,0,0.0352857109920069,0,0,0.0484076135388359,0,0,0,-0.0730254260758166,0,0,0,0,0,0,0,0,0,0.20473843878487,0,0,0,0.0123358152649751,0,0,0,0,-0.0047951936503591,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236061828698489,0.0407954900381268,0,0,0,0.0501913660824936,0,0,0,0,0,0,0,0.281274296032999,0,0,0,0,0,0.0882559866099526,0,0,0,0,0,0,0,0,0.186433949389576,0.0487210450072969,0,0.00334361610837477,0,0,0,0,-0.00800841074662557,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400875801464064,0,0,0,0,0.521272568094404,0,0,0,0,0,0,0,0,0.0883754281882944,0,0,0.360806402047276,0,0,0,0,0,0,0,0,0,0,-0.0585507618070343,0,0,0,0,-0.400520455209261,-0.416529129743665,0,0,0,-0.0390705309204605,0,0,0,0,0,0,0
X600426.SH,0,0,0.272979747458802,0,0,0,0,0,0,0,0.0140316677939311,0,0.0551766648933213,0,0,0.0922107173659136,0,0,0,0,0.0543430082823362,0,0,0.0840448323574774,0,0.178077751454086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946831627135359,0.084544904433615,0,0,0,0,0,0,0,0,0,0,0.002763749781085,0,0,0,0,-0.0149786816887579,0,0
X600011.SH,0,0,0,0,0,0,-0.0220505069323224,0,0,0,0,0,0,0,0.0161028638246684,0,0,0,0.0531078065007468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354065899096444,0,0,-0.0466120404163247,0.0711563169082735,0,0.055840026414274,0,0,0.110205199526062,0,0,0,0,0,0,0,0,0,0.0154083156731848,0,0
X600111.SH,0,0,0,0,0,0.165682015709008,0,0.0909858268226626,0,0,0,0,0,0,0.0227858886455601,0.322554481428879,0,0,0,0,0,0,0,0.273457348562754,0,0,0,0,0,0,0,0,0,0,0,-0.04899717005915,0,0,0,0,0.0554270198271454,0.0683951258510268,0,0,0,0,0.0708950599901869,0,0,0,0,0,-0.0904706077682364,0,0,0,0.0163777447494348,0,0
X600886.SH,0,0.0932406069284592,0,0,0,0,0,-8.67361737988404e-19,0,0,0.00289991144054138,0,0,0,0,-0.0168459784130805,0,0.200541299518181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056892118364385,0,0,0,-0.0527722389536805,0,0,0,0,0,0,0,0,0.0430390747474322,0,0,-0.0103115900191174,0,0,0.0588439654002388,-0.0673593613200028,0,0,0,-0.00783236453068943,0,0
